,measure_number,beat_number,pid1263b-03,pid510262-04,pid52932-18,pid5667249-20,pid5667271-04,pid5667291-18,pid610003b-07,pid9048b-07,pid9049b-03,pid9050b-03,pid9052b-10,pid9054b-03,pid9055b-03,pid9056-11,pid9057f-13,pid9058b-03,pid9059b-07,pid9060b-01,pid9061-32,pid9062b-06,pid9063b-07,pid9064-14,pid9065-21,pid9066b-03,pid9069-03,pid9070b-15,pid9072b-07,pid9073b-07,pid9074g-03,pid9075b-03,pid9085-05,pid9088-19,pid9089-17,pid9090-16,pid9093b-09,pid9094b-03,pid9099b-07,pid9101b-14,pid9103-15,pid9104b-03,pid9111b-05,pid9113-18,pid9114b-12,pid9117-07,pid9118b-07,pid9119-08,pid9120-10,pid9121-11,pid9129-23,pid9130-09,pid9134-09,pid9137-16,pid9138b-03,pid9139b-03,pid9153b-03,pid9161-09,pid9166j-03,pid9170b-03,pid9174b-03,pid917509-09,pid917520-19,pid917525-03,pid9176-11,pid918713-09,pid918819-07,pid918904-11,pid9192b-03
30,11,2,0.36756835,0.55443953,0.73515679,0.45059788,0.27893407,0.43902398,0.66116398,0.65134331,0.58380467,0.51859927,0.72282778,0.34128515,0.55988102,0.47008547,0.26269673,0.48538976,0.39656137,0.6642918000000001,0.43033205,0.53256447,0.56637015,0.52454221,0.41366856,0.58973243,0.50502005,0.36013746,0.55540154,0.51811337,0.48303429,0.35799228,0.54498464,0.31430144,0.89555155,0.41629354,0.3495291,0.68066279,0.41858606,0.47986971,0.50342785,0.71071668,0.69014821,0.46629635,0.38906909,0.45570167,0.62595605,0.83544176,0.36980294,0.68671823,0.53533893,0.5003495,0.55636222,0.46880682,0.68792054,0.41352294,0.27101176,0.69291279,0.52503748,0.44578508,0.5524226,0.46908533,0.56360269,0.49272199,0.47289212,0.76053163,0.50870151,0.41996852,0.5670331999999999
31,12,0,0.39238225,0.57709644,0.77779979,0.48242228,0.29085424,0.43901549999999995,0.70399646,0.68210568,0.6172539,0.55584231,0.75714731,0.36374209,0.61065552,0.53007504,0.2645615,0.53764991,0.42996051,0.67774936,0.45368282,0.57291084,0.5810930999999999,0.55540813,0.45409339,0.61525395,0.51932449,0.38972425,0.58929694,0.55109175,0.50924101,0.37731836,0.57591049,0.32508027,0.95352366,0.43146391,0.36256307,0.72960143,0.45504205,0.52142398,0.53338976,0.75822186,0.70803432,0.47037214,0.39629894,0.50965606,0.64824179,0.88181039,0.38041512,0.7154891,0.56795307,0.51180428,0.60080786,0.4930807,0.71853402,0.45212772,0.29382349,0.71962312,0.55676989,0.46570884,0.57095249,0.50080055,0.58754307,0.5435088,0.48579749,0.78042904,0.54662122,0.44431566,0.58639772
32,12,1,0.41477039,0.59516074,0.82177808,0.52732604,0.30301449,0.43205117,0.74554482,0.70618618,0.6472879,0.58963246,0.78900654,0.38494038,0.64945905,0.59368939,0.27790696,0.58905673,0.45728858,0.67689685,0.470109,0.63227964,0.58379193,0.58322471,0.50047691,0.63716764,0.52897903,0.41916017,0.61953415,0.58426374,0.5277145999999999,0.40217620000000004,0.59870118,0.32846528,0.98814379,0.44340897,0.37452909999999995,0.75888939,0.47960696,0.55550968,0.54640711,0.80111459,0.71535101,0.46748228,0.39310877,0.58036601,0.6713722,0.92873343,0.38726377,0.7312046,0.58850025,0.51628659,0.63463861,0.50750664,0.74553966,0.48899383,0.31515459,0.74766332,0.58165745,0.47810341,0.56438982,0.52224493,0.62156272,0.57056013,0.49772998,0.78625836,0.58991837,0.4660943,0.59703677
33,12,2,0.42855712,0.59956625,0.8476654,0.54625897,0.31160494,0.42436669,0.76931528,0.71886587,0.67209087,0.6053484,0.80808159,0.39773296,0.66960966,0.63673207,0.29327447,0.61339945,0.47084567,0.66727561,0.47448176,0.66517471,0.5775800999999999,0.6051675999999999,0.526573,0.6360866999999999,0.52790716,0.43813595,0.63252358,0.60149511,0.53517817,0.4178238,0.60894252,0.32730942,1.0,0.45113455,0.38289606,0.76990596,0.49477892,0.57830076,0.54523064,0.8160324999999999,0.71079563,0.45969193,0.38431652,0.60292441,0.68854356,0.94511365,0.39072848,0.73587397,0.5978007,0.51381389,0.64482407,0.5127282999999999,0.75914903,0.51211162,0.3313253,0.76981946,0.59619501,0.48081963,0.55029544,0.52824902,0.64858718,0.57426002,0.50649901,0.77633297,0.61649415,0.47906561,0.5952516999999999
34,13,0,0.44153156,0.59533934,0.86173329,0.55896253,0.31749196,0.41059053,0.78145733,0.72375335,0.69124556,0.61602741,0.81578947,0.40859709,0.68835685,0.66309538,0.29421809,0.63266836,0.47995229,0.64584095,0.47379497,0.71308682,0.5617565,0.6226257,0.54546721,0.62576859,0.51664096,0.45711173,0.63863961,0.61269227,0.53481594,0.43947349999999996,0.61147872,0.32317219,0.99620601,0.45505806,0.39154053,0.77389163,0.50816887,0.59625654,0.53857808,0.81948433,0.69676287,0.44471783,0.37388463,0.61925694,0.7018502,0.95327856,0.3931675,0.73108197,0.5978285,0.50532984,0.64741405,0.51412825,0.76754453,0.53223504,0.34819277,0.78501261,0.60461149,0.47881819999999997,0.52807059,0.52359053,0.68722433,0.56870551,0.51208471,0.75793564,0.63234873,0.49127853,0.58941092
35,13,1,0.45041115,0.57951182,0.86474845,0.5731124,0.32045635,0.39521308,0.78475324,0.71686329,0.71002936,0.61629438,0.8266895000000001,0.42047696,0.69732198,0.71794872,0.29421809,0.64184732,0.4836048,0.61770795,0.46751307,0.75572199,0.53032793,0.63777933,0.55886356,0.60925962,0.49834207,0.47464588,0.63884681,0.61395074,0.51958554,0.45787294,0.60388767,0.31270526,0.97391634,0.45942931,0.40407837,0.76872369,0.51786993,0.6042481,0.51832416,0.81187029,0.66943838,0.41958152,0.36646468,0.6367574,0.71312035,0.94718008,0.39545308,0.70819734,0.58756881,0.48791612,0.6450522,0.50876981,0.76548942,0.5442446999999999,0.36625054,0.80139762,0.60820969,0.46596617,0.49370519,0.5086016,0.72112336,0.55375609,0.51739246,0.72579667,0.64806025,0.50048651,0.57242413
36,13,2,0.45224716,0.55405681,0.8543245999999999,0.5789204000000001,0.31859839,0.3902906,0.7749654,0.70314266,0.71842837,0.60448518,0.82879165,0.42339173,0.69619087,0.74320185,0.29515047,0.63841098,0.48188549,0.60080989,0.45493668,0.78075886,0.50211082,0.64494103,0.56066403,0.59502485,0.48197101,0.48454446,0.63277365,0.6056685,0.49803723,0.47247455,0.59147872,0.29710118,0.93891682,0.46054489,0.41531282,0.75711599,0.52465651,0.60690889,0.49961066,0.79951374,0.63113105,0.39944111,0.37539357,0.64242229,0.72214573,0.92575979,0.39652722,0.6879917,0.56903742,0.46675404,0.63885236,0.49790007,0.7518496,0.54840891,0.37932937,0.80859899,0.60321563,0.45218966,0.45880407,0.48584568,0.74981909,0.53164106,0.52295831,0.68184362,0.65283178,0.50632468,0.55825062
37,14,0,0.44903137,0.51667801,0.83460544,0.57983145,0.3104672,0.39113785,0.74719991,0.68211559,0.72338124,0.57783216,0.82739022,0.42443692,0.68358103,0.76615438,0.29702648,0.61946494,0.47559229999999997,0.57896115,0.43043286,0.79543258,0.46098756,0.64401769,0.55083647,0.58100065,0.46196792,0.48800603,0.61874107,0.58430677,0.47027209,0.48565813,0.5712681,0.27281901,0.89069525,0.46064355,0.42587454,0.74012539,0.52703805,0.6014772,0.46689801,0.77530091,0.56844774,0.37344602,0.39672073,0.64154865,0.7292156,0.88433043,0.39767404,0.65340062,0.53672913,0.44072521,0.62813012,0.47585486,0.73258487,0.54705661,0.39524604,0.81005432,0.59279326,0.43197999,0.39194832,0.45386646,0.77358718,0.49893218,0.53222369,0.62151407,0.64847261,0.50383487,0.54030703
38,14,1,0.43829352,0.46562341,0.8039111,0.57174581,0.29985178,0.40377023,0.71643814,0.65433727,0.7223304,0.54330337,0.82357521,0.42090387,0.64463087,0.77757714,0.29795886,0.58321033,0.46347483,0.55414079,0.39890366,0.80163776,0.41415756,0.63009001,0.51704552,0.56960159,0.43871067,0.48610343,0.59399829,0.54634828,0.44072951,0.49496665,0.53904344,0.23473076,0.82483164,0.45847309999999997,0.43509082,0.70778325,0.51660421,0.58580604,0.42019467,0.73608012,0.50674727,0.3384133,0.42056674,0.62487585,0.73443412,0.83735699,0.39751252,0.59966041,0.52051938,0.40889471,0.60016372,0.43297128,0.69432181,0.53481084,0.4113732,0.8020751,0.57688053,0.40234453,0.34764043,0.40974279999999996,0.7928755999999999,0.47883102,0.54672402,0.54082854,0.63540352,0.48848108,0.51234559
39,14,2,0.42209216,0.41817486,0.76689352,0.55663364,0.29036366,0.41187834,0.67086621,0.61765639,0.71475042,0.49725016,0.81999377,0.41424996,0.56548423,0.77224028,0.29888001,0.53060424,0.44633926,0.52573986,0.37973033,0.79943797,0.37258952,0.6171167,0.48522651,0.57660668,0.41763572,0.48610343,0.56843384,0.50598042,0.41072361,0.50057564,0.51382185,0.21420971,0.75383667,0.4519997,0.44007736,0.68781012,0.50091598,0.55900541,0.39070673,0.66498244,0.4674805,0.3178367,0.45671003,0.58890932,0.7345614,0.78181543,0.39634954,0.56646543,0.52051938,0.38186981,0.57116401,0.40872958,0.64873649,0.51695197,0.41453767,0.78517571,0.55522928,0.37941387,0.32072796,0.36987736,0.80702963,0.46933308,0.55951688,0.46217162,0.61691492,0.47205409,0.47485184
40,15,0,0.39641033,0.36725634,0.71175913,0.53078237,0.28318233,0.42190968,0.61649093,0.5697928000000001,0.70122856,0.44768177,0.81765805,0.38897394,0.5112326,0.75177561,0.29888001,0.46871541,0.41762915,0.46851175,0.34463487,0.78453537,0.32606106,0.59107697,0.43600296,0.59095376,0.37396669,0.48586036,0.53652472,0.46165429999999996,0.3713335,0.500351,0.48519526,0.18757912,0.68588637,0.43918950000000007,0.43743693,0.64941335,0.46310267,0.51687311,0.3544562,0.59669625,0.43155226,0.28045938,0.46336363,0.55083686,0.66321465,0.71281689,0.39380552,0.5181680999999999,0.51946283,0.34018349,0.5204246,0.3844718,0.57982189,0.48887577,0.40915953,0.75979525,0.52855296,0.35101263,0.29778618,0.31756941,0.81440386,0.46811540000000007,0.56933157,0.39593502,0.58239502,0.43814839,0.44104248
41,15,1,0.36960465,0.32248682,0.65926085,0.48659037,0.28072941,0.43011099,0.54348167,0.5149994999999999,0.67758461,0.39276497,0.81742448,0.3795672,0.46498256,0.70957559,0.29888001,0.40416282,0.38448503,0.43922787,0.32825279,0.76448299,0.29881643,0.55776691,0.37789495,0.60082264,0.35630783,0.48586036,0.50205059,0.39986017,0.33051133,0.49330291,0.44924967,0.17405743,0.62087641,0.43357365,0.42954087,0.60872369,0.42955284,0.47297917,0.30200592,0.51653376,0.39872075,0.26125273,0.4626151,0.51624977,0.61384122,0.63847588,0.39112421,0.48378455,0.51946283,0.31141983,0.48432593,0.35902325,0.51835896,0.44602093,0.39519524,0.73383768,0.49836116,0.32262092,0.28446388,0.30158406,0.81586837,0.46811540000000007,0.56776307,0.34347894,0.53899689,0.35910424,0.40615494
42,15,2,0.33926048,0.29223507,0.58912819,0.41249288,0.27953948,0.43076337,0.48391285,0.45332606,0.63120074,0.34366824,0.8113516,0.37251583,0.42334077,0.65145861,0.29980117,0.33552814,0.35083087,0.41720862,0.31946317,0.72125019,0.27638145,0.5244879,0.32674233,0.61297976,0.34154072,0.48531556,0.46826236,0.36210606,0.29625137,0.47393471,0.42406319,0.16115035,0.53814853,0.4190787,0.41717962,0.58622481,0.38681822,0.4210478,0.27956835,0.52393769,0.37366615,0.25410987,0.45461296,0.46890749,0.5708087,0.55758278,0.38866904,0.45324969,0.51837847,0.2851813,0.4506428,0.33412986,0.44429898,0.39963509999999997,0.37091015,0.70540856,0.46283409999999997,0.30179176,0.27674309,0.29641458,0.80976912,0.46198014,0.55855063,0.30188093,0.47822099,0.31965372,0.37350232
43,16,0,0.30034828,0.25722912,0.5109838,0.34385605,0.27361071,0.42238414,0.42374477,0.39089918,0.56032298,0.30089882,0.80722516,0.35259826,0.37660896,0.59172318,0.29980117,0.26047048,0.31576999,0.39930581,0.31564489,0.63803977,0.2611308,0.49314867,0.26399383,0.62058848,0.32854719,0.48503059,0.41388968,0.32280305,0.24730857,0.44568621,0.40281703,0.15049078,0.44499668,0.40441679,0.39515641,0.56971787,0.34446665,0.37257547,0.26598392,0.54532902,0.34365055,0.25240594,0.43546011,0.42076513,0.49831642,0.47456781,0.38556776,0.41642298,0.51730801,0.24354740000000002,0.41995223,0.31278462,0.37904552,0.30570432,0.33793729,0.67714253,0.42817557,0.28548487,0.27431655,0.29923352,0.79303928,0.45697827,0.53892786,0.27789523,0.40724565,0.27727695,0.33420207
44,16,1,0.26596490000000006,0.21975676,0.392755,0.25081995,0.25706651,0.39590782,0.36317719,0.32607316,0.47341987,0.25996262,0.78114295,0.32446636,0.3168798,0.45531881,0.29980117,0.19214714,0.28903422,0.38528803,0.31503371,0.55137073,0.25045609,0.4602964,0.22462999,0.61879159,0.31351789,0.48254128,0.33953987,0.27727224,0.22392385,0.4021411,0.37987714,0.14010641,0.34161055,0.39095393,0.34965523,0.54662785,0.29961695,0.33033306,0.25880660000000005,0.55834592,0.28872855,0.25871047,0.37054001,0.33205812,0.44904713,0.40493927,0.38047165,0.36115461,0.49920758,0.22123198,0.38747685,0.26807466,0.31808494,0.23232627,0.27478589,0.64964181,0.39309311,0.273929,0.2668006,0.30322773,0.76311165,0.45317535,0.48861019,0.26328307,0.32951275,0.24793589,0.2883613
45,16,2,0.23441899,0.19615581,0.31691075,0.22068671,0.24082502,0.34908921,0.31537946,0.26312085,0.39960593,0.21996974,0.74296948,0.30641837,0.25507693,0.30814708,0.30072232,0.16432196,0.26748108,0.36491901,0.31502111,0.45424953,0.24432718,0.42880975,0.18663794,0.60190359,0.30340068,0.47396698,0.26633324,0.23441971,0.21592958,0.32327834,0.36148311,0.12811669,0.27605994,0.37352963,0.31981164,0.52232871,0.27073861,0.29706395,0.25994075,0.55582459,0.25072543,0.26108915,0.33502644,0.25057017,0.40712542,0.37406885,0.36995639,0.32722385,0.49325752,0.21602446,0.35419629999999996,0.22198890000000002,0.2950373,0.21422055,0.21336188,0.60985861,0.35170346,0.25743626,0.25421886,0.30626809999999993,0.71429187,0.42386662,0.41752482,0.24559304,0.24556089,0.22366745,0.22626205
46,17,0,0.2009703,0.18592448,0.26532564,0.22564628,0.19486660000000003,0.30645599,0.28164995,0.20248835,0.31251739,0.15819169,0.64883214,0.30440159,0.14463611,0.22882977,0.30072232,0.14760148,0.21692991,0.31213007,0.31531094,0.28687503,0.20986054,0.34488672,0.12352506,0.55035517,0.26396514,0.47396698,0.21076736,0.18502743,0.20024429,0.2602457,0.3163405,0.096679204,0.20201081,0.31461638,0.23201312,0.44180923,0.19301357,0.21173502,0.24986035,0.54445856,0.21764431,0.24726009,0.2956811,0.22501379,0.35614362,0.34698856,0.27662736,0.32175266,0.49325752,0.20976846,0.32353257,0.19544613,0.26710306,0.20167427,0.13186965,0.5521096,0.29084423,0.23076007,0.21777358,0.30955544,0.62503446,0.40973211,0.25038385,0.22002954,0.21151224,0.19381126,0.18582649
47,17,1,0.17914965,0.15864943,0.23510509999999998,0.27787837,0.17862511,0.28843514,0.23723372,0.15376227,0.27484933,0.12374299,0.46121925,0.27881643,0.12894712,0.16172438,0.30254215,0.15214483,0.19652846,0.27297528,0.31533615,0.20435125,0.19044101,0.25397269,0.12832631,0.42840498,0.21499075,0.47396698,0.16804087,0.14863935,0.19179513,0.21715689999999999,0.27864853,0.099798184,0.17808973,0.25786598,0.1624958,0.32028661,0.15599967,0.17618129999999999,0.23932289,0.49217085,0.21078783,0.23154989,0.30184756,0.19295567,0.31145644,0.33657074,0.23460669,0.32465805,0.49325752,0.19877676,0.27681902,0.1797892,0.25780941,0.20151328,0.1304979,0.47882871,0.2463837,0.18962116,0.20303317,0.31042412,0.45,0.40973211,0.19463931,0.17324732,0.18494488,0.18129785,0.13358086
48,17,2,0.19116714,0.1382378,0.24604583,0.34098053,0.22571083,0.33451665,0.18421391,0.14358085,0.30891671,0.11575154,0.31335254,0.26508906,0.27989862,0.14810802,0.30345207,0.15791052,0.18538993,0.26140543,0.31349631,0.19327603,0.17840181,0.14121664,0.14238712,0.15899711,0.20303825,0.47329645,0.11452558,0.1178122,0.20573667,0.24259740000000002,0.23007459,0.12288781,0.24825951,0.23305001,0.06443491400000001,0.22031348,0.17573487,0.17696119,0.25191705,0.38891613,0.34483619,0.24075791,0.38620567,0.17257679,0.32514493,0.42530618,0.20916653,0.30909348,0.49206195,0.19553517,0.27889906,0.13783088,0.30156797,0.22784009,0.13099869,0.40438105,0.22683141,0.14642364,0.2090995,0.30366207,0.39639904,0.40973211,0.17377234,0.14943261,0.27137928,0.18762968,0.10379864
49,18,0,0.22734202,0.15506889,0.28062543,0.37049879999999996,0.2589871,0.36989748,0.21995520000000002,0.16219887,0.35734044,0.13749221,0.23423388,0.28293096,0.36583195,0.19163222,0.30345207,0.2230512,0.18535703,0.26295214,0.31349631,0.24305732,0.18826988,0.12787089,0.15296488,0.18471516,0.23298118,0.47329645,0.12567162,0.15072604,0.22890237,0.28788347,0.23888548,0.18289148,0.31316513,0.25971769,0.074478641,0.11538737,0.21737031,0.22921369,0.287719,0.35424775,0.42273011,0.25540485,0.46653597,0.21706824,0.35543779,0.54755305,0.21410111,0.35914536,0.49206195,0.21270424,0.30561743,0.15829914,0.36265033,0.25967266,0.12484395,0.38118358,0.23011942,0.14804861,0.21240841,0.29539261,0.3890765,0.40973211,0.18488418,0.15219960000000002,0.33632079,0.2096158,0.14603356
50,18,1,0.26454061,0.18936894,0.31621296,0.37667122,0.27114734,0.38457172,0.25231498,0.18016259,0.38346469,0.17173623,0.23398474,0.29649639,0.41615609,0.22999345,0.30345207,0.27083718,0.19284304,0.27287785,0.31331989,0.29353797,0.23259706,0.13373681,0.19366835,0.19469635,0.26186767,0.47329645,0.18038011,0.18129504,0.2415719,0.31583714,0.24066696,0.21675993,0.36798824,0.28262123,0.086646485,0.11053292,0.25214423,0.29232957,0.31655523,0.32052988,0.47307332,0.27108097,0.50667736,0.2473147,0.36923041,0.63031097,0.22094169,0.41442317,0.49085247,0.23508082,0.32542473,0.23572291,0.40590653,0.27226187,0.12200610000000002,0.37790909,0.23769839,0.15278056,0.21328291,0.29599727,0.39648518,0.40973211,0.19432826,0.17957407,0.35342927,0.24133934,0.19780079
51,18,2,0.30461004,0.22069229,0.35390248,0.37552101,0.30088514,0.39438278,0.27531497,0.20011897,0.41505177,0.19106523,0.27651822,0.31884293,0.47830458,0.28942124,0.30345207,0.3025369,0.20570089,0.30571794,0.31331989,0.3326255,0.26839804,0.16000155,0.20964752,0.21787349,0.30033159,0.47329645,0.24639183,0.1979886,0.26732373,0.34647947,0.25520842,0.25710485,0.42056341,0.32607574,0.10830811,0.11482311,0.29983346,0.34035233,0.36590774,0.3156673,0.52649766,0.2875,0.5305115,0.31258047,0.39446675,0.70475278,0.23427556,0.46526743,0.47348885,0.26110965,0.42387074,0.28361896,0.48933628,0.29555138,0.13003339,0.37989135,0.25121232,0.17421968,0.22007406,0.30987055,0.41595451,0.40973211,0.2133951,0.22512047,0.39512749,0.28095443,0.24628347
52,19,0,0.33536592,0.23887566,0.38672467,0.37488896,0.31848357,0.40124545,0.29534721,0.21616933,0.43774533,0.20650529999999997,0.32605886,0.33360077,0.49101916,0.31955647,0.30345207,0.32540359999999996,0.22343699,0.33539155,0.31331989,0.34820202,0.29215228,0.18042365,0.21362355,0.23293652,0.32675817,0.47329645,0.27375679,0.20990642,0.29353045,0.36999649,0.26528302,0.2677369,0.44100351,0.36203992,0.12687521,0.13642633,0.32857024,0.36965777,0.38162505,0.3328364,0.53058502,0.29769629,0.52243807,0.33890932,0.41114055,0.73811804,0.25264093,0.48392604,0.44896569,0.28196592,0.46522988,0.30309759,0.52940326,0.31965656,0.14177675,0.38449572,0.26595668,0.1870193,0.23189947,0.32480838,0.43207271,0.40973211,0.23471873,0.26596456,0.41556846,0.30346283,0.2841628
53,19,1,0.3647754,0.26992686,0.42335458,0.37496868,0.3347355,0.40621876,0.31575042,0.23259641,0.45653686,0.22071727,0.38301931,0.35633005,0.492255,0.35291521,0.30435076,0.35781827,0.25111056,0.36667885,0.31331989,0.36381669,0.31747456,0.21185599,0.22010739,0.25058259,0.35544417,0.47329645,0.29456988,0.22248037,0.32086598,0.40288522,0.27962264,0.27637831,0.45425401,0.40495559999999997,0.15131181,0.18540976,0.35585811,0.39488944,0.40010157,0.36808509,0.52440718,0.30373501,0.5005406,0.36982711,0.4437939,0.7644776,0.28825715,0.49514197,0.44633821,0.30559196,0.52285354,0.32059699,0.56614401,0.34738932,0.16189578,0.39534796,0.29531097,0.20383607,0.25203656,0.33501959,0.45349759,0.40828962,0.24826605,0.30162444,0.4335353,0.32381055,0.32334166
54,19,2,0.38958929,0.28293928,0.44343556,0.37323767,0.34545529999999997,0.40036431,0.33222994,0.24637652,0.46426364,0.23718964,0.42024291,0.38506551,0.48431625,0.36987547,0.30435076,0.37651061,0.28576012,0.39970771,0.31331989,0.38544581,0.33862797,0.24706704,0.22618397,0.28368476,0.37850093,0.47329645,0.30798085,0.23737765,0.34789824,0.45375219,0.29748135,0.27550683,0.46502893,0.44135995,0.19006895,0.24269592,0.38841702,0.40768878,0.41583580000000003,0.40293355,0.5124415,0.30238550000000003,0.46586467,0.39588928,0.47529014,0.76876166,0.32372799,0.49009527,0.44372463,0.33489734,0.56379667,0.34018827,0.59165779,0.37987658,0.18636232,0.41081712,0.30933154,0.21441982,0.27493894,0.33042923,0.49174707,0.40828962,0.26829914,0.34035442,0.44367584,0.33535093,0.35816494
55,20,0,0.40228555,0.29181834,0.45712440000000004,0.36056827,0.34040332,0.38587647,0.35266169,0.25719243,0.45658322,0.2440598,0.46718312,0.39994848,0.46668971,0.37252384,0.3148092,0.36911900000000003,0.31522705,0.41423091,0.30580304,0.38355119,0.34899359,0.26575885,0.21540259,0.31840133,0.39488742,0.47329645,0.31664761,0.24417554,0.37009519,0.48501931,0.31726196,0.25817815,0.46362515,0.44736283,0.21728052,0.29896999999999996,0.39633608,0.39888981,0.42238679999999995,0.43520066,0.48875975,0.29312296,0.42825402,0.40583962,0.50593013,0.73191875,0.35850428,0.45994717,0.44240394,0.35773699999999997,0.59600365,0.34352723,0.5967574999999999,0.39708076,0.19951372,0.42986187,0.3298144,0.21328568,0.28454266,0.31130983,0.5148345999999999,0.40828962,0.27656519,0.36006529,0.43522679,0.33671031,0.38764727
56,20,1,0.38599517,0.28009866,0.45820124,0.33168773,0.31439188,0.34811489,0.34986517,0.2547239,0.42834183,0.23817745,0.48179695,0.39495805,0.41452226,0.35255407,0.316483,0.33104244,0.33141658,0.42155036,0.30255812,0.35739535,0.33447418,0.25435289,0.19114984,0.32383412,0.39773288,0.47261755,0.30728065,0.24074433,0.37957207,0.49094419,0.32874945,0.20557747,0.41496728,0.42801852,0.23540195,0.31905059999999996,0.39128987,0.34848151,0.4037664,0.41949233,0.44603744,0.25737459,0.35853977,0.38934155,0.53295998,0.67103473,0.36939913,0.41584756,0.44109715,0.35635649,0.59930487,0.32517499,0.5900821999999999,0.40066541,0.19107272,0.44609633,0.33569767,0.19548249,0.28069014,0.2954948,0.5091144000000001,0.40828962,0.28481138,0.35966112,0.387966,0.32300923,0.39026062
57,20,2,0.36006854,0.2629784,0.4504652,0.31236761,0.28852658,0.2853766,0.33702398,0.24331318,0.39038016,0.22701789,0.47464964,0.38234212,0.36456468,0.33444351,0.34106202,0.30375923,0.33194307,0.42597126,0.30154369999999997,0.31636234,0.3116095,0.23701893,0.17133395,0.32038072,0.3917335,0.47261755,0.28601743,0.22829945,0.38608373,0.47457353,0.3284072,0.1791854,0.37182965,0.39613721,0.2405819,0.3294223,0.37830794,0.2956785,0.35425307,0.39055700000000004,0.39815133,0.23626636,0.27086675,0.36182637,0.54373257,0.62249887,0.36372961,0.38722762,0.43452149,0.333045,0.57612926,0.29534154,0.58183133,0.38677757,0.17922775,0.44876862,0.32932844,0.17501072,0.27317419,0.28242207,0.48127154,0.40828962,0.28970218,0.36089694,0.31444921,0.29308865,0.38211353
58,21,0,0.32785499,0.24766967,0.44252240000000004,0.30446418,0.25202497,0.26028976,0.31175539,0.23614553,0.35897079,0.20727952,0.45631423,0.37568821,0.32806527,0.31681447,0.34663386,0.29447648,0.32727871,0.42888199,0.28879088,0.28625197,0.29837165,0.21850559,0.15724099,0.32146166,0.38500154,0.47120107,0.28511718,0.20856190000000002,0.39103698,0.45411021,0.3242036,0.16020549,0.35941383,0.3741747,0.23440128,0.33172414,0.36789075,0.26496926,0.32520525,0.36858535,0.35829953,0.23096374,0.23479475,0.34232113,0.54794441,0.5663524999999999,0.35014537,0.38173757,0.39919646,0.30931411,0.5425669,0.27085848,0.58233369,0.36671854,0.16993032,0.44869334,0.31849248,0.15763641,0.27014102,0.28218361,0.44539111,0.37540277,0.2917141,0.36815638,0.28712446,0.25579881,0.37499464
