,,pid1263-21,pid50848-05,pid51495-04,pid5667249-16,pid5667291-17,pid9048-21,pid9049-21,pid9050-21,pid9054-21,pid9055-21,pid9058-21,pid9059-21,pid9060-21,pid9061-21,pid9062-21,pid9063-21,pid9064-11,pid9065-16,pid9066-21,pid9070b-04,pid9072-21,pid9074f-21,pid9075-21,pid9081-12,pid9088-16,pid9089-16,pid9093-21,pid9094-21,pid9099-21,pid9100b-21,pid9101b-03,pid9103-11,pid9104-21,pid9105b-04,pid9111-21,pid9113-17,pid9114b-11,pid9116-09,pid9118-21,pid9122-05,pid9123-04,pid9129-16,pid9130-05,pid9138-21,pid9139-21,pid9153-21,pid915411-09,pid9158-12,pid9166f-18,pid9170-21,pid9174-21,pid9185-10,pid9186c-21,pid918904-06,pid9192-21
46,1,0.35642364,0.3379825,0.30546077,0.49798004,0.21925994,0.282464,0.62516767,0.23544513,0.52728523,0.50072999,0.33654279,0.64785621,0.37958421,0.46932563,0.35303023,0.53374816,0.50534026,0.47020542,0.70325881,0.63852818,0.60189802,0.35990201,0.71875188,0.29423043,0.4874295,0.61037811,0.47271301,0.42924619,0.66125796,0.4800227,0.66319861,0.46964029,0.60971177,0.33599431,0.75744662,0.26064764,0.36107066,0.39475993,0.46877714,0.51192798,0.21817307,0.4509519,0.3235755,0.64521378,0.33872308,0.39294451,0.463482,0.3883134,0.41954029,0.4903529,0.43613738,0.53909396,0.26684335,0.46534666,0.60914516
46,2,0.36148469,0.32042374,0.31726879,0.41113917,0.20363135,0.26993508,0.69473613,0.25773357,0.56099719,0.47300722,0.3200869,0.65064168,0.42799154,0.47224297,0.36378745,0.52514493,0.54848813,0.49081495,0.72620863,0.6274002,0.59942758,0.33767463,0.71225876,0.34415728,0.49898308,0.6477864,0.48179491,0.39541398,0.66571322,0.50102157,0.6640591,0.49598561,0.61007523,0.29964836,0.77913557,0.24296813,0.33233615,0.44421924,0.51642626,0.51871761,0.22724356,0.44617542,0.29280335,0.61188419,0.36834734,0.38819042,0.4889924,0.39345609,0.39627496,0.48983271,0.46532271,0.534232,0.2578134,0.50209944,0.59994636
47,0,0.35641479,0.30548979,0.32457406,0.31262478,0.19587068,0.24634729,0.70503353,0.28095718,0.58749327,0.45214801,0.30477151,0.64125711,0.4629105,0.47247551,0.36460705,0.50108217,0.54753554,0.4830527,0.72645419,0.60674288,0.58433381,0.30709131,0.68754885,0.37789254,0.50367459,0.68420841,0.47959875,0.35992723,0.65961812,0.49590428,0.64873533,0.51617266,0.61798665,0.27048481,0.78321472,0.23435708,0.30241094,0.49070012,0.55742142,0.51439614,0.24886519,0.42558219,0.26903005,0.56912804,0.39348015,0.37052963,0.50223984,0.38423447,0.36590407,0.47386061,0.48166584,0.50094944,0.24833003,0.54079452,0.58315119
47,1,0.34432844,0.29519643,0.32283862,0.22378743,0.19246916,0.22475188,0.66423684,0.30458421,0.59766844,0.41860211,0.2937854,0.59789996,0.48653277,0.46505532,0.35016164,0.45883899,0.52667966,0.44400572,0.69338517,0.57431455,0.55414627,0.27592531,0.62844947,0.41187162,0.49965818,0.71445105,0.46201288,0.32737196,0.63540247,0.46303443,0.60906562,0.527,0.61359986,0.25049379,0.76839958,0.22971756,0.27479335,0.52905518,0.58171402,0.50913483,0.27687866,0.38526262,0.24549258,0.51964987,0.39400174,0.33056747,0.49748266,0.36699435,0.33057006,0.43508305,0.48408827,0.43696138,0.2388786,0.57128041,0.54277573
47,2,0.32406654,0.28647281,0.30840398,0.1877158,0.18848541,0.22314753,0.59930899,0.3175392,0.55975369,0.38342843,0.28504927,0.53660493,0.49428471,0.43256994,0.30564156,0.41825771,0.49214837,0.39129483,0.61992122,0.53131196,0.51276644,0.24503079,0.55347803,0.43201968,0.4909759,0.72965792,0.42838507,0.31034601,0.60447772,0.4151154,0.53927857,0.52510072,0.59598512,0.23664522,0.74257941,0.22411239,0.24030703,0.55341408,0.58919126,0.50551603,0.29505975,0.33205847,0.2257132,0.45947705,0.37075244,0.27674653,0.46960026,0.34739931,0.30404263,0.37711769,0.46568774,0.34140183,0.22657896,0.55876548,0.4811465
48,0,0.29584144,0.27106708,0.26055042,0.15464474,0.18006589,0.23983285,0.44693449,0.32361786,0.46295809,0.33674274,0.26992785,0.44160712,0.48379845,0.36469593,0.24435388,0.3571539,0.45683048,0.29976427,0.56468,0.44268108,0.43577615,0.21039529,0.42269585,0.43825915,0.46370706,0.72893331,0.39055482,0.2951119,0.54487458,0.33094968,0.44578879,0.50753237,0.55070577,0.22653,0.69252734,0.21417266,0.21322082,0.56484583,0.58222152,0.49926219,0.3084289,0.26338603,0.2147965,0.37384693,0.32839757,0.21066204,0.41652461,0.30386619,0.27615869,0.30022463,0.4018666,0.2084281,0.20170509,0.51181721,0.39114314
48,1,0.26812953,0.24251158,0.19785181,0.1472754,0.17408259,0.26969629,0.27268478,0.31435775,0.34474801,0.28972143,0.24030569,0.30723348,0.45541931,0.29821718,0.19966305,0.27889001,0.39176589,0.21448897,0.50629764,0.34149326,0.35435716,0.18316229,0.281681,0.4061087,0.41929585,0.70063303,0.34067041,0.27689826,0.46612505,0.25398222,0.3433116,0.46454676,0.46876004,0.22351489,0.61561361,0.2060045,0.19839106,0.54692579,0.55098174,0.48235397,0.312904,0.20120687,0.21199696,0.27574907,0.26801893,0.16416772,0.34744632,0.25784609,0.25761964,0.21442927,0.33831923,0.12038061,0.17177981,0.40536174,0.26519611
48,2,0.2541674,0.20110654,0.13674793,0.1454081,0.18286218,0.2808074,0.13648804,0.28083799,0.21120942,0.24767578,0.19996121,0.21184921,0.40441156,0.25781834,0.17668017,0.20381851,0.26608934,0.13255599,0.48794188,0.21855854,0.25611961,0.16175594,0.16642217,0.29417502,0.36496325,0.62615863,0.28494055,0.24434986,0.35567203,0.16833144,0.26942199,0.42073381,0.40936523,0.23299416,0.48586183,0.21421622,0.20447254,0.47869369,0.46372464,0.44792271,0.29262972,0.14993201,0.21453785,0.19588149,0.2026176,0.12274905,0.27737694,0.21203874,0.24206277,0.15968552,0.27638958,0.072770903,0.14539881,0.26397008,0.18726115
49,0,0.25960007,0.13967233,0.096662797,0.15606577,0.21745193,0.2345422,0.12132647,0.21322087,0.15870748,0.26238463,0.13814105,0.16235234,0.32542636,0.26485096,0.19378927,0.24617763,0.17815544,0.12135881,0.48866834,0.13993034,0.19186563,0.15741906,0.13573017,0.19928628,0.22661938,0.51948915,0.25293098,0.19175477,0.29905653,0.14989595,0.25650587,0.32466906,0.35748457,0.26555439,0.32012671,0.25019967,0.23021551,0.32589755,0.3177548,0.40875714,0.21211805,0.16329254,0.22987448,0.18610145,0.15626388,0.11057377,0.25687479,0.20680801,0.25212898,0.17423302,0.23792932,0.084419798,0.13376972,0.17288956,0.16896413
49,1,0.29170058,0.11451364,0.13056836,0.18988843,0.27346204,0.17263637,0.15902039,0.22065646,0.19399175,0.30996812,0.11388005,0.1863643,0.26988724,0.33262631,0.23595301,0.34124604,0.2185105,0.18407981,0.48645828,0.13268733,0.21365519,0.16942329,0.18418205,0.20662293,0.16064775,0.45867174,0.27082232,0.20442125,0.32916511,0.21503973,0.28957844,0.33060432,0.31589891,0.30631453,0.36557889,0.31953823,0.29100079,0.23391213,0.27253042,0.4379798,0.18916513,0.20436852,0.25076455,0.29066323,0.18045011,0.13875788,0.17100099,0.22078351,0.29684018,0.22196607,0.24643272,0.15619849,0.16972348,0.20583318,0.21922226
49,2,0.31506813,0.16009607,0.1771907,0.21715208,0.32047039,0.16070443,0.19120656,0.25455212,0.22477432,0.36532136,0.16120723,0.21492635,0.25694856,0.37014305,0.27371141,0.38776378,0.29740204,0.22301734,0.48623318,0.16182013,0.24613241,0.1777329,0.22298443,0.25758046,0.17119296,0.43837243,0.31349901,0.27111081,0.37019094,0.25621453,0.32358974,0.34169065,0.31423379,0.34325153,0.44806457,0.3753358,0.31260579,0.21526293,0.29329303,0.46181818,0.19954287,0.23399626,0.26912895,0.37169229,0.21705786,0.18076293,0.15957714,0.23583009,0.35154223,0.26393569,0.29021901,0.17625149,0.20109202,0.24257967,0.25292658
50,0,0.33243674,0.19383256,0.2155697,0.2426835,0.34594346,0.16317439,0.21029741,0.27608875,0.24957255,0.40216479,0.19370005,0.23006417,0.26711064,0.3882954,0.29077497,0.41315606,0.33379519,0.24298703,0.48991661,0.17917299,0.27158244,0.18809508,0.24512716,0.31372462,0.1891557,0.42437326,0.34310601,0.32617053,0.40399101,0.27895384,0.35782703,0.36038849,0.3149607,0.37921592,0.54960076,0.40608437,0.33605097,0.2393314,0.33496487,0.47841897,0.21551849,0.26011389,0.2881628,0.43748738,0.23204868,0.21579445,0.16634291,0.2400044,0.40872046,0.28715493,0.32517836,0.17210943,0.22871831,0.27241813,0.288059
50,1,0.34857547,0.22708012,0.24640893,0.2823899,0.36878112,0.1677039,0.22806043,0.28807188,0.27597298,0.44342172,0.22665839,0.24701035,0.28333333,0.40667324,0.30089473,0.43207853,0.35413149,0.25700455,0.49279173,0.20930606,0.28477066,0.20434351,0.27467084,0.36964713,0.21107503,0.42240069,0.36600066,0.37941096,0.43234744,0.29453273,0.39584528,0.3754964,0.32972699,0.40042646,0.64604235,0.43236768,0.3689874,0.26669962,0.38067419,0.5069126,0.23568851,0.28096209,0.29961202,0.49567389,0.25529798,0.2442623,0.18329039,0.24697381,0.45327017,0.3121771,0.35260494,0.16492081,0.24355323,0.2982337,0.33504526
50,2,0.36902318,0.26492537,0.27820968,0.34896066,0.40236727,0.17080069,0.23696227,0.28570643,0.29747115,0.5026934,0.26420203,0.2715692,0.29983087,0.42148545,0.31360987,0.45991343,0.35997691,0.26897626,0.48305111,0.24103778,0.30273405,0.21923459,0.31854747,0.41387756,0.23318236,0.43703391,0.39523613,0.41723878,0.45946088,0.30971434,0.45009996,0.38381295,0.36852337,0.40319467,0.73422149,0.47309228,0.41374729,0.29600816,0.39893311,0.52693017,0.2597562,0.30319565,0.31708634,0.5573168,0.26192408,0.26482976,0.21125206,0.2623652,0.49085428,0.33208607,0.38719927,0.17531248,0.25681078,0.31408637,0.39638619
51,0,0.38838259,0.30344828,0.30933033,0.40557252,0.42979392,0.17818073,0.2433304,0.27244889,0.33278532,0.54705487,0.30286291,0.31482427,0.29160677,0.42548799,0.33203943,0.46851666,0.35688822,0.27514733,0.47759759,0.31973743,0.31920615,0.24062107,0.38119401,0.46442504,0.25862246,0.45665892,0.41723085,0.4478237,0.49377761,0.31934355,0.47739244,0.39428777,0.41833319,0.39406704,0.7916334,0.50687577,0.46711277,0.32999444,0.40632013,0.531278,0.28150614,0.31791603,0.32839863,0.59303109,0.26673428,0.2717087,0.25329369,0.28535691,0.53048393,0.33786723,0.41349759,0.20162552,0.26736062,0.31715381,0.45066711
51,1,0.39398337,0.33257849,0.32438644,0.45103347,0.44495518,0.18156854,0.25519274,0.24945448,0.34657739,0.57375399,0.33185662,0.36761703,0.28331219,0.41258544,0.34790775,0.45826699,0.35986866,0.26929618,0.48057502,0.38475485,0.33344882,0.26326558,0.41868575,0.48018441,0.2741839,0.46343206,0.42696499,0.45893862,0.50635717,0.31436814,0.48775315,0.40330216,0.46219255,0.38921891,0.81718452,0.52282001,0.50634718,0.37179757,0.40439161,0.52233641,0.30972011,0.32306646,0.33572461,0.61670968,0.27882739,0.27120429,0.28778328,0.29749835,0.55511654,0.3360052,0.42497926,0.23217453,0.27435341,0.32110755,0.49417365
51,2,0.38846222,0.35629611,0.33492806,0.48685849,0.44937562,0.18654578,0.26781383,0.22655176,0.36379506,0.58286625,0.35534176,0.39909581,0.27926004,0.38456064,0.34986568,0.43724202,0.37243992,0.2616097,0.49531897,0.45437171,0.35041048,0.28899556,0.44170023,0.4686364,0.27673902,0.45541097,0.43129128,0.45992723,0.50958443,0.30699962,0.49327249,0.4005036,0.49910405,0.39666318,0.81614303,0.52276193,0.54201929,0.4228635,0.39883161,0.50566535,0.33951399,0.32857386,0.34068467,0.62978341,0.29513185,0.26877049,0.31563264,0.30523806,0.56873553,0.33034817,0.43488469,0.27628696,0.28015199,0.32354013,0.52716728
52,0,0.37515484,0.36668382,0.33825823,0.51354081,0.45191144,0.18937393,0.27500169,0.2194829,0.37370718,0.58618896,0.36613391,0.41371591,0.28204369,0.35752942,0.34291048,0.41985004,0.39662265,0.26590335,0.51682611,0.51237832,0.36441967,0.30274118,0.45543197,0.44079706,0.27706375,0.44600103,0.43179491,0.4556982,0.5052939,0.31196557,0.4975402,0.38681295,0.52361592,0.41268143,0.79240583,0.5184201,0.57286951,0.45358092,0.39401595,0.49552921,0.36580319,0.34567398,0.34420692,0.64616766,0.30583406,0.26954603,0.33840106,0.30666862,0.57000592,0.32401726,0.44566949,0.3316466,0.28532473,0.32340813,0.5496413
52,1,0.36894355,0.38060559,0.33667523,0.54842043,0.46435302,0.19164988,0.28359867,0.2175667,0.38562803,0.59061923,0.38054931,0.42377133,0.29112051,0.33246424,0.33779938,0.4162557,0.42688894,0.28678229,0.52110298,0.55669376,0.38287264,0.315242,0.47526003,0.39707643,0.27897795,0.45138532,0.43359478,0.4468351,0.49976039,0.33431706,0.50540635,0.36833094,0.56200659,0.4275924,0.74988717,0.52513614,0.60878764,0.47467713,0.38742965,0.49078612,0.39665571,0.3736104,0.3477596,0.66995848,0.31882546,0.27751576,0.36163198,0.30781307,0.56283576,0.32113259,0.46709806,0.39140914,0.29188326,0.32292413,0.57641301
52,2,0.35851177,0.43379653,0.33007352,0.60675279,0.4963993,0.19589583,0.29648398,0.21926286,0.39449991,0.5991945,0.43314454,0.42660055,0.31467935,0.32133747,0.33612604,0.43770581,0.46774194,0.32947466,0.54677444,0.60450121,0.41480756,0.31963848,0.49945891,0.35853134,0.28674586,0.4829363,0.44380779,0.44148016,0.50670161,0.38110102,0.51709691,0.3478777,0.59459894,0.43442316,0.66539663,0.55123067,0.65100374,0.49238089,0.37886973,0.49442249,0.43499078,0.41200068,0.35344998,0.69195377,0.32380952,0.29569987,0.39184671,0.31142983,0.55974592,0.3291009,0.4942011,0.46265885,0.29821828,0.32541329,0.60490111
53,0,0.34402761,0.4970235,0.3213377,0.66652965,0.52158125,0.20442504,0.30516903,0.22038141,0.38015783,0.6063853,0.49586469,0.41017938,0.33131783,0.33192164,0.33958656,0.47057278,0.49437108,0.36363024,0.58467284,0.67116192,0.45946373,0.31454016,0.5179222,0.34826891,0.30584515,0.53636666,0.46475396,0.45448304,0.53801572,0.42047862,0.521608,0.34338849,0.62101259,0.43427353,0.59882833,0.56970159,0.69159614,0.50975715,0.37947874,0.50288977,0.47816184,0.44077851,0.36146824,0.69790147,0.31756013,0.31994325,0.41530889,0.31172328,0.56587178,0.33335107,0.52730214,0.5241116,0.29690913,0.32641901,0.63359705
53,1,0.32942842,0.55606451,0.31881662,0.72519084,0.53170152,0.20929781,0.31415216,0.22051893,0.36249178,0.60772781,0.55282023,0.37703806,0.34247357,0.3555211,0.35167562,0.49009817,0.51032691,0.37730258,0.59303218,0.70279539,0.50486556,0.31183209,0.52824506,0.36160121,0.33798496,0.58726085,0.48830911,0.48936565,0.58559341,0.43789255,0.51991308,0.35376978,0.63504353,0.42412839,0.55351501,0.57743411,0.72003543,0.52820861,0.40306082,0.52099253,0.52303312,0.4699813,0.37402815,0.69139266,0.30552497,0.34191677,0.4299967,0.31079891,0.5828067,0.32902997,0.56180521,0.55780106,0.29544671,0.33335848,0.66612806
53,2,0.32358875,0.59414136,0.32215851,0.76811509,0.53219949,0.21768525,0.33150871,0.22689099,0.34322951,0.60894445,0.59084491,0.35681785,0.3540592,0.40214925,0.37109553,0.50517894,0.51337952,0.38308638,0.5991303,0.71616504,0.55546434,0.3175528,0.54052787,0.3786794,0.36526235,0.61556112,0.51280548,0.52319786,0.63263946,0.44427734,0.5213907,0.36665468,0.64016567,0.3759988,0.54447145,0.57413055,0.733025,0.54508435,0.44242069,0.54089592,0.56964472,0.49246133,0.4004108,0.68078779,0.30487781,0.35643127,0.44156591,0.32053408,0.60886042,0.32331383,0.58860959,0.58687895,0.30288652,0.35268716,0.6965471
54,0,0.32933109,0.6170784,0.32886575,0.7979448,0.52988585,0.22830386,0.36514464,0.23980013,0.33188856,0.6132237,0.61381023,0.3710296,0.38362932,0.44970756,0.39325881,0.52002783,0.51773111,0.38992255,0.60574001,0.71685273,0.60025608,0.32708071,0.55805327,0.39418388,0.40359768,0.64242223,0.53082067,0.55249897,0.67715462,0.44870412,0.52771838,0.38461871,0.64308173,0.33838097,0.56126541,0.57196689,0.73440268,0.55778904,0.49720872,0.55817303,0.60856524,0.51666667,0.4386763,0.67152957,0.3158698,0.37871375,0.45661711,0.33800161,0.65703827,0.32443696,0.6112079,0.61646808,0.32419695,0.37956503,0.72182367
54,1,0.35657406,0.63254418,0.34364044,0.81614797,0.53697234,0.24889934,0.42478152,0.29135418,0.33633048,0.62613694,0.62921096,0.41922123,0.43351656,0.52677049,0.43261087,0.54583752,0.52842607,0.40607846,0.61061032,0.71177994,0.63686074,0.35502218,0.59504599,0.42670006,0.45251239,0.67482866,0.54890192,0.58854181,0.7225833,0.46455732,0.54301608,0.44095683,0.65249768,0.31658686,0.64449748,0.58318449,0.7348455,0.57142063,0.55478239,0.58387352,0.6636298,0.53987761,0.47920122,0.66429133,0.35614798,0.4064691,0.48204823,0.37216639,0.7212144,0.34369569,0.64162104,0.63777309,0.37289738,0.43813565,0.75514583
54,2,0.41663422,0.64175673,0.38173802,0.8150323,0.56057611,0.26958436,0.51407086,0.36538003,0.38577749,0.65883538,0.63842812,0.49301444,0.52397463,0.58704813,0.50069438,0.59778156,0.54293859,0.44531908,0.62439249,0.70233991,0.67153724,0.39533867,0.6621776,0.48550403,0.50804136,0.69375925,0.57915291,0.61699162,0.77094721,0.5003689,0.58564103,0.48569784,0.67316372,0.35745922,0.72301684,0.61905177,0.74030703,0.58128901,0.5981008,0.61618797,0.69531638,0.55799762,0.53894256,0.66002693,0.4384816,0.45900378,0.51168814,0.4210256,0.79751305,0.40874268,0.68624523,0.65648019,0.44407689,0.50494689,0.77921555
55,0,0.5008848,0.64192829,0.47735134,0.7734586,0.58582701,0.31816282,0.64394689,0.49783625,0.51289532,0.71551435,0.6387307,0.61239609,0.62339676,0.65198365,0.60490848,0.65124836,0.54864689,0.53602458,0.69336471,0.67294811,0.68714318,0.46054426,0.74490471,0.58263144,0.58186635,0.68047462,0.61707398,0.62868323,0.84432797,0.5676031,0.64081704,0.52079856,0.68419407,0.47082149,0.83416942,0.65881798,0.73838811,0.59341902,0.65732105,0.64821256,0.70987248,0.56557029,0.61859262,0.64959039,0.6006375,0.52192308,0.52762471,0.48082312,0.87855951,0.50008276,0.74305625,0.65445611,0.51437512,0.57478157,0.81957761
55,1,0.54389489,0.63462,0.54601846,0.73711098,0.59920325,0.34612342,0.72698327,0.58143394,0.59891194,0.70954858,0.63169369,0.67779641,0.69096547,0.66519625,0.64066342,0.67490145,0.53908494,0.59222091,0.73213281,0.61249442,0.67733675,0.50359531,0.76240005,0.60654757,0.63103743,0.64733351,0.64672226,0.6300357,0.88858106,0.61101022,0.69338548,0.52170504,0.66850647,0.57339518,0.87016143,0.68390329,0.71703405,0.60527096,0.69759442,0.67493193,0.69570134,0.53761686,0.6692811,0.63152284,0.68883415,0.57728878,0.51931285,0.52192062,0.89443936,0.53226931,0.77923511,0.63562381,0.55926304,0.63146647,0.83271874
55,2,0.56268802,0.62049237,0.57386757,0.72342924,0.58958094,0.36208492,0.76979879,0.6271477,0.65415197,0.6857946,0.62378773,0.71035438,0.73298097,0.64744556,0.63130635,0.6730463,0.51882803,0.61736824,0.75065227,0.56508886,0.64169617,0.52649805,0.75452414,0.59739339,0.64797471,0.59879432,0.65229524,0.63184814,0.90011232,0.62889709,0.71862668,0.50878417,0.64195757,0.61962442,0.85570214,0.68181224,0.66620744,0.60528332,0.70728214,0.69388669,0.66881867,0.50256672,0.69171548,0.60677814,0.73022312,0.60246532,0.49711926,0.55408994,0.88091726,0.55577821,0.79806703,0.61163742,0.57865125,0.66063235,0.81354341
56,0,0.56164396,0.5968691,0.60202155,0.71291838,0.55969509,0.37043504,0.79005487,0.63767305,0.68565792,0.63905018,0.60219567,0.71280443,0.69685694,0.59942922,0.60526136,0.66057819,0.49284838,0.63025762,0.75339438,0.5248638,0.59000527,0.52504138,0.7277701,0.56381328,0.64320629,0.52175357,0.63658355,0.61947686,0.87360539,0.63574537,0.73583659,0.48404317,0.58932466,0.6922864,0.81311404,0.65520221,0.59988191,0.5932769,0.69747037,0.71299078,0.59923811,0.45894952,0.69756561,0.57670295,0.69907273,0.61636822,0.46886026,0.58176216,0.83372988,0.57223503,0.81358055,0.58119275,0.5719203,0.64824942,0.7585652
56,1,0.53848876,0.57578487,0.60116556,0.70886671,0.50012258,0.34584732,0.76322742,0.5941047,0.68697316,0.52425743,0.57722864,0.65868456,0.62775194,0.51454443,0.56170886,0.64321713,0.45245003,0.62246169,0.73850719,0.51118157,0.53207803,0.49248494,0.6748031,0.49671957,0.59901726,0.44776225,0.58364432,0.57981601,0.80232123,0.61386682,0.73599305,0.45641007,0.52244104,0.66849469,0.74595556,0.59032164,0.52135406,0.54856331,0.64872729,0.70870444,0.50854118,0.42948326,0.65864587,0.5354674,0.62011977,0.60152585,0.41555996,0.59369085,0.75772191,0.56724005,0.81101709,0.53361643,0.52503353,0.57755987,0.67810929
56,2,0.48621483,0.573649,0.58881814,0.68901938,0.44641079,0.29789568,0.69670077,0.43762721,0.65110301,0.42233596,0.56441927,0.53521948,0.50439746,0.43730533,0.47560559,0.61389039,0.38234827,0.58618454,0.71868829,0.49688309,0.46214506,0.43186122,0.56459448,0.46472427,0.53221672,0.36276079,0.49548382,0.50674173,0.68446275,0.56722474,0.7119774,0.42834532,0.4434959,0.58981745,0.65275126,0.52692224,0.45274552,0.46994377,0.57050378,0.67317523,0.4359692,0.3554819,0.59652339,0.47556952,0.48138704,0.52587642,0.32560291,0.5792385,0.65190289,0.53235798,0.78057906,0.48109467,0.43134938,0.42306242,0.55048609
57,0,0.38868342,0.57912163,0.52922691,0.52289489,0.35692944,0.20357436,0.57684439,0.26737875,0.55162312,0.31466689,0.57275972,0.36681493,0.41050035,0.34214643,0.32283034,0.57054186,0.26801617,0.46814278,0.6902338,0.43273198,0.36485652,0.37862014,0.39062105,0.40818113,0.37000513,0.27576663,0.3842718,0.40137993,0.49650318,0.47672153,0.64702303,0.39070504,0.28515764,0.43343558,0.56993578,0.42045306,0.37778981,0.32524254,0.44355976,0.63524813,0.3061272,0.25311916,0.44594903,0.36283807,0.32860041,0.35233291,0.21355137,0.50811386,0.57920009,0.46000473,0.71155633,0.3570415,0.24508589,0.3120435,0.47006369
57,1,0.33317112,0.58918339,0.48115055,0.3901057,0.32273041,0.16292068,0.544184,0.19098744,0.4928738,0.34561168,0.58620529,0.32516407,0.36400987,0.3301811,0.30511793,0.55121744,0.29758245,0.38166358,0.66714074,0.35446995,0.34434737,0.35399589,0.335646,0.37511083,0.29153136,0.26866137,0.30030548,0.36609227,0.43041557,0.39451381,0.5804259,0.36738129,0.27870848,0.37305102,0.57693109,0.38160895,0.35971265,0.25218439,0.40470739,0.59873518,0.28934157,0.23932517,0.3992849,0.35327124,0.27991886,0.28854351,0.16843079,0.46985548,0.53819239,0.42195425,0.67321221,0.28374684,0.20775912,0.27111069,0.44808582
57,2,0.30532649,0.5947847,0.44152859,0.3288256,0.30902475,0.16602492,0.51970734,0.17879344,0.43456687,0.37516362,0.59001474,0.31756599,0.33655391,0.34130082,0.30778162,0.54575249,0.3458613,0.32502105,0.63794956,0.2859248,0.35392785,0.3395683,0.32825708,0.36163445,0.2740899,0.29206042,0.2879541,0.37060964,0.40847623,0.33931139,0.51057801,0.3497554,0.28513228,0.35934461,0.60156223,0.36376243,0.35423637,0.21234011,0.38666276,0.57971014,0.30084209,0.24507054,0.37573222,0.38146112,0.26243601,0.26964061,0.14123555,0.45229257,0.52427195,0.39840988,0.63957193,0.22534065,0.21042212,0.26341693,0.44682534
