,,pid1263b-01,pid52932-16,pid610003b-05,pid9048b-05,pid9049b-01,pid9050b-01,pid9054b-01,pid9055b-01,pid9056-10,pid9058b-01,pid9059b-05,pid9060-30,pid9061-30,pid9062b-04,pid9063b-05,pid9064-12,pid9066b-01,pid9069-01,pid9070b-13,pid9072b-05,pid9073b-05,pid9074g-01,pid9075b-01,pid9085-03,pid9088-17,pid9093b-07,pid9094b-01,pid9099b-05,pid9101b-12,pid9104b-01,pid9111b-03,pid9112-09,pid9117-05,pid9118b-05,pid9120-09,pid9121-09,pid9134-07,pid9138b-01,pid9139b-01,pid9153b-01,pid9166j-01,pid9170b-01,pid9174b-01,pid917509-08,pid9192b-01
97,2,0.41625608,0.49126694,0.41241349,0.50380707,0.44147601,0.32478832,0.55682711,0.40016737,0.32303318,0.41188776,0.37734146,0.31212722,0.3780797,0.39885972,0.39284218,0.39827488,0.39893966,0.43570123,0.40224521,0.60536742,0.37479234,0.37293534,0.28659297,0.47220162,0.33835169,0.35763255,0.43099624,0.49131234,0.56824469,0.33722981,0.39545351,0.54954518,0.47618451,0.67215666,0.32811916,0.5114439,0.52250569,0.3729749,0.38101371,0.48467736,0.55969115,0.31948823,0.44819014,0.38312199,0.24910733
98,0,0.41008914,0.48738739,0.3833538,0.50871035,0.41023197,0.29157927,0.5008069,0.4319336,0.30627879,0.40874426,0.40109255,0.32366522,0.3447666,0.38006889,0.37291376,0.39566279,0.35157307,0.4377122,0.37725924,0.52370541,0.34376148,0.36144809,0.28439204,0.48200918,0.3624643,0.34482532,0.38128242,0.52313925,0.57602339,0.36044291,0.39135708,0.51362748,0.47645078,0.69809446,0.31402025,0.4840143,0.52922551,0.39491536,0.38670679,0.50855048,0.54819838,0.29285714,0.41516209,0.34082665,0.25424106
98,1,0.41816856,0.46302248,0.34860153,0.49560972,0.36134414,0.25351511,0.42948358,0.4320597,0.27689397,0.40775915,0.4152482,0.34808201,0.29291082,0.34323554,0.34642109,0.44304663,0.35573073,0.42953774,0.36958544,0.45245767,0.31574714,0.32374902,0.27555392,0.50558792,0.36665987,0.3286231,0.28595958,0.51520341,0.56990625,0.36227291,0.40439393,0.45738332,0.46715483,0.69904005,0.30611543,0.43589629,0.50562642,0.41457293,0.37379455,0.52155041,0.50418729,0.25842478,0.3711586,0.28539326,0.28098516
98,2,0.42790113,0.44666829,0.35366288,0.48498234,0.35391643,0.25370155,0.39264665,0.42127225,0.24730943,0.41147822,0.40440979,0.33791486,0.26823529,0.32465851,0.33025489,0.42672309,0.37870945,0.4120397,0.35111058,0.40136446,0.32572353,0.3120181,0.27076394,0.48555791,0.34773562,0.31658035,0.27111429,0.47527358,0.56122714,0.35843389,0.38365245,0.4000255,0.46165714,0.68459292,0.29187887,0.41328565,0.44773349,0.39523315,0.3571158,0.49777165,0.47510394,0.23822825,0.31166594,0.260939,0.30855381
99,0,0.44403566,0.44912751,0.37021267,0.49026363,0.38605815,0.26775421,0.38479512,0.41277757,0.21919353,0.41252975,0.36841897,0.30359548,0.25653131,0.31836323,0.31985859,0.38485638,0.39867457,0.38544442,0.31015155,0.3623541,0.34539652,0.31545557,0.27191845,0.41754061,0.32150823,0.31672832,0.29159363,0.43025645,0.55342059,0.35647129,0.35030132,0.33782198,0.46218968,0.65992387,0.27254941,0.40309343,0.38646925,0.32736235,0.34525343,0.45350221,0.46460107,0.22501995,0.31649222,0.25012039,0.33382806
99,1,0.4715154,0.47256716,0.39492259,0.53086153,0.45548141,0.2871514,0.40037889,0.430856,0.20456575,0.39621451,0.35487293,0.30367965,0.26601898,0.33509918,0.32170042,0.35176988,0.45054761,0.40939323,0.27717906,0.36421996,0.36235901,0.33688104,0.27929747,0.37436441,0.30822793,0.34011508,0.31978179,0.38381923,0.53924626,0.35700172,0.35853231,0.3089858,0.45124912,0.62329735,0.26533281,0.38872597,0.41228929,0.29702964,0.35371727,0.40673586,0.48428034,0.23432761,0.35548045,0.25458266,0.34676274
99,2,0.4599919,0.49758948,0.3966097,0.56339169,0.51959009,0.28446361,0.39607073,0.45118135,0.20564668,0.3666722,0.34259362,0.30054714,0.2893814,0.33720157,0.32985335,0.30691675,0.49589118,0.41468617,0.26832652,0.39316949,0.3541051,0.35661822,0.29271432,0.34593044,0.3123623,0.3486231,0.31383473,0.3618077,0.53452149,0.36021085,0.37899153,0.30431012,0.42135641,0.59834103,0.26615869,0.38060796,0.41767654,0.29207471,0.36102302,0.35987515,0.52031281,0.24117618,0.37057712,0.2655297,0.35185345
100,0,0.42299838,0.50169629,0.3718424,0.60080353,0.56997935,0.25917812,0.3587286,0.45729156,0.20840775,0.33176158,0.28491014,0.29321188,0.31214421,0.31890961,0.33989176,0.27492066,0.50123474,0.42183338,0.28389063,0.41906954,0.3203375,0.36594726,0.31038074,0.3527101,0.32058344,0.34381422,0.27864425,0.34414836,0.5156688,0.35870574,0.39942025,0.31361897,0.38649855,0.57588634,0.26366139,0.385865,0.41398633,0.29581036,0.3574405,0.31997532,0.5428232,0.24615922,0.36902893,0.28630819,0.3461031
100,1,0.38692869,0.47449071,0.33951177,0.62241471,0.60290753,0.23286724,0.32312658,0.44567872,0.2098059,0.31022193,0.26284538,0.28743386,0.32812903,0.30248248,0.3383118,0.27787452,0.48659923,0.43624097,0.31039211,0.4313661,0.28220687,0.36499869,0.32536969,0.37820445,0.31553788,0.33272503,0.24298873,0.34018044,0.48225193,0.34830261,0.41740026,0.34300774,0.36595661,0.55734565,0.25532396,0.38773357,0.41679954,0.2924833,0.34439839,0.30838354,0.55524649,0.25157123,0.31585259,0.31597111,0.32173944
100,2,0.35736629,0.41442253,0.29144621,0.59341621,0.5621306,0.18831663,0.28568622,0.39563916,0.20561143,0.295246,0.25278284,0.2653379,0.32717268,0.28655422,0.30682612,0.24485312,0.46762469,0.42079742,0.31897202,0.41620089,0.23646061,0.34587068,0.33061656,0.37837218,0.2253706,0.30988903,0.25067072,0.34434884,0.42337325,0.32830526,0.38425509,0.35906656,0.36098363,0.53642305,0.24864812,0.3809477,0.41690205,0.27220313,0.31474246,0.30028308,0.54943576,0.24343077,0.24963658,0.34418941,0.26480247
101,0,0.33518639,0.34785326,0.26875624,0.50660431,0.45705434,0.17451255,0.28217794,0.3474109,0.19300451,0.28642426,0.21476526,0.23844998,0.30760531,0.28046086,0.27086243,0.20664822,0.46642483,0.36589188,0.27804506,0.37360677,0.21765323,0.2961013,0.31150577,0.36526306,0.18038216,0.28467735,0.2722411,0.33907777,0.37238467,0.30259912,0.35202533,0.33168409,0.36037278,0.49658871,0.24775342,0.36067948,0.4371754,0.24759712,0.25906725,0.28078682,0.53452782,0.21311852,0.21491496,0.34367576,0.22751129
101,1,0.32145057,0.28095934,0.2561201,0.42574332,0.35326501,0.17065175,0.27968706,0.29875847,0.18446283,0.26457469,0.20099755,0.18995911,0.26877419,0.27152869,0.24532996,0.193661,0.43941402,0.31909115,0.24125571,0.29842183,0.20487016,0.25092681,0.27782854,0.34574506,0.18170815,0.27660501,0.28088893,0.31710801,0.30486401,0.28371569,0.26882295,0.29905636,0.35645704,0.44094271,0.24059581,0.32845776,0.4618451,0.24722096,0.2281017,0.25592654,0.49135815,0.17799781,0.19230266,0.32448636,0.19197677
101,2,0.30316856,0.24854314,0.23384329,0.34452593,0.28431045,0.15523965,0.25792871,0.23920395,0.1712802,0.23729039,0.1924234,0.17238456,0.23164326,0.25738211,0.21752793,0.17875336,0.39725148,0.28032559,0.20989496,0.23286207,0.18935035,0.21404577,0.24442152,0.31383298,0.19131647,0.28364159,0.25938115,0.29238159,0.25975123,0.27034213,0.19088413,0.27013517,0.32744929,0.39505183,0.22898437,0.28402325,0.47767654,0.23952267,0.19649757,0.21400886,0.44015047,0.14719673,0.16948684,0.2882504,0.1528214
102,0,0.27619935,0.1978492,0.20510496,0.2790768,0.2609231,0.13113493,0.19938254,0.20732308,0.1697528,0.22615529,0.18612936,0.1734608,0.19494497,0.2293384,0.17414455,0.1757344,0.35208929,0.25713415,0.19039371,0.16484465,0.1557314,0.20017405,0.20516335,0.28168256,0.2000408,0.29247842,0.19824718,0.28128811,0.24255082,0.27798037,0.18505607,0.23658931,0.21520871,0.36153736,0.21994887,0.24546267,0.47251708,0.22722615,0.18865066,0.16198011,0.39036824,0.11802674,0.1458933,0.27117175,0.11641213
102,1,0.25156402,0.20429348,0.18273634,0.25457118,0.26246425,0.11952148,0.17369492,0.21570313,0.19710499,0.18801262,0.19726862,0.20126263,0.1748463,0.17390426,0.16013443,0.17722353,0.33198465,0.26901715,0.20672761,0.16454874,0.13906619,0.19585763,0.17544584,0.26957097,0.19875561,0.29770654,0.18720265,0.26902514,0.26015966,0.3060602,0.17635212,0.25141546,0.19851202,0.33434276,0.22950546,0.22373715,0.44666287,0.19293729,0.22134794,0.14291936,0.3235003,0.11506385,0.15243495,0.28032103,0.1097512
102,2,0.26339546,0.24291859,0.15678691,0.28746854,0.24497935,0.11132603,0.2250421,0.22706377,0.22458643,0.19568321,0.23914971,0.21815777,0.1999241,0.14241596,0.16710021,0.19462121,0.29400767,0.29547314,0.24323631,0.19799441,0.13503541,0.21090419,0.16658806,0.28579626,0.15300558,0.29272503,0.19799678,0.28571548,0.3089483,0.33874155,0.17222519,0.28502083,0.19360169,0.36121418,0.24324059,0.23499329,0.4558656,0.17855892,0.25680517,0.15687015,0.28143932,0.13817338,0.19309493,0.28366774,0.14849788
103,0,0.26786872,0.29148608,0.14759385,0.3315981,0.28261837,0.11468966,0.31984985,0.24262017,0.22448068,0.24232664,0.27651809,0.22656325,0.23803416,0.21284,0.19105272,0.23152413,0.37914196,0.32249499,0.51083313,0.18993917,0.14725015,0.25570446,0.17697863,0.2805173,0.16516388,0.22184957,0.23332141,0.25152452,0.31972524,0.27105158,0.20660615,0.31145116,0.18435273,0.42572954,0.28149641,0.27765758,0.56219818,0.20220507,0.29833429,0.1876243,0.29374381,0.17477055,0.2100378,0.26883628,0.19413494
103,1,0.23218801,0.20829478,0.12144931,0.30769729,0.31622974,0.089481861,0.27131631,0.24564662,0.17301908,0.31344291,0.21813,0.13790885,0.22006072,0.23817556,0.15791725,0.19552445,0.28108825,0.33268913,0.59055409,0.26001151,0.11696249,0.24308589,0.25924834,0.21397422,0.15473956,0.29018496,0.24507244,0.21922145,0.2527801,0.15186315,0.13414448,0.18385616,0.24116219,0.31523951,0.36772195,0.25999106,0.56709567,0.16798106,0.23837304,0.18287,0.35598891,0.14931165,0.21248728,0.17748796,0.13811572
103,2,0.16902755,0.36294944,0.13385592,0.2560508,0.26723864,0.11701235,0.22103564,0.24297555,0.1727136,0.49084067,0.16197451,0.39332612,0.25648577,0.26539969,0.13573673,0.13960452,0.23727939,0.30214155,0.65390907,0.51823114,0.15234764,0.23903925,0.41768116,0.39441208,0.12162383,0.49503494,0.24653908,0.2123298,0.23718556,0.30308978,0.2241666,0.62042846,0.39087634,0.34908912,0.43950447,0.23721055,0.53439636,0.32459303,0.22662972,0.16883211,0.48662641,0.2212091,0.39282599,0.24428571,0.09805693
104,0,0.14964344,0.4452236,0.16202041,0.2148913,0.15016683,0.16162511,0.24802835,0.19044835,0.25875317,0.700725,0.12051302,0.48658009,0.31102087,0.17047155,0.11952689,0.14100415,0.30085804,0.24061983,0.64257878,0.72379582,0.21607065,0.21535985,0.50297224,0.50843044,0.20850673,0.57509248,0.19167412,0.28772032,0.28383923,0.45505901,0.25855519,0.81386551,0.43485786,0.41397553,0.47348343,0.28666071,0.47274487,0.36234516,0.23827563,0.20313566,0.50966145,0.25988128,0.46703736,0.39430177,0.13923424
104,1,0.12613452,0.19601493,0.2270604,0.16184078,0.10235939,0.12746058,0.16700814,0.11674749,0.11189257,0.53027838,0.051168554,0.24044012,0.20192789,0.13863879,0.13424406,0.12966067,0.36026509,0.14055889,0.33884211,0.62807825,0.16669581,0.15639196,0.33734709,0.27774541,0.24318645,0.1730785,0.08,0.13053212,0.19044834,0.26005172,0.13155084,0.44017683,0.24803822,0.25366864,0.33949464,0.19713008,0.34841686,0.15311629,0.17843343,0.15006896,0.36045338,0.10733739,0.31508213,0.52483146,0.068697211
104,2,0.039161264,0.10482915,0.14269319,0.037740169,0.067602479,0.057429504,0.11437693,0.080259311,0.066236253,0.15353368,0.046590927,0.10061929,0.12335484,0.080174605,0.10144029,0.054420213,0.27754447,0.033927048,0.096944912,0.12553839,0.061213605,0.069671047,0.10617539,0.087485876,0.075683395,0.10434854,0.07386514,0.074404812,0.10090968,0.07696592,0.081432604,0.13989628,0.070173075,0.078571087,0.11055943,0.077026375,0.11006264,0.11014982,0.072064983,0.063113885,0.10190061,0.060883879,0.095071958,0.1932504,0.041608231
