,,pid5667203-03,pid58917-01,pid610003b-11,pid9048b-11,pid9050b-07,pid9054b-07,pid9055b-07,pid9058b-07,pid9059b-11,pid9062b-10,pid9063b-11,pid9064-18,pid9065-23,pid9068-16,pid9072b-11,pid9073b-11,pid9079-06,pid9081-07,pid9085-21,pid9090-18,pid9093b-13,pid9094b-07,pid9099b-11,pid9101c-01,pid9111b-09,pid9115-09,pid9118b-11,pid9133-07,pid9138b-07,pid9139b-07,pid9149-12,pid9153b-07,pid9157-10,pid9158-09,pid9174b-07,pid917506-05,pid9179-09,pid918807-12,pid918821-09,pid918824-05,pid9192b-07
14,2,0.1767013,0.14245602,0.18741859,0.19558738,0.11874153,0.4350468,0.22725431,0.33178632,0.31813331,0.28322976,0.25904151,0.34553762,0.27476166,0.44459258,0.13586729,0.13829824,0.21800431,0.25945955,0.40672073,0.35794741,0.16013504,0.20450074,0.39648449,0.35640141,0.41856436,0.18372627,0.48378257,0.27265481,0.58988621,0.30213114,0.17422484,0.17853938,0.23103319,0.24847432,0.24690602,0.18516397,0.13552935,0.30843878,0.3208085,0.2042965,0.27314571
15,0,0.20605883,0.16122719,0.2103506,0.24841223,0.13081317,0.44203744,0.30065262,0.38822222,0.38314381,0.31595557,0.29321509,0.35594842,0.32261828,0.48347982,0.2041255,0.15489961,0.2585134,0.31186816,0.43789138,0.41683195,0.1940498,0.28680401,0.44997784,0.38211182,0.46808528,0.23066933,0.51374852,0.33182766,0.63208921,0.32322755,0.22318464,0.26362516,0.29478148,0.30143505,0.29050298,0.18465262,0.18016271,0.30843878,0.40722339,0.26039288,0.30418201
15,1,0.2334187,0.1715666,0.24038662,0.31650107,0.14902227,0.45645068,0.33893534,0.44635897,0.42279566,0.33270773,0.31613585,0.37107353,0.34991889,0.51574557,0.25724486,0.17226827,0.2853643,0.33693315,0.45889783,0.46191429,0.21683078,0.32189124,0.47686115,0.39783024,0.49554455,0.27256743,0.52953864,0.35762777,0.66897588,0.34438844,0.2419984,0.32224373,0.33908872,0.35586858,0.30249007,0.18465262,0.21309186,0.30843878,0.47145273,0.2998742,0.31955988
15,2,0.29100688,0.17639772,0.29601454,0.3755601,0.18245886,0.48313895,0.37897756,0.52449573,0.43869839,0.34769432,0.33313208,0.39469639,0.36751928,0.55978698,0.31311215,0.20542451,0.31715175,0.36336211,0.4842784,0.50342098,0.2445984,0.35001856,0.49965288,0.41638415,0.53809486,0.32247752,0.55527219,0.38446414,0.71185253,0.37291105,0.26140228,0.38791025,0.37238863,0.40852719,0.30395433,0.18465262,0.2587449,0.30910064,0.54221292,0.35226437,0.34356479
16,0,0.37258159,0.17508465,0.36100135,0.4102182,0.23277832,0.53341973,0.44691606,0.6052906,0.43254024,0.3588995,0.34680755,0.43235118,0.38167515,0.61773425,0.37461233,0.25038074,0.35169533,0.39683559,0.51933125,0.54699299,0.27430722,0.37986266,0.52074594,0.43893238,0.58950016,0.37406593,0.58853453,0.42441312,0.74243969,0.40711883,0.28520704,0.45137703,0.3990068,0.47500755,0.30208471,0.17915729,0.30316767,0.30910064,0.60337413,0.40629959,0.36569349
16,1,0.45468316,0.17121975,0.46018368,0.41914085,0.322091,0.59139669,0.51304172,0.66926496,0.39398181,0.36697669,0.3525434,0.46147408,0.39075313,0.6710934,0.42977281,0.32992315,0.38057965,0.42709971,0.56260719,0.60214721,0.31139401,0.41735338,0.54344165,0.46207853,0.64237464,0.43461538,0.6204539,0.4724263,0.76540737,0.44691507,0.31527305,0.49128025,0.43212547,0.53860272,0.29986764,0.13921729,0.34569516,0.30975277,0.64421807,0.46216373,0.39927231
16,2,0.49847797,0.17524156,0.55303918,0.41197156,0.4207938,0.65531317,0.59506697,0.71378632,0.33620539,0.37727822,0.36096604,0.49441455,0.40264228,0.7044466,0.45371799,0.41737098,0.39318438,0.46193716,0.58135345,0.64671095,0.35638627,0.45200445,0.56369276,0.49057511,0.68353561,0.48144855,0.62986828,0.51881867,0.78160218,0.48091866,0.36526305,0.50953806,0.50051351,0.59719033,0.29381205,0.16680303,0.41178622,0.31796769,0.67177484,0.48981033,0.43561284
17,0,0.52019611,0.18492857,0.6146327,0.38908046,0.49769603,0.69673146,0.61339788,0.71370085,0.30297411,0.383423,0.36480755,0.49484157,0.43383186,0.71292269,0.43856473,0.50118,0.37136802,0.4833114,0.58241707,0.65819307,0.39023773,0.47074981,0.57532496,0.49966098,0.70135739,0.51153846,0.62756216,0.52995177,0.77658625,0.49535191,0.4020104,0.4783458,0.54927927,0.63236405,0.29460622,0.27184837,0.44269817,0.32424567,0.66497826,0.47693052,0.44822023
17,1,0.52529636,0.19424395,0.63909717,0.35986752,0.5404453,0.72800576,0.60584798,0.68317949,0.31775717,0.3840486,0.36773585,0.48438808,0.46904376,0.69848801,0.41291021,0.55573898,0.34924543,0.479396,0.58298212,0.63386407,0.40974821,0.47370082,0.58177991,0.49399618,0.69452252,0.52657343,0.63745133,0.52728142,0.75267183,0.48748509,0.43184637,0.41699076,0.55488564,0.62547583,0.30776803,0.36691893,0.46281477,0.30410746,0.62697697,0.45367718,0.44962301
17,2,0.51659593,0.21754067,0.62058737,0.32560881,0.53415295,0.7525558,0.59027896,0.66320513,0.35342022,0.38599491,0.38154717,0.47873431,0.4906109,0.68800089,0.37886765,0.55785484,0.34076878,0.46739305,0.58233065,0.60213811,0.40943874,0.46928359,0.59641064,0.49154904,0.68621846,0.53995005,0.66398524,0.51787541,0.72243969,0.46494858,0.46392278,0.34514738,0.55045129,0.60679003,0.33078259,0.42303129,0.47929597,0.26584582,0.59735062,0.4291078,0.45113975
18,0,0.49667057,0.23858287,0.59064987,0.29784726,0.51580833,0.77458603,0.57979654,0.66330769,0.3928359,0.38724611,0.40153208,0.48335468,0.50523345,0.68895427,0.35954562,0.5497983,0.3426062,0.45843897,0.58112743,0.58090256,0.40272894,0.45866741,0.61129985,0.49681933,0.68149154,0.5530969,0.6846182,0.51185716,0.70805644,0.44216488,0.48322665,0.31589089,0.55370153,0.591571,0.34482958,0.46211904,0.4940149,0.23264551,0.5928813,0.41680859,0.45775031
18,1,0.47265476,0.26320092,0.56349267,0.27480031,0.49368829,0.79236861,0.5835395,0.67548718,0.44175997,0.38635637,0.42138113,0.49620805,0.50797796,0.69730374,0.35249189,0.54260204,0.35066637,0.44804069,0.58878548,0.56371577,0.38841609,0.43851151,0.63260709,0.50682365,0.68689716,0.56714286,0.69285239,0.50881482,0.70901229,0.40963363,0.50297059,0.31900572,0.56932446,0.5735423,0.34709629,0.4928888,0.51179287,0.20470119,0.6205186,0.4134701,0.46735928
18,2,0.44968535,0.28349162,0.55666232,0.25419832,0.48766699,0.80518359,0.60978289,0.68497436,0.48454339,0.3846742,0.4372,0.51439064,0.4997111,0.71606584,0.36243058,0.54397387,0.35729335,0.42759716,0.61480423,0.56025839,0.36132367,0.39873794,0.65714919,0.52459471,0.70626797,0.58148851,0.68046719,0.49879768,0.74714611,0.36598996,0.53811762,0.35781786,0.6022498,0.53300604,0.33831072,0.50809982,0.53687489,0.19498735,0.65872121,0.42110509,0.47946695
19,0,0.45372457,0.29991742,0.58401655,0.28392753,0.51807357,0.8062635,0.64657268,0.6898547,0.52164101,0.38837219,0.45015849,0.53937996,0.50365564,0.73878296,0.37876668,0.5708174,0.36068646,0.42194871,0.64990361,0.56347921,0.3547686,0.37950074,0.6771418,0.55501449,0.72205366,0.60297702,0.6626694,0.4932577,0.79850706,0.33691926,0.58237648,0.43369996,0.62705557,0.4894713,0.3381039,0.51103157,0.59171617,0.23968269,0.66464004,0.43756532,0.49706295
19,1,0.4848456,0.31534396,0.65367733,0.40647769,0.59980639,0.80165587,0.67647372,0.71211111,0.56003324,0.40492972,0.47180377,0.57987019,0.52628947,0.77059437,0.40391634,0.63690898,0.36897937,0.44460669,0.70743868,0.58460559,0.38072162,0.39398664,0.69485229,0.59439684,0.7382306,0.62927073,0.65942727,0.50444394,0.86066454,0.34464637,0.64879976,0.52197976,0.67026328,0.45314199,0.36527962,0.51227245,0.67327984,0.29306015,0.65929296,0.46314109,0.53119411
19,2,0.55351237,0.33332232,0.77662358,0.56948178,0.7410455,0.80266379,0.72803276,0.76350427,0.59803184,0.45691009,0.51061887,0.62802118,0.5780684,0.80813347,0.44721241,0.75273492,0.39159194,0.49683879,0.76972678,0.63013375,0.43389366,0.44075724,0.71348597,0.65308513,0.76261578,0.66280719,0.67630262,0.53186486,0.92480655,0.38848349,0.75029006,0.61657721,0.74016167,0.44863293,0.4211863,0.52710166,0.80409869,0.36190383,0.66007409,0.50444165,0.59393302
20,0,0.62752085,0.35666859,0.84797005,0.73081044,0.82266215,0.81706263,0.79930899,0.81975214,0.62820154,0.50184204,0.55660377,0.66867367,0.62051379,0.84492775,0.5011035,0.83018473,0.41770787,0.56608043,0.8130692,0.68297698,0.49183429,0.50481626,0.73231905,0.71534242,0.7951054,0.68693307,0.6984956,0.55534004,0.9687756,0.43380369,0.84259852,0.67818742,0.8120537,0.47236405,0.4661317,0.55753733,0.8863717,0.41699435,0.67029312,0.54898394,0.63754164
20,1,0.70663691,0.3860517,0.93732281,0.86488408,0.9252759,0.83844492,0.90554086,0.89905983,0.66580651,0.58536653,0.60499623,0.7010761,0.71431587,0.88164755,0.58060584,0.93182743,0.45956441,0.64604127,0.8358705,0.73826767,0.55954424,0.59822754,0.76890694,0.8070024,0.87591824,0.71278721,0.7382422,0.57902778,1,0.50843104,0.9535107,0.74931808,0.90188853,0.50738671,0.49872601,0.58969114,0.96681592,0.50393226,0.68682558,0.5854461,0.69096967
20,2,0.76145178,0.40757288,0.99631117,0.92125463,0.99254598,0.83642909,0.99516934,0.88521368,0.70446116,0.69932296,0.63366038,0.66001366,0.79482877,0.88790407,0.63909845,0.99796552,0.49016365,0.69559357,0.80768464,0.74036029,0.59644113,0.69956385,0.78367799,0.82789866,0.94219099,0.7252048,0.76649891,0.58110029,0.97642239,0.57054885,1,0.74243731,0.87309547,0.56246979,0.46802614,0.52774255,1,0.61845435,0.64843775,0.58341397,0.71578117
21,0,0.75347578,0.41862251,1,0.9266803,1,0.80943125,0.93347978,0.80870085,0.72364416,0.72583448,0.62222642,0.5805705,0.81829596,0.86518695,0.65580238,1,0.49832182,0.69429378,0.73828359,0.67121281,0.5531439,0.72562175,0.76558346,0.80083832,0.95065474,0.71642358,0.72591126,0.57235854,0.90467911,0.61010865,0.93423685,0.67157061,0.79304762,0.58718278,0.41863832,0.47818913,0.94606757,0.6622737,0.60248027,0.56129282,0.7085043
21,1,0.70946875,0.42095962,0.94117583,0.87283265,0.94106486,0.77645788,0.86382443,0.68932479,0.71679496,0.70545384,0.55055094,0.43226578,0.78628414,0.80656934,0.65382618,0.93187393,0.4767137,0.64559196,0.5874759,0.57869166,0.4550851,0.69330921,0.70828656,0.69629538,0.92198978,0.66819181,0.65103029,0.55638958,0.7928812,0.62384335,0.81861372,0.63520458,0.72417626,0.59726586,0.34365486,0.41490421,0.76750089,0.66900915,0.55460622,0.50876718,0.6774417
21,2,0.6281282,0.40020646,0.8709349,0.73683031,0.84443369,0.725054,0.74040266,0.57088889,0.68238279,0.66303819,0.44488302,0.3400632,0.70706016,0.70735141,0.62576271,0.83798551,0.43975697,0.57192144,0.43331117,0.51754162,0.34113799,0.6377784,0.65429838,0.5549775,0.88773555,0.60592408,0.55924685,0.52752056,0.63517524,0.59102193,0.63302661,0.57239771,0.64934814,0.58357251,0.28079914,0.39086384,0.61075767,0.64709947,0.47675149,0.43738146,0.62795897
22,0,0.5322406,0.37043521,0.80726162,0.60549386,0.76442401,0.65866811,0.65063556,0.44728205,0.63164801,0.60872225,0.37872453,0.31285336,0.60049112,0.62909281,0.57297512,0.76025669,0.39489931,0.48185115,0.26210862,0.46404331,0.28722746,0.57118597,0.59485968,0.43560994,0.83695305,0.5259041,0.47533133,0.47837813,0.50868457,0.536599,0.4839768,0.49824901,0.56087865,0.55136707,0.29367141,0.38307084,0.47298945,0.60036987,0.38373329,0.38576543,0.56093284
22,1,0.40935899,0.28003964,0.72772749,0.42168323,0.66787028,0.53389489,0.53925311,0.33892308,0.52896256,0.54236699,0.32897358,0.30284397,0.48793307,0.5162446,0.46945546,0.65275469,0.33049145,0.36817613,0.16983314,0.39198435,0.2524476,0.47305122,0.49455687,0.26896382,0.75756148,0.41562438,0.3600255,0.3759881,0.35486573,0.46004793,0.32171434,0.41406071,0.45809118,0.49347432,0.32714262,0.39082294,0.31723267,0.52064434,0.3191013,0.31636346,0.4409346
22,2,0.31227133,0.20736642,0.63618551,0.2842782,0.5624879,0.44407487,0.4043252,0.26873504,0.41815955,0.49073418,0.30351698,0.31528739,0.34287429,0.39968717,0.33710783,0.54183475,0.25090646,0.29335024,0.16483414,0.35629151,0.23654522,0.38077209,0.41470458,0.17888183,0.67308368,0.32551449,0.32482331,0.27455461,0.2753391,0.39269632,0.20570114,0.31554773,0.36072883,0.45274169,0.36208637,0.41675189,0.23329713,0.41092077,0.28479626,0.26288949,0.35484833
23,0,0.24508269,0.1652655,0.53262476,0.19795441,0.43471442,0.37836573,0.30216687,0.21076068,0.29303709,0.43351267,0.28797736,0.34013152,0.27462833,0.35160882,0.22850343,0.43208901,0.21619139,0.26493148,0.17506481,0.33438268,0.21894078,0.27227171,0.35705318,0.16649818,0.57123124,0.27718282,0.34141379,0.28562129,0.21402822,0.33638191,0.15924185,0.21313682,0.29363363,0.43055891,0.37659662,0.43837867,0.18692366,0.29349815,0.28244484,0.25121928,0.32761704
23,1,0.21178106,0.15627219,0.42394124,0.16690045,0.31512101,0.34462203,0.26391614,0.19880342,0.22360917,0.38093451,0.27255849,0.35708429,0.28530634,0.34886787,0.21293906,0.3345269,0.21823705,0.27971052,0.1888719,0.29923574,0.21541708,0.2047513,0.3161743,0.18986624,0.49168796,0.25342657,0.3639866,0.30701067,0.22614474,0.31760685,0.13910782,0.17282886,0.2748692,0.4197281,0.37207148,0.45052158,0.16854717,0.21851275,0.28622967,0.25015483,0.32600386
23,2,0.18537977,0.16022793,0.3646026,0.15451003,0.24806389,0.33046076,0.23582793,0.20388034,0.18098321,0.33559939,0.25473962,0.36939107,0.32474055,0.3539997,0.22395961,0.29107037,0.22736293,0.31027953,0.1974872,0.28154854,0.21981291,0.19301225,0.29591581,0.21181656,0.44226286,0.24766234,0.40072168,0.32052185,0.24578061,0.32133607,0.12420484,0.17733392,0.2717277,0.40453927,0.3437955,0.44150815,0.16432435,0.18258711,0.28445804,0.25801239,0.32877433
24,0,0.16639104,0.1641176,0.32768151,0.1536918,0.21689255,0.31582433,0.22547347,0.19880342,0.15971833,0.28858211,0.23938113,0.34648561,0.34021867,0.33893192,0.22946989,0.27529442,0.23948993,0.32483392,0.17442,0.26516241,0.21802645,0.17732925,0.25991876,0.21890526,0.38596295,0.2194006,0.4096884,0.31216538,0.25207101,0.31530699,0.10979196,0.18757589,0.26612133,0.37327795,0.29662475,0.40411809,0.16128746,0.15240413,0.2582622,0.26597639,0.30786428
24,1,0.1467657,0.13649352,0.2911107,0.15896162,0.19121975,0.29467963,0.19725729,0.1712906,0.17741428,0.2539517,0.23497358,0.29332138,0.2763617,0.2818561,0.20766679,0.24407966,0.25508354,0.27988703,0.14562255,0.24336275,0.19231256,0.16040275,0.22021418,0.2166492,0.27407378,0.21799201,0.31945142,0.28870348,0.23167046,0.28486066,0.086253251,0.19557413,0.23353431,0.30645015,0.23879881,0.33919684,0.20101082,0.11966128,0.21839266,0.250958,0.21676311
24,2,0.1453827,0.12199191,0.2267916,0.17981687,0.13854792,0.31506839,0.19021925,0.1564359,0.25055983,0.25888699,0.24956226,0.25939875,0.20866019,0.23495457,0.16721962,0.17683714,0.28504581,0.24283514,0.20358971,0.24298972,0.17897735,0.19712324,0.22774742,0.25645072,0.23712871,0.27787213,0.30056839,0.29995616,0.24981338,0.28748294,0.08420184,0.23322481,0.21961505,0.23309668,0.24920582,0.25194655,0.27504877,0.10213159,0.20273796,0.23377201,0.17863405
25,0,0.15994439,0.14978941,0.21098547,0.20182155,0.12656341,0.40335493,0.19891017,0.16278632,0.37198216,0.28067175,0.27810566,0.27220087,0.23111625,0.29827946,0.16215651,0.16123557,0.30880984,0.29481049,0.27493186,0.26097716,0.20655507,0.25208797,0.27614476,0.30856808,0.32431332,0.32081918,0.34553766,0.34450187,0.30781065,0.33440445,0.14753951,0.28092389,0.25612895,0.24694109,0.29537558,0.2331697,0.36287462,0.10913958,0.21840876,0.27691117,0.21941084
25,1,0.17893312,0.20187464,0.25360947,0.21273135,0.16509197,0.48413247,0.22603865,0.17548718,0.46924423,0.30177531,0.30298113,0.29441455,0.28006178,0.36280352,0.17371799,0.17540719,0.32309275,0.37793254,0.32584591,0.28732599,0.22948375,0.29493318,0.31884786,0.34871479,0.40792878,0.35501499,0.3937762,0.38654993,0.36929449,0.38867693,0.20373075,0.31465024,0.32147216,0.29395015,0.349818,0.2709143,0.44190016,0.11752969,0.23359639,0.33257209,0.26771874
25,2,0.18984341,0.23397473,0.28525455,0.2203195,0.19120039,0.52791217,0.26398012,0.19323932,0.52341672,0.31877772,0.32018868,0.30423606,0.31878486,0.39299866,0.17457627,0.20179732,0.32593464,0.41848262,0.38851958,0.31067237,0.24793923,0.32551039,0.35789513,0.39555569,0.51154583,0.39126873,0.41704085,0.42765474,0.40340464,0.43501811,0.23959792,0.33360317,0.34788492,0.32469033,0.39171079,0.32091089,0.48877239,0.12625073,0.24357384,0.36392491,0.30513765
26,0,0.2063808,0.2578165,0.31705288,0.23631405,0.21570184,0.5487257,0.31679747,0.22576923,0.5473233,0.33892202,0.34760755,0.30957383,0.36001911,0.42492179,0.1835485,0.2267575,0.32420746,0.445056,0.45495579,0.3403239,0.26630328,0.35762806,0.39940177,0.45085989,0.57404184,0.42403596,0.42717419,0.4659032,0.42480655,0.47650163,0.27830566,0.34265728,0.36858258,0.34229607,0.44142124,0.33261062,0.51201454,0.14430602,0.28073764,0.38160441,0.340128
26,1,0.23056491,0.28870262,0.35023041,0.26506916,0.2436302,0.56882649,0.36318461,0.26750427,0.54555633,0.36636499,0.3758566,0.31949782,0.40972022,0.4645613,0.21210963,0.25596103,0.31821745,0.47690876,0.53974606,0.38717132,0.29471796,0.3890683,0.47287297,0.51110769,0.64810763,0.46816184,0.42977875,0.51052862,0.45947201,0.51149394,0.32694539,0.34395952,0.39619153,0.36271903,0.49683984,0.30070907,0.51643687,0.17769126,0.36390723,0.38158506,0.39156584
26,2,0.26175179,0.32351144,0.39191304,0.29517826,0.2839303,0.56444204,0.41983023,0.3172735,0.49921274,0.39713058,0.40393208,0.33791101,0.46576591,0.5139133,0.25353768,0.29937105,0.30083542,0.48591097,0.59356511,0.4392139,0.34794627,0.41751114,0.52943131,0.57575048,0.69162408,0.49953047,0.42089342,0.5437818,0.49724169,0.52277832,0.4159832,0.3275231,0.42207267,0.39636707,0.56393117,0.25943274,0.48954824,0.23608137,0.44922693,0.3617186,0.44559004
27,0,0.28279672,0.32874721,0.4232188,0.3133158,0.31859632,0.51306695,0.46008574,0.36582051,0.40562456,0.41361861,0.42161509,0.35479546,0.49101091,0.52187547,0.28605121,0.33889812,0.27337204,0.46742514,0.61649937,0.48960968,0.38266282,0.43790831,0.55850812,0.60206497,0.68819067,0.50465534,0.38366998,0.52632488,0.52057351,0.50254167,0.46285257,0.28366036,0.42610829,0.42555136,0.5914047,0.23027886,0.45659691,0.29322562,0.52083266,0.31698278,0.47702963
27,1,0.30022684,0.32660005,0.44135644,0.31510812,0.34028074,0.49799856,0.48047475,0.40711111,0.33770994,0.41570394,0.43744906,0.35300196,0.5164337,0.51158945,0.30728453,0.36248649,0.25405458,0.43367887,0.63199495,0.51175507,0.42535518,0.46209169,0.56850812,0.60425322,0.6459917,0.50417582,0.35138435,0.49369611,0.53340009,0.47272942,0.49328866,0.22262209,0.42429588,0.45543807,0.60704004,0.24210813,0.39682346,0.33637337,0.5722258,0.26377008,0.48982115
27,2,0.3214108,0.33161285,0.44789124,0.32314436,0.34799613,0.48206623,0.51612353,0.42512821,0.32324178,0.40734871,0.45237736,0.35272013,0.53712305,0.49827946,0.33363145,0.37019426,0.25703121,0.41883565,0.64601476,0.54491857,0.45573217,0.48649777,0.5655096,0.59628922,0.58403865,0.5036963,0.36231805,0.47080549,0.55119709,0.44164902,0.49937988,0.18644083,0.42856107,0.47789275,0.62311383,0.26315538,0.34841062,0.38270391,0.60682074,0.25750919,0.51278275
28,0,0.35745646,0.35152366,0.47010081,0.34891876,0.3628364,0.48922246,0.56447279,0.42606838,0.34669349,0.39637986,0.47070189,0.36120933,0.55916798,0.49547147,0.36997476,0.38456352,0.27186535,0.41811355,0.67293758,0.59940861,0.48762836,0.51481997,0.55260709,0.58761635,0.50982114,0.50795205,0.40064029,0.46143933,0.58705508,0.42767789,0.49302861,0.16926529,0.44770006,0.49840634,0.64505295,0.2854026,0.31305418,0.43076698,0.62968272,0.2688504,0.54486235
28,1,0.39814869,0.39527624,0.49989601,0.38476524,0.39675702,0.5162923,0.60489891,0.41776068,0.40651679,0.39195896,0.48295849,0.3732428,0.58304629,0.50414867,0.40803462,0.40876803,0.30095791,0.44000128,0.69892973,0.64954053,0.51216064,0.54693764,0.52768095,0.58619861,0.42141488,0.51846154,0.46156246,0.4725193,0.6282294,0.42821524,0.47191438,0.17372635,0.48830999,0.51611782,0.66463435,0.31527238,0.30303467,0.46860035,0.64035271,0.30192568,0.58794494
28,2,0.45408313,0.45735403,0.53697035,0.41660822,0.43675702,0.55197984,0.65339746,0.40878632,0.50024493,0.3928209,0.47967547,0.38532753,0.59749106,0.51734694,0.45276596,0.44426102,0.33243912,0.475962,0.71634647,0.68304067,0.53610212,0.57286563,0.4989808,0.59559268,0.29116097,0.52154845,0.54707869,0.50650317,0.65182522,0.43754366,0.4214843,0.1941575,0.54327417,0.52261329,0.6770268,0.35829413,0.32296285,0.48903056,0.63913674,0.34914844,0.62556549
29,0,0.49155569,0.50909241,0.56861543,0.44072667,0.48090029,0.5713103,0.70888074,0.40834188,0.60306158,0.39403039,0.46433962,0.40014519,0.60365786,0.5236258,0.47701406,0.48679912,0.36062521,0.51205109,0.73203483,0.71992539,0.53698832,0.58578322,0.45429838,0.60110954,0.23107633,0.52609391,0.63150969,0.53731185,0.66670915,0.44864534,0.3690138,0.24564892,0.57813274,0.51874622,0.67314692,0.39545919,0.34208193,0.48320031,0.6290546,0.41739888,0.66784149
29,1,0.5204449,0.57000578,0.59298138,0.46060783,0.52040658,0.59818575,0.73315134,0.44781197,0.67806158,0.39194506,0.44258113,0.42286276,0.59991333,0.52857888,0.46556798,0.53051141,0.38377677,0.54520363,0.75117995,0.73395505,0.52169785,0.59347624,0.42378139,0.58739444,0.36119451,0.5240959,0.72131259,0.57999761,0.66759217,0.46120861,0.37030406,0.3349934,0.59612387,0.51311934,0.64719557,0.41798595,0.37011217,0.45164493,0.62622,0.48957809,0.70307733
29,2,0.53019172,0.60393922,0.60709086,0.4789889,0.54200387,0.61778258,0.7378647,0.49147009,0.7168212,0.3915975,0.42593962,0.45602528,0.58531301,0.53759124,0.44532276,0.55773859,0.39853741,0.5684072,0.76620355,0.73916841,0.51173864,0.59319785,0.42302806,0.56781113,0.43998722,0.52769231,0.76390792,0.62233795,0.65987255,0.48302507,0.41779356,0.41400792,0.60653915,0.52332326,0.61566016,0.43458785,0.39080511,0.41753942,0.64417781,0.53491388,0.72896721
30,0,0.53294307,0.63755058,0.62517377,0.49398013,0.56414327,0.63632829,0.73620116,0.55494017,0.72988104,0.39815935,0.41986415,0.49449996,0.56861264,0.5548339,0.41787955,0.58730251,0.41355529,0.59019866,0.78003058,0.74027841,0.51083837,0.59544358,0.43271787,0.54911545,0.49641488,0.54490509,0.79805201,0.66641867,0.65240783,0.51377231,0.47575515,0.47911131,0.61661612,0.54753021,0.57533091,0.44718075,0.41371475,0.37754526,0.68304075,0.57572092,0.75103454
30,1,0.52241329,0.66505905,0.63614173,0.48813559,0.57754114,0.6575522,0.7341324,0.60217949,0.71760847,0.41001793,0.42524528,0.5272013,0.55926798,0.57935349,0.38853949,0.60629875,0.42838944,0.6064219,0.78249019,0.73687563,0.51817415,0.60151262,0.44421713,0.53869198,0.54424305,0.56659341,0.82497931,0.71112381,0.64752845,0.54535782,0.53209642,0.52710955,0.62629436,0.57173716,0.54473858,0.45965774,0.4401268,0.34233015,0.72286197,0.61344107,0.7842802
30,2,0.50026343,0.69378148,0.63830905,0.46001364,0.58009681,0.67574514,0.73507081,0.65117949,0.68423723,0.43014834,0.43602264,0.55494064,0.56644592,0.60279309,0.35210963,0.61192555,0.44558773,0.62076768,0.77105631,0.73067965,0.53475876,0.61080178,0.45251108,0.53618936,0.58758384,0.59566434,0.8439573,0.74905342,0.64320437,0.57043063,0.58004601,0.56396832,0.63788166,0.58964502,0.52015222,0.47120747,0.47516182,0.31706249,0.75631342,0.65719954,0.81833246
31,0,0.47283038,0.7145429,0.63002288,0.43181375,0.57606002,0.68478042,0.73032546,0.68348718,0.64386809,0.45083483,0.44803774,0.5707917,0.59152426,0.61992403,0.31917779,0.60639176,0.46164682,0.62935267,0.75024929,0.72534801,0.55323534,0.62090757,0.46189808,0.54014671,0.62386618,0.61985015,0.85897419,0.76827729,0.63809741,0.58856087,0.62594519,0.5983634,0.64742699,0.5976284,0.50462442,0.47714597,0.50776955,0.31331516,0.76746658,0.68470099,0.85483956
31,1,0.44498756,0.74029234,0.61249822,0.39311319,0.56846079,0.69537797,0.72229568,0.72580342,0.59400805,0.46808747,0.46323019,0.57890512,0.62823618,0.63076121,0.30315182,0.59340595,0.48269146,0.63557881,0.7315695,0.72206351,0.57773245,0.64316073,0.4832127,0.54603957,0.66449218,0.63764236,0.87450656,0.76943312,0.63305416,0.62068373,0.67644529,0.65216894,0.65966676,0.60339124,0.49297651,0.47888457,0.54331442,0.34482188,0.76674183,0.71144765,0.89391548
31,2,0.43938973,0.75691634,0.60516436,0.38193064,0.57195547,0.71179986,0.71951246,0.74896581,0.56091672,0.48514549,0.47544151,0.58068153,0.67349274,0.64142708,0.32451497,0.59122034,0.5073742,0.64125935,0.72651732,0.72283687,0.60880574,0.68015961,0.50603397,0.54949146,0.69984031,0.65911089,0.89338958,0.76566008,0.630132,0.65233372,0.72857572,0.71010999,0.67449222,0.61229607,0.50322634,0.47861867,0.57723001,0.42059568,0.75935738,0.73699439,0.9252148
32,0,0.46341285,0.77188868,0.61839815,0.40029223,0.59666021,0.73851692,0.72771285,0.76613675,0.54704339,0.50175863,0.48698113,0.57682979,0.72249383,0.65840906,0.36797692,0.61060023,0.54248126,0.65290927,0.73608988,0.73138932,0.63086932,0.72155716,0.52983752,0.55968686,0.7335915,0.68921079,0.92501051,0.78056622,0.63614929,0.68523036,0.77235447,0.77371755,0.69160132,0.62563444,0.55392124,0.47855049,0.61849397,0.51771462,0.75384925,0.76330559,0.9536209
32,1,0.48799941,0.79115534,0.65873442,0.43146308,0.64765731,0.77516199,0.74475346,0.77793162,0.55811756,0.51075336,0.49883774,0.56685456,0.75770573,0.6820721,0.43443924,0.65960217,0.58185114,0.67916172,0.75596623,0.74559185,0.64773527,0.76202673,0.55012555,0.57999137,0.75127755,0.70786214,0.95484081,0.80885069,0.65629495,0.71184,0.80411082,0.8383106,0.70663219,0.64220544,0.62446228,0.48004364,0.65352899,0.5892447,0.75674827,0.78174956,0.97799404
