,,pid1263b-12,pid52932-24,pid5667249-22,pid5667271-05,pid5667274b-06,pid58917-06,pid9048b-16,pid9049b-12,pid9050b-12,pid9054b-12,pid9055b-12,pid9056-07,pid9058b-12,pid9059b-16,pid9060b-10,pid9061b-09,pid9062b-15,pid9063b-16,pid9064-21,pid9066b-12,pid9068-20,pid9069-12,pid9070b-24,pid9072b-16,pid9074g-12,pid9075b-12,pid9085-16,pid9086-13,pid9088-22,pid9089-07,pid9090-21,pid9093b-18,pid9094b-12,pid9097-24,pid9099b-16,pid9101c-06,pid9102-07,pid9103-20,pid9104b-12,pid9111b-14,pid9116-20,pid9118b-16,pid9119-14,pid9121-07,pid9124-13,pid9127-06,pid9129-17,pid9130-11,pid9138b-12,pid9139b-12,pid9153b-12,pid915412b-21,pid9166l-10,pid9170b-12,pid9172-10,pid9174b-12,pid918713-20,pid918805-02,pid918812-13,pid918904-12,pid9190-09,pid9192b-12
72,2,0.49173082,0.66885791,0.7764995,0.54764332,0.79035499,0.83678785,0.45320253,0.49082577,0.51944368,0.72126709,0.71754375,0.62541188,0.66832726,0.78182938,0.54977806,0.62707413,0.53371968,0.67417091,0.32800746,0.95972856,0.38504346,0.40911187,0.78292204,0.71434354,0.75833628,0.6211302,0.62749479,0.3784925,0.60067855,0.53264059,0.80268448,0.78565207,0.87370177,0.40795552,0.65697939,0.84489998,0.54201257,0.63690365,0.80133714,0.75690529,0.85531262,0.74003403,0.7998481,0.7725544,0.46961222,0.71126615,0.62215536,0.60225003,0.78969612,0.52969307,0.86108708,0.62112768,0.47450846,0.74988798,0.56845234,0.51523456,0.48425392,0.90066569,0.47343873,0.87510892,0.49294835,0.78238641
73,0,0.5289977,0.6405366,0.82534121,0.5686456,0.88070254,0.79006166,0.49894263,0.42455685,0.66509826,0.74766482,0.77568127,0.76096549,0.74661809,0.82629727,0.65067991,0.68050198,0.61353827,0.78873402,0.43985075,0.93897937,0.52126086,0.3939795,0.83642717,0.7936176,0.81436314,0.68651685,0.71065139,0.42467245,0.65964643,0.59696257,0.84152904,0.80933791,0.95284664,0.47077901,0.70450556,0.81933811,0.65192308,0.71507951,0.89144227,0.77724645,0.86198696,0.75622384,0.78364557,0.76808774,0.4975305,0.80175711,0.64899783,0.69760197,0.79982559,0.65240594,0.88307382,0.67917533,0.57084286,0.7648245,0.59969519,0.65709243,0.41549052,1,0.50092302,0.95766773,0.60257303,0.95014862
73,1,0.55375764,0.62679744,0.78131046,0.59145949,0.93205329,0.68435504,0.50845377,0.42868137,0.78549682,0.7472587,0.73098582,0.80682272,0.73712973,0.7319701,0.72817586,0.70992331,0.66814925,0.84188215,0.45370896,0.85512486,0.63306525,0.43426985,0.8431972,0.79166104,0.82620478,0.66298744,0.896459,0.43123915,0.60781615,0.63203874,0.82247789,0.84802023,0.96103404,0.56422,0.77563227,0.75450729,0.68519612,0.79424696,0.91947621,0.74748412,0.92351362,0.67912652,0.73377215,0.72118344,0.67493801,0.86139535,0.63385101,0.78659919,0.79345274,0.80288119,0.86231257,0.74732339,0.63946045,0.7592233,0.56512992,0.67678588,0.30296785,0.94821475,0.67489199,0.99898344,0.71686013,0.98496815
73,2,0.61480835,0.66179784,0.72713486,0.56469297,0.96889187,0.54128944,0.42774322,0.42437527,0.5729726,0.76749695,0.66443351,0.77615242,0.43252812,0.48954266,0.7653773,0.75998141,0.66027256,0.89685668,0.51591045,0.80986971,0.61178493,0.33070026,0.84181408,0.79314532,0.82573347,0.55707204,0.89641166,0.42026835,0.55293452,0.64659582,0.80231335,0.88368017,0.88984914,0.64036005,0.80625447,0.75543344,0.64483054,0.85200187,0.90003689,0.73884805,0.98688147,0.51145604,0.72374684,0.69074828,0.76030943,0.85596899,0.57692138,0.81477112,0.79224525,0.81423762,0.74048443,0.7213594,0.61123304,0.78125467,0.57029643,0.49550395,0.19971146,0.70809199,0.75984878,1,0.77558522,0.85027601
74,0,0.72179986,0.75250061,0.70245254,0.59842365,0.99754409,0.49493983,0.46946018,0.51627324,0.54590368,0.76905374,0.72906553,0.76681451,0.51218913,0.48932278,0.78158247,0.79316756,0.64942705,0.90912237,0.66708955,0.79310532,0.60420288,0.36295474,0.8450899,0.77715558,0.85701661,0.59571051,0.8448684,0.44062352,0.6009026,0.64253338,0.7775716,0.89988351,0.85141384,0.723807,0.85371562,0.79970363,0.66756474,0.90114125,0.86262449,0.75719078,1,0.52222837,0.79210127,0.70692553,0.8400476,0.85581395,0.54243913,0.80709163,0.79573355,0.7759703,0.65865052,0.66735191,0.60906112,0.82696042,0.59799589,0.31856944,0.24817807,0.67030345,0.84167321,0.9901975,0.74853937,0.76825478
74,1,0.81104674,0.82929399,0.72734404,0.73741667,0.99419513,0.60409835,0.61497437,0.73192391,0.77900637,0.68999594,0.84798369,0.85970333,0.78535562,0.76212841,0.76875925,0.841351,0.77170746,0.90143228,0.85880597,0.80591748,0.6986639,0.60969257,0.89815826,0.85831872,0.90167315,0.80099141,0.83016474,0.50578532,0.71303439,0.67347188,0.78765386,0.91077669,0.85338488,0.80104573,0.91177427,0.89170165,0.75508378,0.92026193,0.85995942,0.84226679,0.98020713,0.68213275,0.93346835,0.75735892,0.85210751,0.86645995,0.51266168,0.80915122,0.81579124,0.71775248,0.76621972,0.70404611,0.69034446,0.91269604,0.71782367,0.56828611,0.40253916,0.86399239,0.85599961,0.93878885,0.71343587,0.87532909
74,2,0.92206968,0.92250952,0.78873608,0.87883303,1,0.7243814,0.78197629,0.8899265,0.96242735,0.61777447,1,0.94835076,0.93093616,0.95584872,0.78728951,0.91765435,0.89333056,0.88197635,0.99425373,0.86652552,0.8170969,0.75305722,0.94627648,0.95378491,0.94273595,0.92643754,0.96780913,0.48313339,0.7779556,0.72239045,0.87895095,0.94327782,0.92585854,0.90767092,0.97373383,0.96925167,0.82784653,0.90043031,0.91206197,0.86460638,0.95535098,0.85468836,1,0.81203786,0.88729545,0.86155039,0.49278056,0.89462953,0.84584423,0.76317822,0.89691465,0.68183709,0.83196159,0.98700523,0.86276004,0.7299582,0.62443528,0.99057664,0.89163394,0.9378449,0.73609983,1
75,0,1,1,0.86477017,0.97153164,0.97171988,0.73789089,0.73777324,0.94526589,0.88754498,0.475044,0.99163916,0.92822694,0.97188342,0.96218118,0.81779751,1,1,0.85459002,1,0.91333333,0.8882475,0.78398804,0.96396593,0.98151397,1,1,1,0.34198106,0.75035475,0.77527741,1,0.97770991,1,1,1,1,0.86304265,0.88697848,0.97952785,0.87202912,0.95512083,0.96679575,0.98931646,0.84133204,1,0.85007752,0.41383125,0.92220118,0.86241363,0.79863366,0.98356401,0.50158636,0.92745008,1,0.98087328,0.66549001,0.83140973,0.95340192,1,0.97720012,0.83362352,0.96619958
75,1,0.94294104,0.97146794,0.84458505,0.93600502,0.88710278,0.6536802,0.56050712,0.88257674,0.86143094,0.38173819,0.92344704,0.87061466,1,1,0.7988445,0.95545743,0.96448369,0.76280881,0.8838806,0.85745928,0.89077701,0.70110162,0.94991628,0.93867224,0.94803818,0.98764045,0.84951714,0.22772691,0.52348793,0.82774121,0.95645451,1,0.9353347,0.89033027,0.94655744,0.95301309,0.83813785,0.88208606,0.99243821,0.88823068,0.91660913,0.98255759,0.93164557,0.9042986,0.98072994,0.81416021,0.32511836,0.86392192,0.85496746,0.75460396,1,0.42899412,1,0.94122479,1,0.41298653,0.88112119,0.88389384,0.9807443,0.97712751,0.88792803,0.97876858
75,2,0.75763035,0.72637594,0.64493019,0.67161791,0.6557044,0.57860135,0.31674558,0.65699957,0.80990866,0.30617301,0.62624334,0.71228066,0.69771107,0.82967458,0.6549003,0.74053761,0.71054534,0.41414015,0.69664925,0.60875136,0.77552212,0.4934415,0.6925384,0.7020645,0.74107458,0.82002644,0.54526605,0.11411208,0.35037182,0.69795938,0.78616936,0.86969115,0.69581533,0.52138461,0.72875626,0.6359595,0.69660129,0.67654818,0.77823681,0.72350296,0.64149597,0.72757069,0.71711392,0.81913143,0.7980958,0.62465116,0.23311653,0.57186326,0.66751862,0.60188119,0.70064158,0.34947418,0.87037037,0.74705004,0.77550865,0.4282118,0.69118714,0.72879744,0.81150825,0.80874238,0.82430838,0.75801274
76,0,0.48682644,0.22812677,0.33914135,0.48559329,0.5033564,0.40909733,0.27974293,0.57849546,0.47020482,0.45719507,0.47179968,0.5328423,0.40780928,0.53887423,0.32225745,0.49590208,0.39823843,0.33786408,0.39231343,0.55258415,0.39029057,0.32619983,0.43447623,0.26910673,0.25051255,0.44755453,0.33164173,0.19985004,0.34832336,0.44448937,0.52766129,0.46443976,0.42672277,0.32406513,0.44783824,0.270184,0.35412224,0.55027128,0.5059941,0.3425951,0.34618335,0.37606079,0.30352405,0.38646736,0.36325498,0.2154832,0.33157825,0.39773962,0.30703696,0.28782178,0.40893166,0.41840651,0.45522024,0.50161314,0.33755239,0.26763586,0.47095631,0.402023,0.37544187,0.43012634,0.35849294,0.31495541
76,1,0.73883025,0.68949501,0.59614077,0.75463101,0.6527201,0.87307988,0.59117589,0.88932123,0.82023249,0.6711994,0.75060953,0.60623439,0.52859179,0.83717678,0.5877193,0.68970486,0.55392082,0.63918101,0.63502985,0.87255157,0.73492022,0.71074295,0.74688797,0.57375523,0.48523035,0.61755453,0.59945086,0.42883189,0.72160164,0.70998683,0.80027216,0.74334918,0.54165719,0.60436826,0.84903452,0.52582119,0.58459634,0.80766137,0.89266876,0.60714439,0.63511316,0.72771683,0.67549367,0.73637007,0.73363086,0.47550904,0.69315517,0.74008756,0.53879386,0.56848515,0.79195502,0.60753372,0.64474928,0.74424944,0.61338109,0.52617743,0.68817807,0.78054811,0.74945994,0.81259076,0.55515574,0.52704883
76,2,0.92508531,0.82961822,0.65324478,0.85240373,0.6692342,1,0.60210029,0.99913532,0.89720454,0.7857723,0.82132608,0.66922823,0.60012672,0.92489006,0.66393997,0.71229375,0.58415679,0.69165625,0.67292537,0.86288817,0.82831755,0.80286934,0.76290311,0.62204831,0.61175916,0.77997356,0.6257811,0.50632991,0.81346222,0.81108708,0.90084741,0.8293822,0.62230309,0.65028791,0.87848644,0.62243764,0.62149657,0.89635173,0.92945408,0.65472129,0.69585731,0.75682926,0.71539241,0.8633469,0.85716553,0.52485788,0.7787561,0.84598586,0.64491179,0.67652475,0.80565167,0.62033153,0.74762993,0.80112024,0.72039168,0.64367859,0.80003298,0.86720844,0.8694619,0.84011037,0.67059393,0.56174098
77,0,0.99841282,0.87898192,0.67332532,0.80989726,0.58801072,0.76363893,0.5201209,1,0.9318987,0.8007987,0.88782445,0.71644225,0.68213211,0.91512753,0.68866343,0.62062127,0.41356456,0.6848313,0.52115672,0.73674267,0.82682579,0.81172502,0.72985368,0.64393469,0.647343,0.88407138,0.51002651,0.49041831,0.78935015,0.81006207,0.94470217,0.86273337,0.67051778,0.58233503,0.75281191,0.61318227,0.61675552,0.95612722,0.86433051,0.64569267,0.67644035,0.74644315,0.61205063,0.88510525,0.94540315,0.43898708,0.79564326,0.81033109,0.71946066,0.67108911,0.71060409,0.44566574,0.77389118,0.75705751,0.77451802,0.7282118,0.81208574,0.77565488,0.95501767,0.80402265,0.7928226,0.43095541
77,1,0.79173082,0.82378212,0.36751033,0.789193,0.540128,0.31109472,0.39055489,0.76665802,0.99039579,0.70935427,0.97980452,0.72873317,0.68809599,0.83056288,0.54621997,0.56407158,0.35865779,0.72342593,0.24256716,0.54318132,0.7547023,0.75540564,0.70062605,0.66746053,0.5929068,0.82392597,0.3466957,0.41400158,0.76135454,0.87687606,0.9571349,0.78832814,0.62606322,0.47717255,0.66907223,0.55350086,0.57740861,0.9525725,0.61097381,0.60472486,0.60311469,0.78791453,0.51286076,0.79932779,0.95030249,0.30435142,0.80146896,0.74317177,0.7173811,0.56256436,0.55284746,0.32854851,0.8165676,0.76176251,0.80057914,0.70648398,0.64872218,0.73748595,0.96028083,0.8592797,1,0.5170276
77,2,0.38176335,0.4679906,0.25797208,0.28827543,0.29703059,0.21714026,0.23416788,0.34854302,0.60581234,0.4725599,0.6313893,0.42567868,0.46304451,0.56202287,0.30727119,0.32193044,0.18270853,0.4142555,0.15374627,0.38572204,0.45573356,0.43040991,0.55685375,0.41098367,0.26019795,0.43614673,0.22892445,0.25149171,0.52040457,0.52577581,0.49917734,0.36222439,0.36468046,0.30490436,0.36270724,0.3034453,0.25020944,0.37693171,0.36421062,0.33304546,0.41344841,0.57087087,0.33431392,0.2846807,0.4944461,0.22166408,0.51003643,0.44964345,0.44193332,0.2520495,0.32706892,0.22065237,0.47761012,0.49982823,0.31181132,0.39330237,0.34474031,0.35575344,0.52173016,0.49612983,0.60445928,0.2944034
