,,pid1263b-04,pid52932-19,pid9048b-08,pid9049b-04,pid9054b-04,pid9055b-04,pid9058b-04,pid9059b-08,pid9060b-02,pid9062b-07,pid9063b-08,pid9064-15,pid9066b-04,pid9069-04,pid9070b-16,pid9072b-08,pid9074g-04,pid9075b-04,pid9076-14,pid9077-02,pid9093b-10,pid9094b-04,pid9099b-08,pid9101b-15,pid9104b-04,pid9111b-06,pid9118b-08,pid9119-09,pid9139b-04,pid9158-10,pid9166k-05,pid9170b-04,pid9174b-04,pid9192b-04
120,2,0.39301822,0.37920885,0.56110449,0.67912242,0.4716075,0.36584755,0.4184386,0.35886433,0.5689205,0.48167122,0.33100427,0.63633263,0.56855864,0.64546353,0.35316536,0.38880135,0.35207133,0.41411595,0.42808016,0.44136256,0.63385945,0.57747074,0.44759903,0.46244835,0.43784151,0.76174911,0.89334426,0.51713546,0.50771437,0.47762301,0.59249502,0.57927216,0.49595276,0.69038216
121,0,0.39160202,0.38411428,0.56572308,0.69875689,0.47374595,0.35803969,0.41437719,0.37157925,0.55804522,0.46653005,0.32715227,0.64802153,0.57927706,0.65332705,0.35398399,0.39651745,0.36527799,0.43511789,0.42355395,0.43545563,0.62319019,0.5600699,0.45489086,0.47182666,0.45135849,0.7666281,0.88588629,0.51866552,0.50271618,0.47518875,0.58322357,0.56937329,0.48641797,0.6809771
121,1,0.3897348,0.3884389,0.57102702,0.71429159,0.47642818,0.35319918,0.41204386,0.3876174,0.5530124,0.45605647,0.32359713,0.66224985,0.59098085,0.65747724,0.35622158,0.40674422,0.38246379,0.45121646,0.41963462,0.43019075,0.61133057,0.5499106,0.46463217,0.48714327,0.46521509,0.77356089,0.87719204,0.51813632,0.49752615,0.47555324,0.5788329,0.56373367,0.4846104,0.67137629
121,2,0.38768717,0.39280276,0.58099921,0.72979336,0.47994135,0.3540523,0.41040351,0.40671868,0.55123268,0.450037,0.32251828,0.67971498,0.60465537,0.66037432,0.3592414,0.41945222,0.40166641,0.47167428,0.41694165,0.42617497,0.59716956,0.54502601,0.47351657,0.5147593,0.48072453,0.78260534,0.8682156,0.51574346,0.48933721,0.47908097,0.58174299,0.55991732,0.48732536,0.66117116
122,0,0.38669493,0.39595008,0.59023639,0.74024862,0.48275799,0.35890208,0.40970175,0.42288687,0.55264041,0.45007969,0.32364782,0.69319284,0.61934543,0.66397268,0.36333455,0.42820645,0.41723252,0.48564638,0.4151337,0.42349,0.58346707,0.54509915,0.48029911,0.53916595,0.49066415,0.79327934,0.86398269,0.511717,0.482158,0.48774408,0.58914586,0.5594449,0.49202794,0.65376628
122,1,0.3874797,0.3985166,0.60180771,0.74720507,0.4864239,0.36706231,0.40903509,0.44540529,0.55808899,0.45504611,0.32734053,0.70707247,0.63735358,0.67204313,0.3665181,0.43922839,0.43177075,0.50403402,0.4149567,0.42262614,0.56463275,0.54913849,0.48727567,0.56283271,0.5004,0.80769453,0.85991104,0.50437158,0.47499899,0.5000716,0.60148057,0.56090647,0.50122425,0.64563793
122,2,0.39006855,0.40003139,0.60896901,0.74997942,0.48959492,0.3804247,0.40717544,0.46923855,0.56099927,0.46217555,0.32972268,0.71344754,0.65338093,0.681953,0.36639985,0.44807098,0.45080206,0.51935706,0.41598078,0.42339661,0.55705846,0.55412874,0.4905093,0.59036226,0.5062717,0.82342108,0.85970947,0.4853782,0.46762793,0.51841317,0.61593914,0.56462685,0.51119833,0.63986722
123,0,0.39415479,0.39983518,0.61409416,0.74991356,0.49174559,0.39066209,0.40360526,0.48662765,0.56458789,0.46732696,0.33310405,0.71889782,0.66960937,0.69577164,0.36452611,0.45127374,0.45906401,0.5342548,0.41906568,0.42672363,0.548091,0.55739597,0.4912692,0.60892668,0.50655849,0.8307492,0.85811038,0.47150992,0.46177148,0.53389742,0.62290295,0.56995645,0.51899035,0.63814793
123,1,0.39850262,0.39918374,0.61824593,0.74755084,0.49420175,0.39740356,0.39767544,0.49955209,0.56709701,0.46838001,0.33557309,0.71908733,0.6821276,0.70857859,0.36223395,0.45092034,0.46347142,0.54580649,0.42321259,0.43093787,0.54294154,0.55894831,0.49011318,0.62118766,0.50332075,0.8360621,0.85312496,0.46087432,0.45604629,0.54297709,0.63224588,0.57561084,0.52141725,0.63825858
123,2,0.40539419,0.39846166,0.62153357,0.74299827,0.50071485,0.40528561,0.38954386,0.50892212,0.56984683,0.46688582,0.33810007,0.71546392,0.68755719,0.73159432,0.36038748,0.44923428,0.46508332,0.55552567,0.42925596,0.43851416,0.54102813,0.55885078,0.48636217,0.62630921,0.4961434,0.84065182,0.84723921,0.444826,0.44924068,0.54989586,0.63843365,0.58469772,0.52615584,0.64191846
124,0,0.41004871,0.39870497,0.62412594,0.7407755,0.5114682,0.41350148,0.38167544,0.51272937,0.57306346,0.46203324,0.34146695,0.70823226,0.68577749,0.7509427,0.35995998,0.44915329,0.46363495,0.56031647,0.43545104,0.44621886,0.54228022,0.55764792,0.47961196,0.62653983,0.48368302,0.844663,0.84562667,0.43282715,0.44419201,0.55167925,0.64109869,0.5964494,0.53007346,0.64759554
124,1,0.41422515,0.40051801,0.6268673,0.73964765,0.52421336,0.4205026,0.37779825,0.5111978,0.57752735,0.45861794,0.34573166,0.70056095,0.68135338,0.7718431,0.3612243,0.45259903,0.46048123,0.56107324,0.44082433,0.45169387,0.54547218,0.55824122,0.47208569,0.62378207,0.4741434,0.8472182,0.84715858,0.42316365,0.44128398,0.54833377,0.64243631,0.60873256,0.53416391,0.65705166
124,2,0.4168591,0.40408131,0.6307211,0.73873384,0.54183418,0.43067507,0.37803509,0.5049776,0.58640408,0.45589993,0.35234958,0.69142662,0.67287718,0.7968362,0.36357104,0.46087469,0.45510824,0.55864657,0.44555282,0.45830123,0.54878758,0.56460501,0.46471302,0.61916018,0.46133585,0.8505255,0.85227838,0.41354616,0.4396684,0.5408227,0.64520345,0.62485421,0.54041481,0.67086561
125,0,0.41826628,0.41066635,0.63611442,0.73700502,0.558398,0.44454748,0.38258772,0.49420604,0.59649891,0.45403575,0.35816378,0.68431625,0.66185712,0.81820795,0.36648172,0.47550434,0.44922131,0.55343674,0.44842278,0.46263221,0.55109779,0.57451235,0.45714632,0.61285673,0.4496,0.85439205,0.85860758,0.40742019,0.43958762,0.52884015,0.65065605,0.6431387,0.54859571,0.68328368
125,1,0.41832942,0.41144337,0.64155741,0.73289701,0.57818171,0.46103487,0.39435965,0.48072533,0.60945295,0.45551571,0.36626602,0.68097332,0.6544769,0.83906236,0.36934692,0.49519217,0.44351347,0.54767653,0.45107782,0.46643786,0.55160039,0.59021456,0.44991916,0.60600557,0.43891321,0.85902035,0.866724,0.40383664,0.4412133,0.51534106,0.66081585,0.66092862,0.557684,0.69770193
125,2,0.41771604,0.41645083,0.64977155,0.72668149,0.59426896,0.47954377,0.40927193,0.46453547,0.62439825,0.46287284,0.37378177,0.68323226,0.6414861,0.8566403,0.37327633,0.52328818,0.43874786,0.54176621,0.45344206,0.46963648,0.55050701,0.6131827,0.44422797,0.59298549,0.42728302,0.86265548,0.87541825,0.4020765,0.4461307,0.50181593,0.68079849,0.6853104,0.56941524,0.71521832
126,0,0.41687714,0.42126992,0.65668455,0.71310612,0.61220749,0.50672292,0.42911404,0.4470669,0.63919767,0.47354565,0.37824198,0.69035021,0.62342768,0.86809068,0.37788794,0.55067737,0.43349945,0.53797611,0.45612238,0.47306857,0.54736796,0.63831274,0.44088925,0.57734217,0.41885283,0.86730306,0.88221777,0.40337072,0.45360273,0.48437256,0.71150253,0.70872518,0.58185943,0.73069197
126,1,0.41619159,0.42528059,0.66287247,0.69430312,0.62497709,0.52640022,0.4492807,0.42717093,0.65302699,0.49442168,0.37997249,0.70076562,0.59554572,0.87280419,0.38430962,0.57570314,0.4293568,0.53604978,0.45889121,0.47557844,0.54295917,0.66165475,0.44006467,0.55869127,0.41299623,0.87019574,0.88745851,0.40872016,0.46291248,0.47071075,0.75111043,0.72667011,0.59459168,0.74451443
126,2,0.41587588,0.42809827,0.66535558,0.65838479,0.64214578,0.56780415,0.47889474,0.40260078,0.66516411,0.5311077,0.37888639,0.728396,0.54887135,0.87390785,0.39258687,0.60893094,0.42518299,0.53750078,0.46332891,0.48010787,0.53617847,0.68516743,0.44199677,0.52224464,0.41135849,0.86991611,0.88358843,0.4234455,0.48211761,0.45385967,0.79488436,0.74916956,0.6129771,0.75959656
127,0,0.41602923,0.42709363,0.66506754,0.61918992,0.64813344,0.60392248,0.50040351,0.37693252,0.67015317,0.56968636,0.37696763,0.75315343,0.52024534,0.86824014,0.40288339,0.63161537,0.42609407,0.54464945,0.46908148,0.48351661,0.52619698,0.70720904,0.44738076,0.47949457,0.41685283,0.86243371,0.86141607,0.44209376,0.49746557,0.44125228,0.83091847,0.76459733,0.63149215,0.76895906
127,1,0.41673282,0.42517071,0.66229638,0.59026097,0.65082178,0.6135293,0.51442982,0.35845254,0.67296864,0.58932434,0.37594671,0.75909642,0.51747021,0.85881312,0.40941423,0.65469003,0.42828999,0.55181687,0.46919527,0.48527935,0.51517503,0.7186606,0.45303961,0.45489574,0.42182642,0.85529843,0.84686295,0.45569169,0.51114746,0.43133949,0.84165007,0.77773677,0.64074608,0.77775981
127,2,0.41803175,0.42188211,0.65932658,0.56463324,0.65051628,0.62730898,0.52561404,0.34392429,0.67339898,0.59949909,0.37559192,0.76432686,0.51934041,0.84885726,0.41446243,0.67233839,0.43286093,0.55579461,0.47057336,0.48637669,0.50324486,0.72904746,0.45974131,0.44371096,0.4264,0.8445473,0.84064125,0.47554789,0.52240599,0.42535798,0.85440343,0.78511848,0.65345672,0.78031322
128,0,0.41945697,0.41811475,0.65616806,0.54545155,0.64715586,0.63582159,0.53458772,0.33347782,0.67235594,0.60695583,0.37751792,0.76758642,0.5232115,0.83817714,0.417173,0.68928729,0.43911385,0.55790856,0.46990328,0.48520931,0.49128825,0.73665475,0.46853678,0.43946382,0.43135849,0.83472182,0.8382762,0.49587,0.53112,0.42215569,0.85959054,0.79419798,0.66397091,0.78077283
128,1,0.42119791,0.41595636,0.65323798,0.53316045,0.64226798,0.64011499,0.5409386,0.32638347,0.67097009,0.61132457,0.38194193,0.77266525,0.52585591,0.8253127,0.41869201,0.70374024,0.44646473,0.55949715,0.46661609,0.48182391,0.47881139,0.7426528,0.47907842,0.44306717,0.43777358,0.82468422,0.8410847,0.51398332,0.53858193,0.42352903,0.86147955,0.79973426,0.67395218,0.77805771
128,2,0.4228306,0.41445726,0.65134088,0.52611344,0.63511945,0.64036536,0.54642105,0.32329866,0.67090445,0.61388604,0.38947216,0.7802456,0.53521693,0.80702198,0.41779152,0.72163157,0.45552095,0.56109826,0.4616221,0.47571852,0.46808042,0.75011378,0.49240097,0.45577976,0.44620377,0.81327741,0.84996708,0.53731378,0.54442829,0.4321661,0.85884515,0.80608253,0.68818234,0.76908673
129,0,0.42404835,0.41430814,0.65130115,0.52541368,0.62839861,0.6375,0.55189474,0.32408611,0.67235594,0.61464026,0.39606835,0.78729533,0.54036499,0.7927205,0.41460797,0.73634222,0.46499766,0.56204891,0.45585688,0.46984661,0.45916586,0.75819246,0.50330639,0.46940521,0.45327547,0.80345193,0.85813725,0.55779695,0.5489216,0.43897423,0.85499566,0.81124972,0.69819242,0.7601498
129,1,0.42564496,0.41471627,0.65348629,0.52864905,0.62326633,0.63111091,0.55807895,0.32879642,0.67545587,0.61485371,0.40434436,0.79502729,0.54811724,0.77583234,0.40917773,0.75231925,0.47501168,0.56254925,0.4477527,0.4609862,0.45020721,0.77187906,0.51505255,0.48571154,0.46139623,0.79307685,0.8683231,0.57300546,0.55238499,0.44897162,0.84810333,0.81715509,0.70698545,0.74721253
129,2,0.42821577,0.41524213,0.65680373,0.53514448,0.61660659,0.6204655,0.56591228,0.33698165,0.67900073,0.61419911,0.41039751,0.8016222,0.55531647,0.75531132,0.40254684,0.76594021,0.48465971,0.56183001,0.44000253,0.45192734,0.4419187,0.78549252,0.52529507,0.50446815,0.46873962,0.78408061,0.87615733,0.58694277,0.55522234,0.45804478,0.83725941,0.82210083,0.71227855,0.73345817
130,0,0.43187804,0.41592497,0.66279301,0.54724623,0.60930531,0.60753895,0.57101754,0.34886577,0.68258935,0.61159495,0.41478532,0.8060946,0.55833291,0.73928539,0.39748044,0.77816227,0.49408192,0.55892801,0.43421202,0.44607877,0.4367957,0.79813882,0.53646726,0.52208129,0.47384906,0.7750458,0.88201621,0.59188956,0.55750434,0.46489846,0.82465921,0.82719421,0.7148927,0.71791642
130,1,0.43692044,0.41638804,0.66935836,0.55868939,0.60122197,0.5871569,0.57432456,0.36539517,0.68471918,0.60588855,0.41715299,0.80806549,0.55092253,0.72494942,0.39264144,0.78375791,0.50422831,0.55198574,0.42955939,0.44088394,0.43372718,0.81106144,0.54686338,0.53715768,0.47923019,0.76550959,0.88767352,0.58878343,0.55947332,0.46489846,0.80571808,0.82815383,0.71533919,0.69762533
130,2,0.4443352,0.4163331,0.67441398,0.57985511,0.59443392,0.55655601,0.57301754,0.3848938,0.68532458,0.58572404,0.41731953,0.80556398,0.52814841,0.71692495,0.39249591,0.78140186,0.51309765,0.5376759,0.42796637,0.43829236,0.43464421,0.81908322,0.55839935,0.55199385,0.4828,0.75691833,0.88985044,0.57445499,0.56084656,0.45796017,0.78433655,0.82557024,0.71463344,0.6759554
131,0,0.44806062,0.41499882,0.67666865,0.59110068,0.59187389,0.52854228,0.56561404,0.39898859,0.68479942,0.5720913,0.41648686,0.79752881,0.50088985,0.71428079,0.39364199,0.77595347,0.51468619,0.52404153,0.42847209,0.4386309,0.43725421,0.82241547,0.56645109,0.5613145,0.4830717,0.75566483,0.88966231,0.56180615,0.56143221,0.44599714,0.7619952,0.81818853,0.71421576,0.66528215
131,1,0.45270612,0.4139314,0.67718514,0.60702231,0.59159284,0.5002411,0.55341228,0.4135674,0.68305616,0.5595543,0.41525596,0.78380837,0.4755417,0.71415433,0.39461524,0.76476219,0.51265379,0.51005066,0.43179721,0.44192291,0.4435235,0.82355332,0.57236055,0.56997213,0.48199245,0.75672548,0.89071046,0.54525165,0.56115958,0.43348737,0.74067494,0.80733742,0.71354602,0.65177462
131,2,0.45686451,0.4106899,0.67462257,0.62818803,0.59596139,0.46409496,0.53935088,0.43172229,0.67945295,0.53917634,0.41255521,0.76129472,0.46325474,0.71570634,0.39450609,0.74790163,0.50549759,0.49402089,0.43800493,0.44952254,0.45600917,0.8229844,0.57728375,0.57897569,0.47901887,0.76161412,0.89353239,0.5296635,0.55986712,0.42253319,0.71513759,0.79124529,0.71294829,0.6410503
132,0,0.45768537,0.40616121,0.6696762,0.64132708,0.60444186,0.43767619,0.5200614,0.45295478,0.67482859,0.52420594,0.40843531,0.73508945,0.45869991,0.71723535,0.39332363,0.73094537,0.4952889,0.47841641,0.44664012,0.45802106,0.46897099,0.82103381,0.58067906,0.58800807,0.47508679,0.76929901,0.89823562,0.52049468,0.55829193,0.41072637,0.69775872,0.77375065,0.71286908,0.63217295
132,1,0.45555656,0.40242524,0.6613826,0.65643369,0.6159956,0.39811758,0.50034211,0.47938159,0.66972283,0.51138434,0.40267178,0.69692238,0.45740285,0.71778718,0.38962161,0.71253129,0.48103099,0.46135468,0.45579367,0.4713642,0.48587426,0.81843303,0.58435732,0.59976939,0.4697283,0.77876772,0.90511577,0.51584124,0.55684801,0.40022781,0.67766376,0.74820994,0.71289068,0.62774704
132,2,0.45115461,0.39745703,0.65044696,0.67073351,0.63029266,0.3304618,0.48764912,0.50546164,0.66524435,0.49877618,0.3949533,0.6662826,0.46089186,0.71635013,0.38570129,0.69891769,0.46546488,0.44615673,0.46951135,0.48435712,0.5022573,0.81526333,0.58795473,0.61073316,0.4646717,0.79137981,0.91133746,0.51803279,0.55608062,0.3954504,0.66242916,0.72675131,0.71237937,0.62508299
133,0,0.44241386,0.39160976,0.6348828,0.68230839,0.64654488,0.30888353,0.47585965,0.5304219,0.66087527,0.48807491,0.38637318,0.62036841,0.46910663,0.71274027,0.37997999,0.68533353,0.45058402,0.42991432,0.48417726,0.49733838,0.51844635,0.81205299,0.59135004,0.62008264,0.4594566,0.80786809,0.91479098,0.52678746,0.55507088,0.40191356,0.65091132,0.70164612,0.71068702,0.62541493
133,1,0.43176078,0.38386312,0.62076877,0.69151231,0.66744058,0.3072793,0.46575439,0.55369166,0.65572575,0.48046163,0.37736587,0.57508338,0.49346941,0.70457785,0.3722576,0.67451038,0.43905934,0.41258991,0.49609963,0.51170881,0.53576404,0.80870449,0.59375909,0.62707793,0.45291321,0.82996818,0.91505973,0.54039689,0.55280908,0.41239911,0.6413948,0.67956743,0.70711508,0.62788322
133,2,0.42049432,0.37603799,0.60766786,0.69427842,0.68094336,0.31391877,0.4574386,0.57308915,0.6491612,0.47306182,0.36971255,0.54020619,0.50143281,0.69333441,0.36517191,0.66529966,0.4275658,0.39579086,0.50639105,0.51846793,0.54772948,0.80374675,0.59445432,0.63036418,0.44623396,0.84690001,0.91217061,0.55457003,0.54917404,0.42577454,0.63155154,0.65598287,0.7024269,0.63088774
134,0,0.40704492,0.36286791,0.58869686,0.69464065,0.69291868,0.32551001,0.44825439,0.58919231,0.63972283,0.46738388,0.36252263,0.51453153,0.5132472,0.67888347,0.3550755,0.65642026,0.41559726,0.37722184,0.51495038,0.52970979,0.55899832,0.795408,0.59349232,0.6297396,0.43698113,0.86830585,0.90620423,0.56936439,0.54457975,0.43989196,0.61990095,0.63078172,0.69571511,0.63589242
134,1,0.39487642,0.34808885,0.56985499,0.69310941,0.7006171,0.33940096,0.43892982,0.59996388,0.62745441,0.46233208,0.35423937,0.49553517,0.52298024,0.65847742,0.34390577,0.64915329,0.40339511,0.35531928,0.52399014,0.5380799,0.56651089,0.78285923,0.59003234,0.62493514,0.42500377,0.89128339,0.89764436,0.58251366,0.54066198,0.45781047,0.60646347,0.60739647,0.69035719,0.64137373
134,2,0.38332131,0.33892159,0.54675209,0.6902692,0.70159467,0.35323628,0.42712281,0.60468863,0.61118162,0.45750797,0.3494823,0.48536234,0.53020964,0.63589856,0.33366382,0.64306435,0.38870892,0.34000876,0.53015993,0.54371833,0.57197778,0.76826235,0.58500404,0.61754588,0.41189434,0.9079838,0.88635661,0.59148691,0.53589604,0.47307342,0.59039159,0.58346497,0.68358058,0.6459188
135,0,0.37095436,0.32117573,0.52505959,0.6874043,0.69762327,0.37072515,0.41536842,0.60435631,0.5920423,0.44834358,0.345471,0.49071407,0.54005329,0.61310126,0.32037475,0.63830069,0.37412397,0.32121459,0.53608951,0.54786253,0.57501984,0.7442539,0.5804042,0.60963774,0.39729057,0.93078777,0.87192443,0.6010929,0.52849469,0.49143452,0.57163425,0.5565365,0.67625666,0.65068516
135,1,0.36323291,0.30639667,0.49907628,0.68599654,0.68686992,0.38563613,0.40247368,0.59642393,0.56755653,0.43627618,0.34368981,0.50366889,0.5507516,0.58852203,0.3112425,0.63564276,0.36238125,0.31472262,0.53866869,0.54895987,0.5772595,0.71624675,0.57413096,0.59717498,0.38291321,0.95167293,0.855275,0.60644234,0.51914455,0.50609216,0.55128401,0.53029453,0.66141437,0.65496638
135,2,0.35495219,0.28865866,0.47595352,0.68546143,0.67813283,0.39967545,0.39242105,0.58386071,0.54599562,0.42574567,0.34190138,0.52095967,0.55435121,0.5648855,0.30092778,0.63549551,0.34586513,0.32594284,0.53931348,0.54768742,0.57803545,0.68740247,0.57027486,0.58597098,0.3698566,0.9715553,0.83839714,0.60678746,0.50817884,0.51761911,0.53149538,0.50496789,0.64994239,0.65719636
136,0,0.34922425,0.27603799,0.45213548,0.68486046,0.6667685,0.4115727,0.38699123,0.5686606,0.52612691,0.41532901,0.33921512,0.53664342,0.55717661,0.55122781,0.29513371,0.63760124,0.33564865,0.34431797,0.53806182,0.5445355,0.57747994,0.65626625,0.56839127,0.57164409,0.35926792,0.98457237,0.82463684,0.60419902,0.50024234,0.52850169,0.51509675,0.47702812,0.63907533,0.65793685
136,1,0.34106982,0.26576407,0.4326182,0.68285173,0.658398,0.421773,0.38565789,0.54983384,0.50300511,0.40521118,0.33490696,0.55678441,0.56045448,0.54522671,0.29114972,0.64265204,0.32747236,0.37628995,0.53419306,0.53796316,0.57582224,0.62044863,0.56802749,0.55535697,0.35024906,0.99440748,0.80732897,0.60005752,0.49105376,0.53549206,0.49745239,0.45109618,0.62992943,0.65778364
136,2,0.33693848,0.25942234,0.41414382,0.67913888,0.65039409,0.43052671,0.38903509,0.52965612,0.48407732,0.39590449,0.32998335,0.57240752,0.56467749,0.54291594,0.29147717,0.65073627,0.32237969,0.4141785,0.53019786,0.53148421,0.57227758,0.59112484,0.56874697,0.53515903,0.34366792,0.99951789,0.78984641,0.59154443,0.48585363,0.53866832,0.48648593,0.42696538,0.62104998,0.65671972
137,0,0.33103013,0.25778981,0.40400278,0.67456985,0.64263457,0.43590504,0.39574561,0.50560613,0.46419402,0.38269866,0.32416914,0.5871513,0.57099191,0.5265796,0.29392396,0.66032985,0.31952967,0.45919069,0.52380049,0.52272886,0.56896217,0.56298765,0.570865,0.51021428,0.33780377,1,0.76936721,0.57854472,0.48153197,0.53640979,0.47727574,0.4087178,0.61304191,0.65488978
137,1,0.32312827,0.26151793,0.39356377,0.66508603,0.63493615,0.44128338,0.40761404,0.47655686,0.44364697,0.36906592,0.31508942,0.60552608,0.58328892,0.50958797,0.30048208,0.67382565,0.31812802,0.50490337,0.51648018,0.51233919,0.56108809,0.53257477,0.57271625,0.48818103,0.33584906,0.99325041,0.74327103,0.56071901,0.47866432,0.52793543,0.47018941,0.39193917,0.60446493,0.6511618
137,2,0.31754465,0.27055176,0.38771355,0.65377459,0.62234985,0.44268361,0.41568421,0.44859847,0.42942378,0.36550831,0.30965897,0.61832929,0.59625961,0.50340292,0.30514826,0.68685024,0.31650055,0.53431734,0.51269992,0.50653732,0.55231461,0.50724967,0.57284559,0.46951091,0.33556981,0.98582586,0.72113899,0.53966638,0.47696797,0.51907706,0.46578853,0.37775891,0.59672332,0.64577411
138,0,0.30868663,0.2807001,0.3806317,0.63991109,0.61083277,0.44206231,0.42247368,0.42268458,0.41234865,0.36402835,0.29679965,0.63164039,0.60461515,0.50028741,0.31217937,0.69946252,0.31477184,0.56091063,0.50695998,0.49809717,0.54354113,0.48118498,0.5709135,0.45561641,0.33556981,0.9673127,0.69902039,0.51335059,0.4764934,0.50757615,0.46289886,0.36966856,0.58808152,0.63666695
138,1,0.30043298,0.29432541,0.37478149,0.623619,0.58873954,0.43826039,0.42529825,0.39364254,0.39649891,0.3637722,0.28790095,0.6431701,0.61438842,0.50182792,0.31716391,0.71078633,0.3118751,0.58171243,0.50268664,0.49258714,0.52869236,0.46020806,0.56520614,0.44201979,0.33489811,0.9476039,0.6787562,0.49168248,0.47669534,0.49807342,0.46064226,0.3648114,0.57969898,0.62472551
