,measure_number,beat_number,pid1263b-02,pid52932-17,pid610003b-06,pid9048b-06,pid9050b-02,pid9054b-02,pid9055b-02,pid9058b-02,pid9059b-06,pid9060-31,pid9063b-06,pid9064-13,pid9065-20,pid9066b-02,pid9069-02,pid9072b-06,pid9073b-06,pid9075b-02,pid9085-04,pid9088-18,pid9090-15,pid9093b-08,pid9094b-02,pid9097-20,pid9098-16,pid9099b-06,pid9101b-13,pid9104b-02,pid9111b-04,pid9118b-06,pid9121-10,pid9134-08,pid9138b-02,pid9139b-02,pid9153b-02,pid915406-14,pid9166j-02,pid9170b-02,pid9174b-02,pid9192b-02
108,37,0,0.55663776,0.45704140000000004,0.76606713,0.75665159,0.77567921,0.81324335,0.7008340000000001,0.97422356,0.89887093,0.83299376,0.80186056,0.59842828,0.71683292,0.661155,0.74992433,1.0,0.78063048,0.94608494,0.70469085,0.92188506,0.48690843,0.60400856,0.26284395,0.7424016999999999,0.44253240000000005,0.89695591,0.90397395,0.42544762,0.75660237,0.9186965,0.99841468,0.58870099,0.64657332,0.64941017,0.73167204,1.0,0.40545767,0.92378857,0.64271447,0.90391653
109,37,1,0.60561657,0.40875619,0.66558005,0.66903895,0.6468245,0.77335293,0.71954591,0.93640717,0.86341426,0.77272429,0.7889681,0.61819367,0.70491065,0.71918028,0.77129366,0.98369479,0.6501019,0.95413072,0.592598,0.94310664,0.44107221,0.58830512,0.23825284,0.61967411,0.47214805,0.94651894,0.91237443,0.43267133,0.7528602,0.86844872,0.98678121,0.55833521,0.66699972,0.65392992,0.59754396,0.98608534,0.36183262,0.90528563,0.58830738,0.90572013
110,37,2,0.61919075,0.37731988,0.60093247,0.61516078,0.56320842,0.70459709,0.73837594,0.8900944,0.77975867,0.71468945,0.77292836,0.62954842,0.69033899,0.75177652,0.72854289,0.93873674,0.55022366,0.95363305,0.54015671,0.94109669,0.41336183,0.57978206,0.24644987,0.54291888,0.51223575,0.97865764,0.93558892,0.44883721,0.75512694,0.75700556,0.96114796,0.50542584,0.68667323,0.64395876,0.46042021,0.93747681,0.32304766,0.86064566,0.52914578,0.89071462
111,38,0,0.58399807,0.35090178,0.56677975,0.59805105,0.50433537,0.63687024,0.75986391,0.86626077,0.64687372,0.66651331,0.75082158,0.6327531999999999,0.66988568,0.75506212,0.63051032,0.87399082,0.48703052,0.94915395,0.54128201,0.92471461,0.38247125,0.57298112,0.25864922,0.49867517,0.54035715,0.99430798,0.96368253,0.45764561,0.75014837,0.5467788,0.92721508,0.39837639,0.69460315,0.63082753,0.34433798,0.88051948,0.3055143,0.81917578,0.46951855,0.87488072
112,38,1,0.45274566,0.32847397,0.50774217,0.58579114,0.41485084,0.55134304,0.79509049,0.84256396,0.46651007,0.57420309,0.69456241,0.61663728,0.60065705,0.7416752,0.49322598,0.77092766,0.40652709,0.91166224,0.57042532,0.86643575,0.33811199999999997,0.54819031,0.29126419,0.45121502,0.5834946,0.99729003,0.99597086,0.44070796,0.71718595,0.35012765,0.83159453,0.32689964,0.68288066,0.57949867,0.28464001,0.77340754,0.33546312,0.71385133,0.37881554,0.80891312
113,38,2,0.38020231,0.31619475,0.44571006,0.57886604,0.34174018,0.49011092,0.81454661,0.78084553,0.38604558,0.46568518,0.63030234,0.58033428,0.53998596,0.71416783,0.40726436,0.64563084,0.33939017,0.85890843,0.56822681,0.79828276,0.3105713,0.51730881,0.31227631,0.41044988,0.60001715,0.99036819,0.99785848,0.38721959,0.65290142,0.30874005,0.75105785,0.32015431,0.66892767,0.49771494,0.29395531,0.66802721,0.37339331,0.6066313,0.31491171,0.73826876
114,39,0,0.31140655,0.29389777,0.39345754,0.57005741,0.29798437,0.41706535,0.84511884,0.73056506,0.3360406,0.3708117,0.56158046,0.54519666,0.45307263,0.67729266,0.35711605,0.54513218,0.29039729,0.77784506,0.53616604,0.7346668000000001,0.29014518,0.46198677,0.38567443,0.36280553,0.61080763,0.97921269,0.99640137,0.34368183,0.56909001,0.29372278,0.6543066,0.31323148,0.61249648,0.41872616,0.28984139,0.59585034,0.43388929,0.50728473,0.26215888,0.66291616
115,39,1,0.24350674,0.25042519,0.2710043,0.52309306,0.20166378,0.34603769,0.87647073,0.62877275,0.30648968,0.31872494,0.46103190000000005,0.50963735,0.34154645,0.60412305,0.342551,0.4074165,0.19831397,0.65505143,0.45600892,0.62244121,0.27338948,0.41311539,0.5152107,0.29067659,0.61096686,0.96906936,0.98432498,0.34510187,0.45032971,0.27077639,0.53630503,0.29501911,0.53630735,0.34260786,0.26906662,0.52889301,0.50005877,0.39643527,0.21039862,0.53950611
116,39,2,0.23211946,0.22744603,0.22502511,0.43019072,0.17054965,0.27118134,0.88126683,0.55411137,0.30502709,0.29445942,0.34746448,0.46408035,0.20242684,0.51645094,0.41363279,0.33676587,0.16612848,0.52002322,0.32825557,0.48752073,0.25241657,0.38178634,0.58810852,0.17801629,0.60557774,0.9519280000000001,0.92895463,0.45136859,0.32751401,0.25038294,0.42259317,0.27784812,0.47277653,0.28124489,0.23016394,0.53172542,0.53413183,0.30067283,0.19546117,0.42196823
117,40,0,0.23966281,0.2838146,0.26033395,0.35640572,0.19128402,0.24828277,0.85702641,0.45688877,0.34134802,0.28856392,0.34120785,0.3954765,0.14578283,0.44095848,0.49402506,0.35746399,0.16520209,0.37914731,0.30647884,0.37231925,0.22156998,0.37933449999999996,0.68681932,0.17149841,0.62919188,0.89899111,0.77650955,0.53056184,0.318818,0.31581319,0.34895729999999997,0.261257,0.30479876,0.27045538,0.18321809,0.56379716,0.57769278,0.27568739,0.22397588,0.35060033
118,40,1,0.25684008,0.31779273,0.27375244,0.27296618,0.19158561,0.28217293,0.78774276,0.31310713,0.43328052,0.28290503,0.34630163,0.37510542,0.16753434,0.45917447,0.52365155,0.40460662,0.16467272,0.35967153,0.3606185,0.23995512,0.18550060000000002,0.37014983,0.75611891,0.16999646,0.70340249,0.84697931,0.70013246,0.60617411,0.35671777,0.42456825,0.31369555,0.29184763,0.17020124,0.30612245,0.18247943,0.6091342,0.60608165,0.33061396,0.25981839999999995,0.43768678
119,40,2,0.29808285,0.36013457,0.29685575,0.28994056,0.20283244,0.32005212,0.71354487,0.2487618,0.51606076,0.28890569,0.32390414,0.37670015,0.18794791,0.5021471,0.56797627,0.43963115,0.17961409,0.37122595,0.43031446,0.19620451,0.17347118,0.39407472,0.80009621,0.16303224,0.76391985,0.83217788,0.6795452,0.62207244,0.43714969,0.48031236,0.31007029,0.32203590000000004,0.1798058,0.34855028,0.20491618,0.67025356,0.61016315,0.38580578,0.27465781,0.55453259
120,41,0,0.37986513,0.40931689,0.34958209,0.34317585,0.25414059,0.38241347,0.66993101,0.23127651,0.58207665,0.32576405,0.36953334,0.39548417,0.22782127,0.521876,0.60153762,0.43068703,0.22521903,0.36927671,0.49790568,0.21483072,0.17524354,0.440144,0.81431595,0.15839178,0.8168312,0.82556077,0.70343305,0.55092612,0.54002638,0.46592581,0.33976009999999995,0.38306332,0.25004222,0.37048181,0.22939451,0.73828077,0.60153003,0.42909361,0.29237688,0.64863419
121,41,1,0.46254335,0.47591814,0.44036541,0.42931099,0.33183795,0.42238407,0.6622406999999999,0.29678479,0.65264651,0.37032534,0.48074979,0.42177413,0.24740028,0.55262313,0.6253042,0.43564983,0.30026998,0.41190279,0.56491341,0.3040199,0.20822701,0.505108,0.80926496,0.1880836,0.85306077,0.8401663,0.7420797,0.52747479,0.63046489,0.45053311,0.40158765,0.43849331,0.31324937,0.38795654,0.28098775,0.77606679,0.57865439,0.46273533,0.34432095,0.71525193
122,41,2,0.55966281,0.54299598,0.53634175,0.50373888,0.40785142,0.46304958,0.67730237,0.37388152,0.74554299,0.44727571,0.57152788,0.47883156,0.25897813,0.57148097,0.67781343,0.47145797,0.37349461,0.49980922,0.62128285,0.41490877,0.25701716,0.60551664,0.7806523,0.29698902,0.87750778,0.87658218,0.77864003,0.59544145,0.69328223,0.45691545,0.48092368,0.5247151,0.35310301,0.40483954,0.35616677,0.78577613,0.54483775,0.48823187,0.39322607,0.76635034
123,42,0,0.61081888,0.56842351,0.55972936,0.53163101,0.42138531,0.48626219,0.69458489,0.40815433,0.80764756,0.49318436,0.59120785,0.48925861,0.25770642,0.57612666,0.72296144,0.48056039,0.39010349,0.54812541,0.65803238,0.4631085999999999,0.27755641,0.66765908,0.71523956,0.35785335,0.8803983,0.91145261,0.80307981,0.6171949000000001,0.72336795,0.46452921,0.52140767,0.57293824,0.36127919999999997,0.41163807,0.38266615,0.77569573,0.52009231,0.50428285,0.41954734,0.78891627
124,42,1,0.62441233,0.55947108,0.5245911,0.53182274,0.39524743,0.49182814,0.68290176,0.41104118,0.84307099,0.51033848,0.57478892,0.46872652,0.25044709,0.54427923,0.71650826,0.45709197,0.37035812,0.57396317,0.66315877,0.46680652,0.27521840000000003,0.68211714,0.65499327,0.37552249,0.87505818,0.94184996,0.80835633,0.61898539,0.71615562,0.45811683,0.52963736,0.58150598,0.35330706,0.40413451,0.38276874,0.74254793,0.49451348,0.51174872,0.42824758,0.77083836
125,42,2,0.6216474,0.55249042,0.46365825,0.51024666,0.34508281,0.48139115,0.66413079,0.4018744,0.86288241,0.50563917,0.53680671,0.42846738,0.2431745,0.52759142,0.68470246,0.40060947,0.33375242,0.60657764,0.63142101,0.44872671,0.25966313,0.65977817,0.60643641,0.38349982,0.86339808,0.95447471,0.78643338,0.63738424,0.66665842,0.43482505,0.52232856,0.56033514,0.34243597,0.39190976,0.36359439,0.6978354999999999,0.46650925,0.5054409000000001,0.41645937,0.68966602
126,43,0,0.59836224,0.56117185,0.38887099,0.49892289,0.29025609999999996,0.47279834,0.64648207,0.39724997,0.87354157,0.48220177,0.49189797,0.36701679,0.23394137,0.52760671,0.65945881,0.32092766,0.29280591,0.64443431,0.57315523,0.41940677,0.24437182,0.6048453,0.54929767,0.3906695,0.84358082,0.9530380999999999,0.73341428,0.67596213,0.5790966,0.40462532,0.50247707,0.51220667,0.33574444,0.39002128,0.32734883,0.60529994,0.43082282,0.49563952,0.38796917,0.59173701
127,43,1,0.56804432,0.58765536,0.3425696,0.50666005,0.25365051,0.48664306,0.64552521,0.42180873,0.8679793,0.45190929999999996,0.45960362,0.29906463,0.21781981,0.58870364,0.6544464,0.24164952,0.26751542,0.69046118,0.50741868,0.37509025,0.25521337,0.50226698,0.47465846,0.39455898,0.77606986,0.92888782,0.63289546,0.73645812,0.44087537,0.39813786,0.47202956,0.44727406,0.34235153,0.40482695,0.30189589,0.47264688,0.38831964,0.477046,0.3549573,0.46282179
128,43,2,0.5582948,0.59579479,0.37094176,0.55661324,0.28387243,0.52975411,0.66840713,0.48723492,0.83675527,0.46616497,0.46589817,0.26996857,0.2032614,0.67345691,0.6822568,0.24502929,0.28596384,0.72256138,0.49821827,0.36523563,0.30093017,0.32827398,0.43541466,0.40002125,0.65460647,0.86254258,0.54938735,0.76661865,0.48304484,0.42402763,0.45094245,0.36288652,0.35555868,0.42884841,0.34304532,0.40641311,0.35455643,0.46734813,0.33903954,0.46858911
129,44,0,0.5661656999999999,0.58787964,0.43987264,0.65221118,0.35190631,0.56459308,0.68356329,0.61277877,0.79855071,0.48444956,0.54425148,0.28319405,0.19221344,0.70149915,0.73430595,0.32827291,0.34325455,0.74272561,0.54336591,0.40758123,0.36792156,0.27086982,0.41775063,0.42916047,0.53489454,0.79745981,0.53797329,0.7774645,0.5886004,0.47998198,0.47243755,0.3603304,0.38661694,0.45765401,0.44027125,0.41045764,0.34475869,0.49442324,0.34298528,0.5244272
130,44,1,0.58634875,0.56812447,0.53617118,0.76829117,0.45110458,0.59329814,0.684024,0.74278287,0.75240164,0.49246139,0.64233531,0.31705129,0.19483633,0.75168483,0.79697318,0.42616748,0.42467113,0.76648971,0.63846458,0.50501512,0.43974609,0.24589414,0.41785646,0.45438895,0.44872988,0.73366129,0.56584612,0.7842766,0.69871414,0.55197477,0.5268746999999999,0.40811569,0.43365466,0.4852258,0.55887724,0.43967842,0.35743058,0.56280003,0.36352274,0.63329314
131,44,2,0.59342967,0.56120923,0.61476792,0.85249766,0.52694212,0.61212081,0.67640457,0.82189082,0.72462355,0.47882353,0.72311543,0.35859848,0.2111036,0.79462689,0.86724378,0.5155691,0.48386755,0.78212508,0.70277367,0.59838033,0.48902646,0.26043004,0.43918607,0.4842933,0.38534650000000004,0.72476954,0.6276079000000001,0.80207862,0.75405539,0.61289983,0.59210603,0.48666911,0.48786237,0.5158947,0.63335864,0.48366729,0.38122509,0.62144012,0.4042913,0.7301316
132,45,0,0.58819846,0.57874965,0.64856054,0.86450943,0.5586343,0.62666043,0.67058073,0.84219455,0.73278966,0.45445942,0.75754588,0.36723147,0.225715,0.82824702,0.94703069,0.57174292,0.50338795,0.78925017,0.73479276,0.63763294,0.5256991999999999,0.27817669,0.44771022,0.50315976,0.37671166,0.76215404,0.68387239,0.8287199000000001,0.7931998,0.63981078,0.62740275,0.56490302,0.52134816,0.53917335,0.67190225,0.49619048,0.41861037,0.65174355,0.42583357,0.78253028
133,45,1,0.55939306,0.61057845,0.66014063,0.84380181,0.57219332,0.63745156,0.66345745,0.8414831,0.7716258,0.43444627,0.76453562,0.37735184,0.25284479,0.85045158,0.98233549,0.61218142,0.50921098,0.79649967,0.73519912,0.66281588,0.54966375,0.29244016,0.45752357,0.53369465,0.39027019,0.8185845,0.73606358,0.85040132,0.81091329,0.6473945,0.6506114000000001,0.62962262,0.55841542,0.55321104,0.68763978,0.5016944999999999,0.45386941,0.66209484,0.44030537,0.79604677
134,45,2,0.52678227,0.65862069,0.656388,0.78729572,0.57887858,0.65218495,0.64691915,0.81169791,0.86586298,0.43804141,0.73566662,0.4046385,0.28135225,0.85561685,0.99035051,0.64555169,0.51667505,0.81084937,0.70627462,0.67974437,0.56629376,0.31328079,0.46861651,0.54919589,0.46053695,0.88168649,0.77535048,0.87757769,0.80464062,0.64392551,0.66421486,0.68752589,0.57194624,0.56825593,0.70192051,0.50010513,0.48565598,0.65750146,0.45052508,0.76500813
135,46,0,0.48263969,0.71206429,0.64725281,0.74027497,0.57781045,0.66433917,0.61111374,0.79019018,0.93919181,0.46981268,0.68432428,0.43362723,0.32358357,0.8527133,0.96860585,0.66441349,0.52769911,0.83900133,0.65537541,0.68995024,0.60123185,0.33633975,0.49949009,0.5367198000000001,0.52458173,0.91922336,0.78605806,0.90476435,0.78278932,0.64653852,0.66276942,0.72488551,0.56848438,0.59381334,0.73193877,0.49440322,0.51852168,0.64721485,0.45970321,0.69980601
136,46,1,0.45594412,0.76842351,0.62782632,0.71222494,0.56482948,0.67706802,0.58777111,0.75792858,0.98554033,0.50676306,0.63744375,0.45075519,0.34598418,0.84848022,0.94441552,0.67103847,0.53455441,0.87093563,0.61257215,0.70036101,0.62373201,0.37192061,0.54268809,0.52354942,0.58578497,0.94062014,0.77911469,0.92249434,0.76709529,0.65970866,0.65632322,0.75087275,0.54815649,0.62455778,0.79431438,0.48405690000000007,0.53219792,0.62505661,0.46369797,0.63623971
137,46,2,0.43761079,0.79892533,0.61495745,0.69572426,0.5562844,0.68602165,0.56275103,0.7150773,1.0,0.5421951999999999,0.59784367,0.44800276,0.37453139,0.85081834,0.89465464,0.6773785,0.54399037,0.88553417,0.55654656,0.71114255,0.64050028,0.42545242,0.58518376,0.51095997,0.63520564,0.94137109,0.76573573,0.92109488,0.77335147,0.67618261,0.6497488,0.75699088,0.51298199,0.64821413,0.84594866,0.4660235,0.53852318,0.59268293,0.4580857,0.60596655
138,47,0,0.43865125,0.80785908,0.63464928,0.70905564,0.58763729,0.69457437,0.51326608,0.7010535,0.9801221,0.58925403,0.56802669,0.42451890000000003,0.40563526,0.85986521,0.79014468,0.70645085,0.57720812,0.88785667,0.49176859999999994,0.72869548,0.65043052,0.50110917,0.65209736,0.50274885,0.68308307,0.92922521,0.74873606,0.87507718,0.81009726,0.68942784,0.63719445,0.73741761,0.4487405,0.66003601,0.91444898,0.48262214,0.54121569,0.54414828,0.44877278,0.63669061
139,47,1,0.46109827,0.7711055,0.73796031,0.75877198,0.70729347,0.70586663,0.45469688,0.76342865,0.90413403,0.64887282,0.61823146,0.38087863,0.45449006,0.87157113,0.66583934,0.75787557,0.65866441,0.90734904,0.41496655,0.73077373,0.64232292,0.62575404,0.73320185,0.503096,0.70557039,0.89481188,0.71831328,0.73286685,0.85600066,0.73679231,0.60248056,0.70322947,0.38677878,0.65036699,0.98607834,0.56189858,0.53218724,0.48897587,0.47359908,0.75196351
140,47,2,0.48472062,0.71025138,0.82584387,0.80535285,0.80049762,0.67933984,0.39693096,0.78540156,0.81764191,0.68070983,0.74978513,0.33339722,0.47454596,0.89505937,0.56547006,0.78200886,0.69742728,0.92874917,0.39082459999999997,0.71382574,0.61440513,0.69770383,0.79408312,0.50172157,0.69443696,0.86443629,0.71380947,0.55347808,0.88748764,0.78917255,0.59026426,0.68609398,0.35294821,0.59201299,1.0,0.65491651,0.50422574,0.42244938,0.50661095,0.82982226
141,48,0,0.50061657,0.69001028,0.91287455,0.81993616,0.88549599,0.63618201,0.3430043,0.75769599,0.78195255,0.67394019,0.80781384,0.33667101,0.48622978,0.91749316,0.54873782,0.7454013,0.73937958,0.96748507,0.40676642,0.68753049,0.56992647,0.72492703,0.85875505,0.50125399,0.69458394,0.84274567,0.72424109,0.41093846,0.89383449,0.81270461,0.64154242,0.69291031,0.32685759,0.56615342,0.96058436,0.75058751,0.46562243,0.34108818,0.51510287,0.90325591
142,48,1,0.50209056,0.6919073,0.97591115,0.80367233,0.9524366,0.58373647,0.32644238,0.68241894,0.79935956,0.61192902,0.76952829,0.35593038,0.46975056,0.93505203,0.56447727,0.67333386,0.7841640000000001,1.0,0.43140851,0.66360621,0.53810571,0.70643121,0.8695786,0.50123273,0.70596233,0.83057802,0.75745667,0.39528709999999995,0.90801187,0.81746508,0.72174106,0.70178574,0.26374894,0.56824334,0.89033999,0.80649351,0.43066255,0.32949473,0.48702929999999994,0.96178892
143,48,2,0.49527938,0.68746846,1.0,0.76449026,0.96399759,0.51264867,0.35371875,0.55152552,0.81715438,0.46493592,0.66312756,0.37296634,0.44708501,0.94512279,0.58157273,0.52456862,0.79939652,0.98382548,0.44577698,0.69185286,0.50796304,0.65765713,0.86129498,0.49564293,0.68536119,0.80738548,0.82244177,0.39815806,0.90298384,0.79743205,0.74988052,0.68551412,0.19835350000000002,0.58162636,0.77626854,0.81638837,0.40157918,0.36464385,0.43656794,0.9702825999999999
144,49,0,0.49170519999999995,0.67764695,0.97953111,0.69340085,0.92976702,0.44927168,0.37103672,0.46810781,0.80999657,0.40652645,0.59267405,0.29079966,0.44115037,0.93783334,0.58742055,0.44674687,0.79395728,0.89615129,0.47114844,0.7258074000000001,0.50215574,0.61482779,0.83345199,0.49662062,0.68160106,0.74760293,0.86060272,0.37602387,0.87116716,0.66817841,0.76003357,0.68078056,0.19031804,0.60268919,0.67916573,0.79140383,0.39071298,0.39200362,0.41085936,0.96077177
145,49,1,0.49736994,0.67357256,0.94005269,0.66986229,0.88057001,0.43173861,0.38469262,0.45472705,0.79595794,0.37295432,0.63079529,0.2581538,0.43834201,0.9065818999999999,0.56770991,0.45845338,0.78789603,0.80980425,0.51421218,0.76515758,0.51740305,0.62677564,0.7933808000000001,0.51089621,0.70435784,0.69516668,0.88314383,0.38345339,0.82987141,0.49041898,0.76163055,0.69205827,0.22592879,0.61477546,0.66520303,0.73852814,0.38938809999999996,0.42941709,0.41660642,0.94523148
146,49,2,0.52131985,0.66524624,0.88499517,0.68687051,0.82940009,0.44045169,0.40398337,0.48782323,0.78966438,0.36458101,0.71019768,0.34304991,0.43321544,0.87085288,0.57532538,0.52484565,0.77932029,0.75804579,0.5591305999999999,0.78755,0.527415,0.67199844,0.75582067,0.53560043,0.75622811,0.67482559,0.88218346,0.47156822,0.78096769,0.38642439,0.74914614,0.70698082,0.26220799,0.61132584,0.67444652,0.68478664,0.39268962,0.46036747,0.43824672,0.93109631
147,50,0,0.56001927,0.62635268,0.83547183,0.69925448,0.7724748,0.47843779,0.41121297,0.49480093,0.79099401,0.38337167,0.75070782,0.39330675,0.4218098,0.82688693,0.63456626,0.57203578,0.74521585,0.73615627,0.58975347,0.78150063,0.52550437,0.71714341,0.69536271,0.56165781,0.79182079,0.69936767,0.86028259,0.52905948,0.71852951,0.33532062,0.73718629,0.69816456,0.29328736,0.58717849,0.67949402,0.60749536,0.40477386,0.47667723,0.457424,0.91470665
148,50,1,0.57287091,0.58601065,0.77872752,0.67953938,0.71177964,0.50628759,0.39791145,0.46051443,0.7906616,0.39658889,0.73067395,0.41104040000000003,0.40441654,0.73794642,0.6969187,0.56529207,0.6908102,0.70658593,0.5814804,0.7360523,0.50290365,0.70120646,0.62055032,0.56992561,0.80784117,0.72728361,0.82562093,0.55696645,0.63670458,0.30741853,0.72760442,0.6564974,0.31011821,0.55526319,0.6634281999999999,0.54596784,0.40748774,0.47037588,0.46209271,0.88274524
149,50,2,0.55128131,0.55116344,0.71277221,0.62284155,0.64233833,0.51146599,0.3872915,0.40440553,0.78345946,0.40552087,0.6700541,0.42730967,0.38193644,0.66763452,0.7387251,0.53174767,0.62847728,0.6736148000000001,0.54504345,0.66745048,0.46545157,0.65039891,0.57569752,0.56048884,0.81832545,0.73815613,0.77500828,0.5769396999999999,0.52135674,0.29773239,0.7248300999999999,0.60941032,0.32350127,0.52485868,0.62210436,0.49810142,0.40532946,0.45576114,0.44312375,0.81654695
150,51,0,0.50322736,0.53450145,0.62117393,0.55317325,0.55625927,0.49113992,0.39004394,0.33699549,0.76760368,0.40222149,0.59482279,0.43494595,0.35840983,0.61514128,0.77565228,0.44898686,0.5594610999999999,0.62487558,0.48007794,0.53365206,0.42497643,0.58668029,0.53130652,0.5259581999999999,0.84415648,0.74678667,0.68013026,0.59369212,0.367697,0.31429644,0.72633383,0.53014686,0.34275259999999996,0.51486233,0.56832591,0.45009895,0.40919727,0.4515624,0.41595696,0.69119698
151,51,1,0.4065896,0.55380806,0.55212933,0.47291429,0.48410365,0.44762127,0.4274205,0.23814475,0.71940477,0.37298718,0.51099651,0.41416085,0.33367775,0.6030686,0.78829227,0.34361247,0.48280882,0.53907598,0.39171025,0.36432823,0.34259317,0.51371862,0.48950356,0.45197308,0.85994415,0.75702796,0.56178386,0.59726281,0.35644576,0.37672323,0.72233555,0.46653965,0.37495075,0.52636946,0.51605556,0.41990724,0.43437009,0.47510513,0.380286,0.52862161
