,measure_number,beat_number,pid52932-15,pid5667229-06,pid5667249-19,pid5667291-09,pid9048b-01,pid9049-26,pid9050-26,pid9054-26,pid9058-26,pid9059b-01,pid9060-26,pid9061-26,pid9062-26,pid9063b-01,pid9064-07,pid9066-26,pid9070b-01,pid9072b-01,pid9074f-26,pid9075-26,pid9090-13,pid9099b-01,pid9101b-08,pid9104-26,pid9111-26,pid9113-09,pid9114b-10,pid9118b-01,pid9119-06,pid9124-12,pid9129-21,pid9138-26,pid9174-26,pid917520g-09,pid9192-26
168,57,0,0.56662708,0.56035524,0.25592943,0.66169521,0.57460546,0.20010438,0.6722187,0.61540234,0.40148358,0.30821632,0.28373523,0.56620548,0.40008763,0.62219384,0.34244076,0.42338459,0.22558497,0.62683913,0.52332144,0.29680351,0.44270073,0.38589876,0.38522006,0.44937363,0.39761207,0.66994722,0.39162794,0.29939438,0.48098841,0.5155827999999999,0.19053518,0.62876056,0.83739777,0.56246402,0.63077468
169,57,1,0.53504262,0.58146611,0.27872667,0.6509543999999999,0.52411184,0.21858038,0.70198567,0.58591095,0.38496698,0.30568872,0.29793926,0.55909318,0.35594111,0.57902944,0.36185528,0.40500847,0.25606833,0.61564047,0.50548859,0.29140188,0.44491332,0.41128616,0.40004882,0.46503288,0.42836795,0.65625687,0.39483925,0.30266655,0.50038311,0.58177378,0.22409878,0.59318659,0.84137626,0.54719366,0.60121541
170,57,2,0.50507196,0.61040256,0.28352340000000004,0.6440189000000001,0.47520357,0.26508003,0.71597606,0.54762974,0.37897264,0.34724708,0.37789286,0.56537201,0.36466001,0.52976206,0.37199975,0.41999859,0.34321108,0.59792901,0.55230655,0.32686197,0.45347856,0.46218363,0.43798563,0.49797996,0.49827039,0.65081372,0.39710605,0.34612673,0.55229384,0.63246815,0.27075592,0.57537269,0.8370294,0.55677573,0.56349637
171,58,0,0.50505799,0.61648832,0.27977499,0.65218192,0.43287454,0.31807237,0.71145163,0.50997638,0.38048195,0.40975769,0.42662783,0.58031894,0.40679109999999996,0.50462428,0.35804081,0.45562218,0.42530969,0.57846036,0.59927941,0.35739705,0.45760151,0.49792743,0.45596708,0.53284529,0.55215154,0.65614691,0.37409045,0.39564313,0.5980749,0.68130447,0.29987296,0.57833271,0.82199956,0.57773439,0.53203139
172,58,1,0.50847422,0.61029337,0.27643569,0.65727613,0.40337249,0.34617258,0.69881222,0.47808306,0.37995884,0.44191104,0.44686303,0.58531978,0.44216614,0.49610163,0.34212394,0.49470231,0.48598494,0.55925668,0.61648596,0.37878114,0.46356068,0.51603822,0.45834554,0.54970247,0.57081214,0.65576204,0.34307681,0.42346561,0.60109185,0.70288287,0.30517707,0.58392982,0.81271642,0.58232791,0.50457844
173,58,2,0.50423362,0.59727743,0.27219637,0.6435279,0.36115155,0.36759916,0.67617191,0.4311906,0.37320127,0.48690484,0.44761828,0.57587376,0.48669821,0.49397769,0.32557977,0.53915068,0.55680512,0.53966251,0.62813657,0.4043912,0.47647696,0.52775697,0.45909884,0.56017852,0.58278173,0.63629866,0.30486607,0.4389135,0.59400441,0.71597548,0.30620137,0.58613638,0.79363442,0.58249721,0.47634079
174,59,0,0.48869638,0.57955886,0.26634109,0.60597189,0.31564459,0.38680585,0.64623266,0.39296123,0.36369094,0.53177454,0.42446998,0.55592599,0.52542061,0.48896357,0.32218984,0.57345514,0.60306858,0.53176208,0.63400229,0.43556177,0.50171647,0.52122288,0.46241194,0.55841685,0.58367945,0.59159886,0.27693528,0.44542168,0.56910258,0.7205057,0.29884072,0.58204618,0.7664481,0.58174102,0.45693551
175,59,1,0.47410926,0.55343234,0.26406546,0.55070889,0.272667,0.41327766,0.61014598,0.35765797,0.34816054,0.5713474000000001,0.37295139,0.52266489,0.55130564,0.47450598,0.33171334,0.58824069,0.60723828,0.53194338,0.63529531,0.45974835,0.53271556,0.50388688,0.45824092,0.54049483,0.57798791,0.54311084,0.25147153,0.44204104,0.514127,0.71405038,0.28457996,0.57311232,0.73712517,0.57463066,0.44055106
176,59,2,0.46569792,0.51391861,0.26732805,0.45937519,0.24142106,0.43656924,0.56803881,0.32515408,0.32338564,0.58187578,0.31660463,0.47781853,0.55446022,0.44532867,0.34732607,0.57150113,0.55148571,0.53128094,0.62928817,0.46004067,0.55975137,0.4706095,0.42089,0.50454118,0.55897421,0.45628986,0.23146322,0.42549941,0.42913514,0.70631166,0.27637764,0.56148754,0.69165255,0.54023001,0.42716384
177,60,0,0.48122118,0.47956614,0.28409614,0.40402013,0.22477481,0.44681279999999995,0.5420981,0.29931456,0.29872224,0.56478349,0.31884339,0.43896761,0.54528566,0.41231348,0.35600051,0.5458592,0.47932961,0.51360435,0.61740858,0.45056558,0.58827555,0.43219267,0.36830578,0.45895709,0.52012089,0.40232021,0.22848615,0.40085872,0.35592855,0.6939661,0.28524694,0.54910931,0.62081338,0.4974888,0.41721635
178,60,1,0.50454799,0.45414574,0.31242649,0.36820107,0.22383801,0.44035491,0.52409103,0.28471862,0.27235229,0.53581085,0.35587743,0.41558037,0.53194883,0.38556258,0.36253959999999996,0.5285411999999999,0.41850053,0.48606792,0.60177116,0.43941281,0.62482892,0.3964876,0.32983888,0.41031945,0.44961997,0.36998021,0.24554384,0.36049896,0.29080548,0.67469591,0.31978720000000005,0.5403369,0.53245414,0.45953297,0.40787067
179,60,2,0.53486098,0.44992356,0.36334953,0.36203277,0.23655689,0.40612387,0.51562245,0.27389551,0.22583826,0.500836,0.44787182,0.41149636,0.52747985,0.36787203,0.37825371,0.5258465,0.39642134,0.44417405,0.58331201,0.43896797,0.66799726,0.36229339,0.31986469,0.36003758,0.34435334,0.36515835,0.28654275,0.31716533,0.25140791,0.62432717,0.36777831,0.5391529,0.43976276,0.43346162,0.40062541
180,61,0,0.5876275,0.46788964,0.45673741,0.38847358,0.287382,0.36697286,0.50811497,0.30627844,0.21886631,0.48415518,0.53281006,0.46176585,0.54568875,0.37985616,0.41501711,0.55620062,0.4329528,0.42195802,0.58031517,0.45693950000000005,0.69970347,0.35397727,0.34191951,0.30233323,0.28156084,0.39681108,0.31797197,0.30511615,0.29418159,0.54625994,0.43593775,0.54421183,0.37263685,0.43156552,0.40120361
181,61,1,0.64415258,0.49967970000000006,0.53418563,0.45644142,0.35348418,0.32691023,0.50072536,0.34600541,0.28506989,0.52184051,0.59297621,0.51586376,0.57456186,0.41724694,0.4398492,0.57878809,0.49962756,0.42765498,0.59618156,0.48658490000000004,0.71373175,0.40366736,0.39308084,0.31018635,0.327165,0.47214097,0.3636216,0.33630118,0.36524279,0.49310411,0.49417183,0.57106722,0.41047668,0.46842658,0.42181840000000004
182,61,2,0.67236272,0.51958215,0.59043723,0.51058123,0.40148447,0.31520529,0.49513102,0.39178619,0.3544636,0.57094899,0.61903221,0.54612435,0.60826323,0.460492,0.45080471,0.5879303000000001,0.58687556,0.44854613,0.61249916,0.51844179,0.71031022,0.47078383,0.43343098,0.35606013,0.36938776,0.53842644,0.40273528,0.38079183,0.42906331,0.4757686,0.52819597,0.59485496,0.47016872,0.50438473,0.44538321
183,62,0,0.71531368,0.54138458,0.6440808000000001,0.58630087,0.46685162,0.34842032,0.491205,0.45612004,0.43122374,0.63647051,0.62750175,0.58909818,0.64900981,0.51440382,0.46198834,0.60189757,0.70019432,0.49334077,0.63165196,0.55913193,0.70141423,0.56639334,0.48520611,0.41759317,0.43399964,0.5985265000000001,0.44459556,0.43842538,0.5020113,0.44287903,0.54903923,0.63096712,0.55977308,0.55924743,0.48072453
184,62,1,0.73976526,0.55828784,0.68913321,0.60921255,0.51791453,0.42654836,0.48850304,0.53155924,0.49741017,0.70916335,0.61477046,0.62427071,0.67625307,0.55770265,0.47933722,0.62205841,0.80620193,0.54290496,0.65130312,0.59968861,0.69291743,0.67038998,0.54523959,0.49086282,0.49599018,0.62282824,0.48384903,0.48942421,0.57700412,0.41655014,0.54955534,0.65836069,0.62274368,0.62346647,0.52092749
185,62,2,0.75380746,0.56183301,0.71516236,0.60826735,0.56154788,0.53040362,0.48428688,0.60376706,0.55029586,0.77643524,0.58876841,0.64710785,0.71657028,0.59782229,0.49765556,0.64616253,0.88907781,0.59067708,0.6657418,0.64088714,0.67227418,0.7662061,0.5828694999999999,0.57883652,0.55942905,0.62040906,0.50848162,0.53322788,0.62359927,0.38910066,0.51904875,0.66912437,0.66414941,0.66409715,0.56602159
186,63,0,0.74437614,0.54637839,0.70825876,0.57570736,0.60623334,0.64729297,0.47342461,0.66107943,0.56489152,0.84129058,0.55672439,0.65455354,0.75424115,0.61935744,0.51708275,0.67552201,0.93142256,0.64068057,0.66913597,0.65829944,0.63486542,0.83910124,0.60674479,0.63605543,0.61092824,0.58346162,0.5088971999999999,0.5592154,0.63672062,0.36939948,0.44930125,0.65631559,0.66780373,0.68490909,0.60805947
187,63,1,0.68213637,0.51825726,0.66596778,0.50663475,0.63021546,0.72491301,0.44773778,0.69563965,0.53121516,0.85010777,0.53001564,0.63488359,0.78506835,0.59056325,0.5350716,0.69226157,0.91976358,0.64453664,0.6607583,0.63274021,0.58251597,0.87202996,0.59661017,0.65402443,0.63899695,0.5173521,0.47916431,0.55371961,0.60482712,0.35563643,0.37114499,0.62375545,0.62337729,0.65509069,0.63844475
188,63,2,0.62107727,0.47214821,0.60506264,0.42078193,0.63153419,0.77056367,0.41475202,0.69362364,0.47415316,0.82613807,0.52069375,0.61182419,0.78862601,0.530656,0.54872006,0.70626411,0.86025423,0.5927899,0.62889757,0.57651881,0.5323563,0.82747934,0.56920555,0.6230974,0.62427434,0.42637453,0.44066644,0.51571906,0.54525429,0.33169237,0.32388439,0.57639524,0.56001621,0.59898649,0.63944776
189,64,0,0.51432863,0.40496469,0.49646126,0.35011968,0.61243064,0.74926931,0.36735878,0.64420252,0.38136523,0.75625367,0.49913686,0.56392732,0.74838766,0.44746606,0.56282474,0.70809819,0.75560683,0.51688864,0.56949963,0.48816090000000006,0.4921818,0.71216426,0.48779382,0.55636549,0.56451014,0.34655817,0.36172504,0.42021152,0.45034479,0.29075759,0.28982055,0.50289005,0.46749429,0.50274821,0.61218951
190,64,1,0.41920497,0.32178787,0.41165431,0.29107592,0.58834042,0.68826722,0.32006528,0.54823455,0.30349884,0.67376396,0.45790042,0.52360393,0.63320189,0.35963839,0.567615,0.68354966,0.64649826,0.41128234,0.51700451,0.41123538,0.46191264,0.58878487,0.42206877,0.50959912,0.47527081,0.28909721,0.27758888,0.31818675,0.28445072,0.24343454,0.26733365,0.43687638,0.38205997,0.40164554,0.56582099
191,64,2,0.21867403,0.18575379999999997,0.26089491,0.23798564,0.53906464,0.55312457,0.25630610000000004,0.41257992,0.20711774,0.5237411,0.3752495,0.46572762,0.51075184,0.24438769,0.54411988,0.58788093,0.48220387,0.23892337,0.44106000000000006,0.28378241,0.39654995,0.37673037,0.31573551,0.44209991,0.28686935,0.23696943,0.18495599,0.19323872,0.16110526,0.17012738,0.22925202,0.34037458,0.27600383,0.30458337,0.50128621
192,65,0,0.13575520000000002,0.12330931,0.17249808,0.22282575,0.45229516,0.28230341,0.16015051,0.16486954,0.10325015,0.27408399,0.26858715,0.33633939,0.19526814,0.18267239999999998,0.34839691,0.41550508,0.368205,0.11355554,0.28552091,0.18084647,0.31474681,0.19185821,0.21826742,0.36547134,0.15316895,0.22628656,0.11676301,0.15436138,0.1323628,0.15111579,0.14874543,0.22543458,0.16176232,0.26530704,0.39397605
193,65,1,0.15346514,0.15326491,0.20513424,0.30777635,0.34499532,0.2402366,0.14084686,0.14814815,0.11750279,0.21602116,0.22530614,0.26884481,0.14512794,0.17831698,0.16971867,0.42741958,0.40501174,0.13697092,0.19964307,0.20789908,0.28470575,0.19846333,0.24127084,0.33102098,0.21796637,0.31100726,0.12584911,0.19283196,0.17724835,0.16109568,0.13484993,0.21961143,0.18024755,0.26839949,0.37922001
194,65,2,0.17677798,0.17346582,0.22233699999999998,0.34050206,0.30072062,0.25297843,0.14261492,0.17042221,0.1454335,0.21267063,0.23036089999999998,0.25062510000000005,0.15923589,0.18995833,0.19259283,0.47241817,0.43840175,0.16388676,0.19158866,0.23659126,0.26664005,0.22303073,0.27143056,0.33444253,0.27845472,0.34670662,0.1486947,0.21099159,0.23330141,0.16482138,0.17075592,0.22310963,0.20732336,0.27399749,0.37287156
195,66,0,0.19576638,0.19724103,0.24235234,0.3706868,0.27622685,0.26919972,0.15554447,0.19320316,0.17741189,0.2506172,0.26153099,0.25524254,0.18378899,0.20773625,0.23957039999999996,0.49150677,0.46410817,0.1943937,0.20451209,0.26967463,0.25620438,0.25358342,0.30632629,0.34587379,0.32875097,0.37800198,0.17529941,0.22418874,0.29058998,0.16127766,0.18954264,0.23245251,0.23135637,0.28556595,0.37264735
196,66,1,0.20438731,0.21722356,0.25819484,0.38955993,0.26492037,0.28895616,0.17638952,0.21539082,0.20575422,0.29072562,0.28894643,0.27501806,0.20628286,0.2239145,0.28077557,0.51147714,0.47141932,0.22066104,0.22037174,0.28964794,0.2691948,0.28400052,0.33121992,0.36090667,0.35813035,0.4005828,0.19682648,0.24025129,0.35596207,0.15566517,0.19911863,0.24266186,0.26789214,0.30260826,0.37393357
197,66,2,0.21065391,0.24747034,0.28115571,0.4145584,0.24919651,0.31406402,0.20824191,0.22501584,0.23431095,0.31242244,0.31345417,0.29502139,0.22351034,0.24480441,0.32235458,0.54054035,0.45908833,0.23788439,0.24609065,0.30912557,0.29005474,0.29755294,0.34996861,0.39736142,0.3755102,0.42805146,0.20187011,0.25436138,0.41462025,0.1526961,0.2103065,0.25668694,0.28827820000000004,0.32839746,0.388725
198,67,0,0.22029482,0.28117493,0.30611608,0.43696066,0.22313179999999996,0.3392206,0.24497235,0.21903692,0.26489152,0.32465548,0.32893133,0.30405068,0.23706625,0.27097728,0.35525282,0.57809678,0.43538985,0.24907608,0.27712304,0.32705897,0.31145073,0.31009168,0.35584153,0.44072189,0.38044168,0.45298548,0.19029808,0.26511796,0.46282923,0.15446796,0.22555979,0.26789731,0.30340382,0.37066465,0.40708596
199,67,1,0.23326813,0.29891534,0.32819739,0.45764439,0.21717951,0.34739736,0.27650739,0.20424515,0.2876683,0.31992685,0.33719048,0.29165416,0.24471609,0.29537572,0.38771385,0.61613995,0.40536799,0.25217209,0.29868678,0.33476106,0.31983919,0.31741348,0.35234707,0.48478703,0.37050691,0.47826589,0.18024859,0.2783151,0.48338282,0.15478402,0.22773543,0.27687961,0.30293966,0.39362098,0.40952269
200,67,2,0.2522216,0.30880833,0.34553311,0.47077272,0.21647329999999998,0.34670842,0.29650014,0.19112954,0.30181803,0.29894847,0.34836273,0.2602656,0.24559236,0.31010216,0.41743759,0.65330135,0.36401911,0.24702601,0.30869419,0.33527579999999996,0.31836793,0.32057722,0.34237288,0.51423426,0.34017595,0.49546404,0.18554913,0.29964747,0.49032659999999995,0.16508955,0.22207399999999997,0.2971261,0.29118102,0.41400404,0.39418845
201,68,0,0.26663406,0.30545243,0.36130401,0.470116,0.21130648,0.35005567,0.30845045,0.1910201,0.29934825,0.26795115,0.35846146,0.23174418,0.23677708,0.30731281,0.42758839,0.65576326,0.33473403,0.23713827,0.30822951,0.33436706,0.31002509,0.32144241,0.32386831,0.53893674,0.30428512,0.49429844,0.20026824,0.32347465,0.4866871,0.18132363,0.21664285,0.31766859,0.27208428,0.41654346,0.36235176
202,68,1,0.27428392,0.28750091,0.37675275,0.45877371,0.20019457,0.35743215,0.31200471,0.20451587,0.26835606,0.25090458,0.36886767,0.22255932,0.22935506,0.29173948,0.43002154,0.62032308,0.31244434,0.22073077,0.30146811,0.33749365,0.29121236,0.32150697,0.30680756,0.55424366,0.27144054,0.48145481,0.21493445,0.35785953,0.47439422,0.20407049,0.21133873,0.34004628,0.23459810000000003,0.4010248,0.26268216
203,68,2,0.2725234,0.26812987,0.38402455,0.44148407,0.19330547,0.34173974,0.30388975,0.24186971,0.24431867,0.25897721,0.38540217,0.22997166,0.22719068,0.2594838,0.42096059,0.56653499,0.29368472,0.20489506,0.29003973,0.34349263,0.26420506,0.32217199999999996,0.29281579,0.55087692,0.24794422,0.45753244,0.22069213,0.39416072,0.47038119,0.23083996,0.20154836,0.36336042,0.20842113,0.38288771,0.20784707
204,69,0,0.26149225,0.27286161,0.38091537,0.41846805,0.17155005,0.3213222,0.26400399,0.28814584,0.219115,0.27107308,0.39566812,0.25673168,0.22594637,0.23056862,0.39953745,0.49469526,0.26899846,0.20044627,0.27726446,0.34066472,0.24435447,0.31830449,0.2954035,0.51843877,0.25787899,0.42973939,0.22232423,0.39322065,0.47068288,0.2681927,0.20234239,0.37337065,0.22139542,0.3715337,0.17511948
205,69,1,0.25554702,0.32461236,0.37887497,0.38689008,0.15033509,0.30231037,0.21979327,0.33511894,0.20620015,0.26654040000000007,0.40572369,0.27383453,0.21975114,0.2154053,0.37808263,0.47430869,0.26462635,0.21296981,0.26558691,0.32695094,0.22772012,0.30685692,0.30296436,0.47429533,0.26859776,0.39573345,0.21520269,0.36182771,0.46956709,0.30317977,0.20574083,0.37396803,0.26859943,0.38779725,0.19838929
206,69,2,0.25688836,0.37665429,0.38614165,0.38466826,0.14935505,0.29406402,0.19794179,0.37041069,0.20035160000000002,0.25474495,0.41040082,0.28075235,0.21408167,0.22678451,0.36042959999999996,0.49240971,0.28729658,0.23275225,0.27250993,0.30971022,0.22659672,0.30194344,0.31279905,0.44794081,0.27136274,0.39226413,0.20911255,0.328175,0.46431855,0.33344507,0.20462125,0.36623433,0.29476903,0.41569699,0.24031506
207,70,0,0.26073075,0.41008954,0.39689082,0.38666298,0.15941486,0.28590814,0.18633602,0.40521283,0.19624389,0.24968323,0.40120300000000003,0.28431961,0.20940238,0.25510149,0.34290964,0.51638685,0.32656465,0.25779234,0.28573641,0.29892603,0.23631957,0.29948993,0.32983888,0.42975258,0.26746663,0.39278095,0.21384261,0.30463708,0.452313,0.36331769,0.20303319,0.35106291,0.3184926,0.451768,0.27121364
208,70,1,0.26483862,0.43303487,0.39571465,0.37818081,0.20798443,0.27052888,0.18568320000000002,0.44010138,0.19299374,0.25274639,0.38000216,0.28108018,0.20871889,0.28040731,0.31242555,0.54383465,0.36460206,0.28517537,0.29181090000000004,0.29262837,0.24465671,0.29788223,0.35072191,0.41878328,0.25662218,0.38340114,0.23481431,0.31336889,0.42366153,0.38323915,0.20371606,0.33279694,0.34084580000000003,0.48053678,0.29235943
209,70,2,0.26842252,0.44129723,0.37959601,0.36565396,0.23182244,0.25562283,0.18538399,0.45969702,0.19028385,0.26089739,0.35504666,0.27122854,0.20760603,0.29435408,0.28974781,0.56010863,0.39414622,0.30864654,0.2890565,0.27881291,0.24968636,0.29229726,0.35319802,0.4097792,0.24062481,0.37036508,0.25651517,0.33734972,0.39693995,0.3821473,0.20461331,0.30597923,0.34690194,0.49271469,0.30119181
210,71,0,0.27171999,0.43480381,0.34911787,0.34802062,0.24472869,0.23228949,0.17920936,0.4588215,0.18290884,0.27392724,0.31990613,0.25830416,0.19337539,0.29109423,0.25511342,0.56764955,0.40724638,0.31893871,0.27498148,0.26124174,0.25480155,0.26916322,0.3344563,0.39490291,0.21493207,0.3505993,0.26199705,0.35973063,0.35067522,0.36533857,0.20033349,0.2707766,0.33922493,0.48502872,0.29886719
211,71,1,0.26378371,0.40401107,0.32094605,0.31094949,0.22113569,0.20279749,0.15832804,0.42295375,0.17393019,0.27640912,0.27906889,0.24341835,0.17685769,0.25843527,0.21843873,0.5339588000000001,0.38618735,0.2977268,0.25464341,0.24627605,0.25420278,0.23764205,0.30320151,0.37050579,0.19777365,0.30926985,0.23170879,0.34710296,0.30184848,0.32566804,0.18918533,0.24280179,0.30929787,0.43145266,0.27919051
212,71,2,0.22965628,0.35228944,0.28206597,0.27264469,0.18225841,0.18389005,0.12608577,0.37137838,0.15509819,0.24891908,0.23583644,0.22335389,0.16052401,0.22268449999999998,0.17426182,0.49541479,0.34202899,0.25210236,0.22101152,0.22644891,0.23757413,0.20354468,0.26414871,0.33159255,0.17829314,0.2685177,0.18914579,0.31188647,0.24597261,0.28163011,0.17098618,0.21476239,0.26288219,0.36805751,0.24684052
213,72,0,0.18001956,0.29404528,0.23422143,0.23449334,0.1255819,0.16880306,0.09304560699999999,0.29899199,0.13073493,0.20218797,0.20598802,0.19801078,0.13590957,0.16096249,0.13678875,0.46484904,0.28054409,0.19995816,0.1842481,0.19593925,0.21242587,0.16518595,0.20540559,0.28792671,0.15764558,0.23236199999999999,0.14224187,0.26262316,0.20221243,0.22555311,0.14827696,0.18258436,0.21600236,0.28737176,0.20582335
214,72,1,0.12732989,0.23461454,0.1785886,0.19675321,0.095171867,0.15739039999999999,0.064757458,0.20815045,0.09260783800000001,0.14479786,0.19409829,0.16582764,0.10442517,0.11775104,0.094981625,0.42858352,0.20693061,0.12523534,0.13417739,0.16467336,0.17180657,0.12905475,0.14094999,0.24280457,0.13690825,0.19292939999999997,0.09223620099999999,0.16932116,0.12958050000000002,0.18299971,0.11511831,0.15494860000000002,0.15348118,0.19765696,0.13618503
215,72,2,0.11541149,0.18045425,0.14009205,0.16890075,0.092051596,0.17567850000000002,0.050305558,0.13849433,0.071952663,0.11896022,0.20877704,0.13496694,0.082654224,0.10348837,0.095209733,0.36065886,0.17195369,0.090663134,0.11394707,0.14698144,0.16190693,0.1171875,0.108635,0.23026151,0.1046442,0.16212888,0.07969322599999999,0.091430896,0.09895125,0.13733359,0.10041289999999999,0.13785049,0.13775879,0.15173301,0.09369284300000001
216,73,0,0.12987285,0.14158841,0.13312196,0.18687166,0.0939252,0.23233125,0.075247076,0.12448016,0.082612126,0.13553001,0.23756811,0.14096238,0.088626008,0.15416051,0.12390065,0.28417748,0.14936442,0.10163866,0.11790693,0.16170564,0.21131387,0.12399923,0.15517891,0.24095678,0.13314979999999998,0.17899714,0.11060108,0.085986622,0.14042237,0.13209463,0.10450214,0.14575104,0.14268032,0.16684537,0.086772081
217,73,1,0.20505799,0.15228216,0.17673741,0.23402688,0.10229877,0.29834377,0.13075528,0.1976211,0.10281279,0.17342434,0.28578519,0.19564372,0.12197687,0.21527759,0.20246483,0.27402652,0.1786495,0.15630012,0.16051586,0.19686706,0.28930201,0.17643337,0.24355165,0.25656906,0.22102460000000002,0.2323565,0.18303676,0.19209979,0.29719854,0.14919069,0.14524377,0.17376889999999998,0.18460915,0.20112186,0.16756151
218,73,2,0.23356853,0.17355318,0.19726924,0.25092371,0.11447719,0.31105079999999996,0.14197117,0.2242728,0.11860904,0.18875972,0.30784377,0.21645830000000002,0.13377147,0.23777389,0.20321252,0.33110892,0.18777427,0.17422774,0.19182437,0.22789781,0.31842495,0.19902505,0.2906954,0.26107892,0.2690167,0.2567572,0.20601458,0.23748531,0.38371325,0.16135428,0.15720184,0.19492492,0.19901275,0.21998126,0.19449525
219,74,0,0.2592916,0.20302104,0.21024802,0.26809059,0.12842113,0.31049408,0.13586907,0.250504,0.14743161,0.19977794,0.30934348,0.23872868,0.14865931,0.25157951,0.19901153,0.38121473,0.19498016,0.19292936,0.20606775,0.25834392,0.32661382,0.22601369,0.32068773,0.26825086,0.32158717,0.27641852,0.21964185,0.26895056,0.48031798,0.17435112,0.16877878,0.21748022,0.22626538,0.21983454,0.20709186
220,74,1,0.27518513,0.23245978,0.21721299,0.28461916,0.14932622,0.33565762,0.13927827,0.27752434,0.19066975,0.22369538,0.30704537,0.2591932,0.16417806,0.25730609,0.20944747,0.44642353,0.20745689,0.21907119,0.22022358,0.28671199999999997,0.31715328,0.25603693,0.34392829999999996,0.28039461,0.36830451,0.29448537,0.22942688,0.29252463,0.53941193,0.17895795,0.18962998,0.23816802,0.26326531,0.22352516,0.21171751
221,74,2,0.29142099,0.27243212,0.22249553,0.30204382,0.17271745,0.41267223,0.16024118,0.30279362,0.23265586,0.27204624,0.30404057,0.27722398,0.18502454,0.25937626,0.24072361,0.5092057,0.22442717,0.25366432,0.23575998,0.30716828,0.29986314,0.28618931,0.3643998,0.30658472,0.39768388,0.31322849999999997,0.24345083,0.31279038,0.57915908,0.18117996,0.20824996,0.27679349999999997,0.31043248,0.23945013,0.21172931
222,75,0,0.29718457,0.32144573,0.22357965,0.30911434,0.18681271,0.47181628,0.18276362,0.31695755,0.26094675,0.29644699999999996,0.30412688,0.28648664,0.19858044,0.25951741,0.27113167,0.52990971,0.23725204,0.27441601,0.24413092,0.31457804,0.27851848,0.30737345,0.37463905,0.3261353,0.40163983,0.32011766,0.24956364,0.32971165,0.60516234,0.18571976,0.22710815,0.29511867,0.32583069,0.2631175,0.20862588
223,75,1,0.30230544,0.36875591,0.22263871,0.30896090000000004,0.19357929999999998,0.50878914,0.19392511,0.32040781,0.27900695,0.31047613,0.30383557,0.28694782,0.21103225,0.26639333,0.28868331,0.53506631,0.2466359,0.28380866,0.24233282,0.31779995,0.24952099,0.31614153,0.37505057,0.34433918,0.39761207,0.31935892,0.25455438,0.33621079,0.61507518,0.19621684,0.24421153,0.30765836,0.32654535,0.27650305,0.20012979999999997
224,75,2,0.31464999,0.42356409999999994,0.22092048,0.31057509,0.19652663,0.52487126,0.20187687,0.32156558,0.28764257,0.3103455,0.30113826,0.28256376,0.21574658,0.28519962,0.28280953,0.52319413,0.25239252,0.28262325,0.22504546,0.32403406,0.21958828,0.30870997,0.37191184,0.36734262,0.38799449,0.32008467,0.26699158,0.31438127,0.62211474,0.21375347,0.25416865,0.32333028,0.31925882,0.29905308,0.18199894
225,76,0,0.3302501,0.45900124,0.22039376,0.31732032,0.19097067,0.52764092,0.20358147,0.32766546,0.30055741,0.30868003,0.30077143,0.28263044,0.21403785,0.30022853,0.25368775,0.49595796,0.25363128,0.27520396,0.21600108,0.33125953,0.19498745,0.29314954,0.36968682,0.37976824,0.38336226,0.32678139,0.27992746,0.29225346,0.62647256,0.23467101,0.26250596,0.32934718,0.30561409,0.32512443,0.16745531
226,76,1,0.34629733,0.48841814,0.22448479,0.33499049,0.18352670000000001,0.53091858,0.20449723,0.33512470000000005,0.31636223,0.30056169,0.3036036,0.28839807,0.20775499,0.32133351,0.21064504,0.42243228,0.25106469,0.25982149,0.20399353,0.3465366,0.18780794,0.27605888,0.37396945,0.39316474,0.38276378,0.3438366,0.30017757,0.2950104,0.63403889,0.25422852,0.27033508,0.33099403,0.285869,0.35723395,0.14280489
227,76,2,0.36496437,0.51292859,0.23743288,0.35605475,0.18610651,0.53931106,0.20366307,0.34266459,0.32933711,0.29938606,0.30985057,0.29628827,0.20054329,0.33706143,0.19771892,0.36728979,0.24319488,0.24654487,0.19832312,0.36797789,0.1888344,0.26811725,0.38697775,0.40173818,0.38473876,0.36565868,0.3228267,0.31458917,0.64261086,0.26695719,0.27671113,0.33465368,0.27184852,0.37854249,0.14073397
228,77,0,0.3856085,0.53970299,0.25485042,0.38148898,0.20020898,0.55585943,0.20077070000000002,0.35177121,0.36526027,0.31728822,0.31853051,0.30366728,0.19226253,0.34761393,0.22502218,0.32883747,0.23017569,0.23273133,0.20363661,0.39534825,0.19368157,0.27441245,0.41180163,0.40545725,0.39263271,0.39240708,0.34013752,0.35858266,0.65218849,0.27193755,0.28132444,0.34402885,0.27131806,0.39564123,0.15936633
229,77,1,0.41135951,0.55375992,0.27750447,0.40288467,0.22818332,0.57768267,0.2001088,0.36715627,0.39606379999999997,0.34059173,0.32754491,0.30817358,0.19081668,0.35430165,0.26503612,0.31879938,0.21860578,0.24086884,0.22194087,0.41996059999999996,0.20076414,0.30211131,0.43827858,0.41257438,0.4053923,0.41574665,0.36461521,0.39490193,0.66152667,0.27176516,0.28197554,0.35823691,0.29366389,0.40113766,0.18302555
