,,pid1263b-09,pid5667203-05,pid5667249-18,pid58917-03,pid59340-11,pid6100022-03,pid6100022-06,pid610003b-13,pid9048b-13,pid9049b-09,pid9050b-09,pid9054b-09,pid9055b-09,pid9056-14,pid9058b-09,pid9059b-13,pid9060b-07,pid9061b-06,pid9062b-12,pid9063b-13,pid9065-25,pid9066b-09,pid9068-18,pid9069-09,pid9070b-21,pid9072b-13,pid9073b-13,pid9074g-09,pid9075b-09,pid9079-08,pid9089-04,pid9093b-15,pid9094b-09,pid9097-21,pid9099b-13,pid9101c-03,pid9104b-09,pid9111b-11,pid9116-14,pid9118b-13,pid9133-09,pid9137-19,pid9138b-09,pid9139b-09,pid9149-14,pid9153b-09,pid9157-12,pid9158-15,pid9166l-03,pid9174b-09,pid917506-07,pid9179-11,pid918807-14,pid918821-11,pid918824-07,pid9192b-09
84,1,0.50711092,0.28807902,0.33314464,0.37848288,0.35045816,0.5011702,0.48133486,0.65716781,0.38584662,0.43492404,0.32851971,0.35901251,0.35613592,0.32283833,0.46112193,0.60481862,0.51776265,0.39741723,0.46585422,0.42761599,0.53046762,0.65837989,0.40645738,0.55600432,0.380477,0.37350446,0.37080245,0.36573874,0.34423591,0.47405345,0.64638994,0.51859265,0.76366758,0.58852708,0.43282892,0.58850963,0.47837743,0.52313249,0.4472625,0.64552305,0.48459643,0.53851346,0.54518623,0.27179003,0.48079085,0.38191993,0.42945079,0.71223525,0.41773664,0.40326581,0.47788371,0.50702247,0.34493923,0.64013306,0.42616565,0.59737969
84,2,0.50014757,0.28583726,0.35066785,0.37290463,0.35736515,0.51572788,0.48418125,0.67303255,0.39537722,0.45005579,0.3270736,0.38125741,0.36489704,0.33413596,0.48624925,0.59851805,0.51667672,0.3991333,0.48939986,0.42785456,0.53626992,0.62737787,0.41680492,0.55760259,0.38987189,0.37200708,0.36963444,0.3620219,0.36274427,0.48836136,0.67522418,0.50441043,0.76736508,0.6119281,0.44153846,0.61466595,0.48557331,0.52753407,0.47051586,0.66737047,0.50490632,0.52609386,0.56850341,0.27658753,0.48749106,0.38339399,0.4267036,0.69998312,0.41611344,0.40774089,0.48354641,0.52512008,0.33170338,0.65704648,0.4374903,0.60393047
85,0,0.49557822,0.28560193,0.37459611,0.37212988,0.36949343,0.53362152,0.49000491,0.69193466,0.40474748,0.47661145,0.33076472,0.41024358,0.37235287,0.3405836,0.50954913,0.60132739,0.52006378,0.4109031,0.52045681,0.43014149,0.53654675,0.59456051,0.42520023,0.55609071,0.39260334,0.37760566,0.37391715,0.35404843,0.38529453,0.50865398,0.70076731,0.50295236,0.76757637,0.63672969,0.44991173,0.63776176,0.49469915,0.53703731,0.50256613,0.69110173,0.52501084,0.50841737,0.59439774,0.28228046,0.49679185,0.38875341,0.42197296,0.6906337,0.42050885,0.40789494,0.48912243,0.5457372,0.3220281,0.66419603,0.45013359,0.61041274
85,1,0.49802687,0.28756502,0.40443328,0.37419355,0.38595263,0.54713999,0.49350564,0.70133358,0.41993409,0.50952708,0.34203022,0.45300856,0.38459129,0.34170195,0.52279059,0.61079189,0.52813066,0.42934651,0.55025676,0.43074202,0.53521797,0.56596082,0.43165761,0.55660907,0.38895335,0.38928967,0.38474909,0.34257403,0.40828061,0.52683887,0.71846168,0.51338526,0.76284004,0.65587068,0.45807482,0.65808852,0.50147585,0.55280405,0.52291062,0.71873973,0.53933046,0.49611689,0.61729153,0.28623182,0.50320815,0.39981802,0.42006931,0.68865918,0.42612621,0.40662405,0.49266883,0.55670512,0.31376757,0.66134745,0.45720072,0.61905292
85,2,0.50847736,0.29010404,0.42983081,0.3781589,0.40179806,0.55914767,0.49321937,0.70723886,0.44611205,0.53109604,0.36255891,0.50892693,0.39953427,0.33841536,0.52270072,0.627948,0.54451435,0.4590657,0.5880279,0.42923659,0.5369343,0.53229558,0.43815789,0.57181425,0.37908307,0.40839419,0.40595409,0.32968075,0.4357655,0.54034677,0.73219932,0.53274769,0.75535699,0.67361111,0.47436738,0.67480249,0.50272465,0.57106576,0.55387117,0.74193997,0.55573812,0.4949734,0.63502485,0.29179331,0.50746675,0.41767971,0.42361444,0.69451523,0.43260077,0.40724024,0.4949368,0.56490694,0.30427269,0.64448088,0.46197535,0.63398698
86,0,0.52468873,0.29079762,0.45235975,0.38297648,0.40982884,0.56548773,0.48876166,0.70769512,0.47509575,0.56163419,0.3918047,0.5600395,0.41292135,0.33132867,0.51466447,0.6489499,0.56625011,0.48613278,0.63220664,0.42377427,0.5414632,0.53874166,0.44573799,0.61721382,0.36247684,0.43876226,0.4348207,0.31725015,0.46293406,0.5505777,0.73408524,0.55568738,0.74385069,0.68073063,0.49419084,0.68234256,0.50034931,0.59044463,0.57919852,0.75498774,0.56243582,0.50165965,0.64643799,0.30441962,0.50827305,0.44274795,0.43366847,0.70271707,0.44183841,0.41010552,0.49457566,0.56680461,0.29285036,0.62756747,0.46232009,0.6505566
86,1,0.54626745,0.28905128,0.46927872,0.38535709,0.41335581,0.56640468,0.47727793,0.70165948,0.50538879,0.58736589,0.42652145,0.62033575,0.4216407,0.32237045,0.50164769,0.6629239,0.58843403,0.50198475,0.67013106,0.41687233,0.55090855,0.56961324,0.45273169,0.66197624,0.34093143,0.48588183,0.4670662,0.30281462,0.47994517,0.55663933,0.72597763,0.58150697,0.73048684,0.6761788,0.51278689,0.68266472,0.49720548,0.60942876,0.59192372,0.75918527,0.5643413,0.51185579,0.64797202,0.32067691,0.5052977,0.46739763,0.44833915,0.70934942,0.45308225,0.41718401,0.49162152,0.5639849,0.27348082,0.59954085,0.45846764,0.66521665
86,2,0.57309328,0.2863946,0.47908027,0.38444147,0.41225795,0.56153174,0.46757729,0.69400738,0.53342834,0.60274655,0.46279554,0.67899934,0.42413642,0.31310411,0.47404134,0.6709519,0.61289322,0.50807766,0.69616004,0.40932873,0.56284534,0.60121312,0.45907466,0.69811015,0.31474498,0.53019105,0.50509615,0.29444787,0.4882539,0.55790089,0.70443746,0.60139467,0.71429703,0.66170635,0.52548129,0.67849198,0.49256833,0.62456245,0.60259249,0.75765545,0.56104379,0.52498213,0.64017917,0.33878255,0.49967635,0.48935396,0.4633746,0.71247152,0.46387926,0.42474775,0.4843048,0.5580024,0.25087353,0.56757871,0.45147807,0.6764857
87,0,0.60495852,0.28121749,0.48174533,0.3777363,0.40426176,0.54813553,0.4520939,0.67554849,0.55830587,0.60929534,0.49298182,0.73870968,0.42293555,0.29495943,0.43427951,0.66653332,0.63942084,0.50676894,0.71685445,0.40083909,0.58004186,0.68991456,0.46250715,0.76265659,0.28291838,0.57202921,0.5388851,0.28664405,0.48522424,0.55317774,0.6647222,0.61955262,0.69150453,0.63667134,0.53477091,0.66950986,0.48422845,0.63829597,0.60355919,0.75201659,0.54983912,0.53998253,0.62213904,0.35927873,0.48652577,0.50528662,0.47432916,0.71003291,0.4720135,0.4381807,0.46998194,0.54524402,0.22290163,0.53764993,0.43708524,0.67986813
87,1,0.63967687,0.2740649,0.47331764,0.36588252,0.39077628,0.53135097,0.43583347,0.65488652,0.56799679,0.60350185,0.5144611,0.79223173,0.41867508,0.28013557,0.40719742,0.64920447,0.66305266,0.49954932,0.72410516,0.39237414,0.60011737,0.74737483,0.46095538,0.79722462,0.2523729,0.60704433,0.56385834,0.28072178,0.4710038,0.54363913,0.62395304,0.63051983,0.67060481,0.60165733,0.53789828,0.6561172,0.47119029,0.64508081,0.59264434,0.74391231,0.5316629,0.55966807,0.59619562,0.37340836,0.46760621,0.51384895,0.48349406,0.70548477,0.47576144,0.45324655,0.44869628,0.52669611,0.19902203,0.4999063,0.42014996,0.67461038
87,2,0.67127975,0.26559326,0.45838952,0.35147908,0.37361687,0.50908218,0.41225258,0.62034128,0.56607286,0.58811261,0.52402767,0.82837393,0.41106261,0.26160289,0.35975135,0.6226657,0.67937602,0.48521408,0.71757492,0.37900625,0.62413491,0.81824902,0.45388301,0.82607991,0.22565466,0.63035332,0.5804469,0.27774522,0.45035147,0.52599271,0.56128317,0.63116283,0.64030284,0.56213235,0.53776377,0.63808392,0.45196053,0.64514784,0.57412778,0.73037146,0.50398211,0.57381085,0.56309137,0.38167255,0.44850495,0.51599636,0.49184962,0.7000675,0.4762174,0.47084649,0.42185627,0.49677288,0.17603494,0.45748688,0.39688874,0.65560027
88,0,0.68068081,0.25878747,0.43092482,0.33038456,0.35264523,0.48594883,0.3712498,0.57890003,0.54822303,0.56113638,0.52076128,0.84265964,0.40137212,0.24649374,0.31778011,0.58006182,0.68836508,0.46093777,0.68662528,0.36600856,0.65499563,0.88229667,0.43636299,0.83315335,0.20724357,0.65216493,0.58119777,0.27705891,0.41822016,0.50342313,0.5142276,0.61743344,0.60726296,0.51945028,0.52827238,0.60546905,0.4277181,0.63705221,0.54113718,0.71667889,0.48174391,0.58437227,0.51542615,0.38179578,0.42852925,0.51295723,0.50305497,0.69290355,0.47267919,0.49264423,0.38104009,0.46121022,0.1575864,0.42223576,0.37777299,0.63212879
88,1,0.6652893,0.24969036,0.3905928,0.30580363,0.32742911,0.46198585,0.3327417,0.52882898,0.51363677,0.528195,0.50056631,0.83258723,0.38564596,0.23341588,0.27849011,0.52645695,0.68371111,0.39768591,0.63396949,0.34807502,0.66383195,0.93121291,0.4121353,0.79408207,0.1914753,0.66741905,0.56203679,0.27865515,0.37956558,0.47285343,0.44956088,0.5949194,0.56440708,0.47260738,0.50501892,0.55907034,0.41517771,0.61922246,0.49455137,0.70350469,0.44018849,0.58052887,0.45821317,0.37531422,0.40146723,0.50462238,0.50988304,0.67125137,0.46145358,0.50330432,0.3381654,0.41246033,0.1403627,0.3768928,0.35613203,0.58565679
88,2,0.62380437,0.24188754,0.36328075,0.28218059,0.30175484,0.42680115,0.30472763,0.4760595,0.46678543,0.48419878,0.47056206,0.79605003,0.3687607,0.22688836,0.25460605,0.46320575,0.66441438,0.37221356,0.57131908,0.32651366,0.65694449,0.92312542,0.38168621,0.72827214,0.1768673,0.67126208,0.53051434,0.28223319,0.34672431,0.43897598,0.40379957,0.56813077,0.51671802,0.43010621,0.46198403,0.51431311,0.41092481,0.59465257,0.44996924,0.69364301,0.40768125,0.56227269,0.40209855,0.36170213,0.3785389,0.49153776,0.50941568,0.63954941,0.44496626,0.50027729,0.29329722,0.36684107,0.12869351,0.35044978,0.33143153,0.53170063
89,0,0.57661321,0.23511271,0.33192342,0.25607832,0.27734267,0.39421011,0.27592835,0.41803653,0.41298655,0.44646811,0.41517505,0.73508887,0.35007936,0.22534777,0.23610695,0.40361851,0.63522365,0.35710695,0.5076416,0.30577493,0.64175221,0.89703676,0.34653175,0.63784017,0.16370156,0.66460869,0.48051226,0.28459284,0.31614649,0.39857536,0.36677452,0.52618185,0.46817502,0.38720822,0.40929802,0.46562093,0.4074666,0.56080286,0.39380438,0.68003894,0.35789918,0.53715556,0.35286249,0.34457406,0.35713231,0.46848954,0.49903107,0.5909881,0.42638154,0.49047986,0.24270134,0.30875289,0.11920813,0.32061469,0.30735155,0.46587601
89,1,0.49912002,0.2292482,0.30109401,0.2316946,0.25523859,0.35830932,0.25028628,0.37332325,0.35134943,0.40918376,0.35904981,0.64967742,0.32868301,0.22837189,0.22332984,0.34839531,0.59793157,0.35624892,0.43076569,0.28907535,0.62190922,0.8645129,0.31706951,0.5375594,0.15576505,0.64988567,0.42208379,0.283814,0.29220441,0.35785166,0.34859943,0.47792067,0.40537899,0.35287115,0.3504834,0.42734525,0.40277705,0.51915543,0.34514456,0.66241434,0.30791173,0.51734297,0.31333374,0.32811139,0.33960957,0.43191993,0.48146502,0.54474728,0.40831661,0.47673881,0.20752618,0.26348743,0.11229586,0.30136807,0.28100491,0.40558315
89,2,0.4454137,0.22556354,0.27787177,0.20841668,0.2376556,0.31878439,0.22601014,0.33520616,0.2997506,0.36742769,0.28207229,0.54463463,0.30780878,0.23399788,0.2066432,0.30920084,0.54893562,0.37069683,0.35214225,0.28022376,0.59599818,0.81835772,0.29141876,0.41056156,0.16006768,0.62313196,0.34894392,0.27986582,0.27830732,0.32191264,0.3429694,0.42663467,0.3271943,0.32422386,0.29547709,0.37521669,0.3999214,0.45636404,0.28706389,0.63625559,0.26091372,0.50772651,0.27732098,0.30954572,0.32774226,0.40036397,0.46625858,0.5125559,0.39067117,0.45812986,0.16369809,0.22357192,0.10806115,0.28898988,0.25708007,0.34269567
90,0,0.36015916,0.23030097,0.25428063,0.17006621,0.21568119,0.28367828,0.21925405,0.32000626,0.21796562,0.32458158,0.19203932,0.44015142,0.27293137,0.23436305,0.18005542,0.29447222,0.48159959,0.37988386,0.28754503,0.27574038,0.56373119,0.75255995,0.25967534,0.24541037,0.18989606,0.57812938,0.2420151,0.26583128,0.27732321,0.30429699,0.34869187,0.32005072,0.30967515,0.2940768,0.27339218,0.32742195,0.40216575,0.3064348,0.23670797,0.57223051,0.21247804,0.50436751,0.23743634,0.28445741,0.31548883,0.33804368,0.45542941,0.46450932,0.37040854,0.43233459,0.14798122,0.20703963,0.10614318,0.29043291,0.23167284,0.31388936
90,1,0.30902174,0.24117538,0.24598652,0.14062544,0.20143499,0.30789451,0.24390643,0.36315522,0.21223835,0.31361257,0.17137916,0.40143515,0.27292093,0.23101941,0.17450569,0.31098282,0.44216151,0.38067256,0.28477045,0.26237249,0.54758662,0.75720156,0.24466533,0.21168467,0.22157763,0.55212068,0.21341268,0.26416564,0.27848306,0.31208172,0.36269761,0.28441406,0.32678933,0.26454832,0.29120639,0.30232415,0.40102174,0.26824309,0.24996924,0.51012719,0.2004062,0.49969825,0.21904031,0.27455023,0.30826624,0.31622384,0.45235164,0.43991224,0.36197337,0.41823153,0.1632286,0.25637919,0.10624763,0.293497,0.22910454,0.34600103
90,2,0.29954416,0.2480431,0.24339779,0.13525144,0.1916926,0.32672256,0.25763128,0.38551186,0.22493988,0.33158527,0.18522339,0.35777485,0.28364521,0.23063141,0.17679748,0.32982998,0.42894079,0.3874415,0.28788227,0.25714051,0.5378423,0.76675653,0.24210526,0.20143629,0.25835146,0.54096777,0.2233547,0.27129858,0.27619851,0.30848167,0.3913562,0.27428002,0.34615723,0.24610761,0.31176965,0.29900284,0.39937123,0.26381917,0.28770542,0.48195818,0.2019922,0.4911697,0.2101307,0.26772365,0.30021463,0.31725205,0.45174749,0.42289258,0.35717673,0.414234,0.18353196,0.28586285,0.10621914,0.29067654,0.22355425,0.37373694
91,0,0.29401283,0.26512881,0.2457639,0.14189322,0.18555498,0.34218846,0.26612956,0.40827261,0.23516523,0.36137671,0.200898,0.34089533,0.31731131,0.23315341,0.18061714,0.34632239,0.43238818,0.40279945,0.29122404,0.26185423,0.53811912,0.80228058,0.24555921,0.23547516,0.28544839,0.54270119,0.24108347,0.28598859,0.27688036,0.29325067,0.42415642,0.28185111,0.36531385,0.23136671,0.32190836,0.31540232,0.40078596,0.2735086,0.32595131,0.47620553,0.20808516,0.48871595,0.21278149,0.26255648,0.29430937,0.32697907,0.46704512,0.41974517,0.35862666,0.41466533,0.19793427,0.32031049,0.10671288,0.28748126,0.22164095,0.40337387
91,1,0.29055849,0.29235199,0.25354917,0.15655726,0.17853562,0.36421273,0.26469,0.42799598,0.24609424,0.41315767,0.22492567,0.3285451,0.3374859,0.23790069,0.18824146,0.3695245,0.44996984,0.42010747,0.29796888,0.27633268,0.54792989,0.82592343,0.25963959,0.26412527,0.31330272,0.55282142,0.27405203,0.30289944,0.28372698,0.28849675,0.45880558,0.29740083,0.37641518,0.22303338,0.3296343,0.34990412,0.41429569,0.29483876,0.35115564,0.47897438,0.22296388,0.49780831,0.22696202,0.25852296,0.28918769,0.34163785,0.48910243,0.42843642,0.37068211,0.41930216,0.21147707,0.35045887,0.10827953,0.2873407,0.22463156,0.42911457
91,2,0.30188349,0.3160701,0.26267014,0.20297225,0.17113589,0.40293424,0.26013414,0.44917939,0.26376592,0.47631105,0.25250288,0.32676103,0.35865252,0.24416574,0.20756441,0.40413674,0.4745583,0.45267811,0.32473366,0.29440605,0.56221418,0.8543492,0.28074943,0.32424406,0.35601483,0.56340636,0.30989891,0.32454503,0.30010544,0.29715842,0.49883517,0.31268792,0.38593186,0.21908847,0.34813787,0.39840454,0.43944634,0.33022269,0.39214342,0.47669861,0.25213939,0.51454776,0.252525,0.26071634,0.28439533,0.35808007,0.51711009,0.44607206,0.39125479,0.42467072,0.23034308,0.37957801,0.11208697,0.29248501,0.23724037,0.45672204
92,0,0.37042381,0.39007927,0.26198321,0.26062121,0.16320885,0.44741071,0.26372485,0.46499198,0.29304356,0.56677538,0.30695953,0.35276498,0.38871601,0.25917219,0.22444578,0.46123284,0.51592692,0.48473739,0.35749214,0.31547384,0.57532472,0.8671109,0.30559926,0.40407127,0.41495448,0.57325367,0.37943741,0.36081123,0.33846478,0.32148187,0.54727743,0.31675421,0.38818558,0.21869748,0.36411938,0.47558487,0.49673391,0.38865718,0.43282362,0.46122335,0.34218754,0.52762646,0.28454317,0.27919987,0.28437262,0.37318471,0.53620363,0.46214665,0.42487689,0.42210583,0.2505381,0.41549447,0.11744208,0.30174288,0.30454193,0.46623566
92,1,0.39672493,0.43882215,0.25639868,0.29491478,0.16192946,0.4692254,0.27800589,0.47312641,0.3036341,0.60389666,0.33160407,0.37081633,0.40055762,0.27023017,0.23034002,0.49104464,0.53899853,0.49219969,0.36477351,0.31862455,0.57502574,0.86298019,0.30318221,0.43484881,0.43831279,0.57616729,0.39801438,0.38083745,0.35727541,0.32654349,0.56190256,0.3135845,0.38403028,0.22410131,0.37713325,0.51478101,0.5191861,0.42338572,0.45538272,0.45984525,0.42171562,0.52517272,0.29990182,0.2936581,0.28911955,0.3766879,0.53253311,0.4568644,0.43902973,0.41614419,0.25863489,0.42879964,0.12353779,0.30163981,0.36676722,0.46340127
92,2,0.41891582,0.45769135,0.24426282,0.33026483,0.16531812,0.49468169,0.3107803,0.47864061,0.29963481,0.6437044,0.34228303,0.39486504,0.40743912,0.28287439,0.23359796,0.51811983,0.55548565,0.49096897,0.36806929,0.32091971,0.57388522,0.82918451,0.28898741,0.44936285,0.45707034,0.5716899,0.40347901,0.39550432,0.38168846,0.32980507,0.57106407,0.31285093,0.37845761,0.23768674,0.39836906,0.55434532,0.54093966,0.44209429,0.4701204,0.46946671,0.47506903,0.52143254,0.31077499,0.31265916,0.29822728,0.37633303,0.52193192,0.44113577,0.4461791,0.40805669,0.2606645,0.43329188,0.13071591,0.30018741,0.40419719,0.46387224
93,0,0.43479924,0.49885435,0.23589874,0.34841527,0.17330567,0.50957122,0.33691314,0.48243407,0.29015766,0.65869882,0.34546852,0.40719552,0.41035253,0.29166144,0.23609197,0.53277571,0.56150134,0.47951985,0.36019008,0.3270895,0.57256752,0.78766006,0.2736127,0.43975162,0.46835066,0.56893856,0.40032259,0.40198951,0.39811613,0.33574363,0.57464177,0.31473465,0.37558764,0.25,0.41366961,0.59141674,0.56535674,0.45867282,0.4784779,0.48374087,0.51244837,0.52022552,0.31946984,0.32300173,0.30858421,0.3732939,0.51206028,0.42727196,0.44981762,0.40312717,0.25828097,0.43301312,0.13782757,0.30188343,0.42132207,0.4718188
93,1,0.44976443,0.53983775,0.23042234,0.36176222,0.18915111,0.52116846,0.36356126,0.48668379,0.27685936,0.65360913,0.34446737,0.41978275,0.41326595,0.2969679,0.24187388,0.5419129,0.5548565,0.46273184,0.34510615,0.33809641,0.56951134,0.76382155,0.26691934,0.41941685,0.47645637,0.56993435,0.39060306,0.4015731,0.41738366,0.34802074,0.571175,0.31628328,0.37492737,0.26111111,0.4267087,0.61659124,0.58698804,0.46905489,0.48688813,0.50279414,0.53311198,0.52512507,0.32786402,0.32991867,0.32120104,0.36586897,0.50447986,0.41730656,0.4560186,0.39735038,0.25656194,0.43178017,0.14667679,0.30971702,0.42935448,0.48758349
93,2,0.45676057,0.57387912,0.22903575,0.36849556,0.20635373,0.52183215,0.37522493,0.49335819,0.2598557,0.62008411,0.33925935,0.42146807,0.41555282,0.29568978,0.2509287,0.54287663,0.53415496,0.43382735,0.329639,0.34991774,0.55428584,0.72940627,0.27251859,0.39857451,0.47552977,0.5725603,0.37533546,0.39366903,0.43683397,0.36474407,0.53916058,0.31439957,0.37411744,0.27104925,0.4356116,0.62380149,0.60876779,0.4544202,0.48862817,0.52258073,0.55028411,0.53645676,0.33741793,0.33207919,0.3384853,0.35290264,0.4973326,0.41157708,0.46358745,0.38434876,0.25846876,0.4324985,0.15586783,0.32904798,0.41617685,0.50191814
94,0,0.450311,0.58914417,0.22386465,0.34924637,0.23283195,0.4857305,0.38091772,0.50011081,0.22602654,0.53063256,0.32609267,0.39501646,0.40445261,0.27339123,0.25405932,0.51812892,0.49112299,0.35059802,0.2897371,0.36356532,0.49419216,0.71774246,0.27834668,0.36491361,0.45492708,0.56558973,0.3531154,0.36630938,0.43458456,0.36879029,0.49165203,0.29134215,0.36000528,0.27820962,0.41034048,0.59973153,0.60836608,0.41185671,0.46889885,0.52236579,0.51855275,0.52052728,0.33241087,0.31748953,0.33816732,0.3155232,0.46367098,0.39088684,0.45868138,0.34263267,0.25960997,0.43478214,0.16078618,0.35499438,0.36592261,0.50632814
94,1,0.44268083,0.58071588,0.21910698,0.32332019,0.24292012,0.46152301,0.36869786,0.50312211,0.21524005,0.48277401,0.3121271,0.36938776,0.38685727,0.24768056,0.25002996,0.49453587,0.46575024,0.32529901,0.27756572,0.35945212,0.44771839,0.71869905,0.27143879,0.35511879,0.43386512,0.54659585,0.33604016,0.34189543,0.41528891,0.3574055,0.47413331,0.26832096,0.33914957,0.27331349,0.38686003,0.56309734,0.59062964,0.37975721,0.4474822,0.51599363,0.47592478,0.49884063,0.31432165,0.29686191,0.32490319,0.28478617,0.43224358,0.37432284,0.44229436,0.31265501,0.25681473,0.43389227,0.15972275,0.35872376,0.33079376,0.50222641
94,2,0.43628592,0.55922715,0.21771403,0.29636569,0.24567773,0.41136145,0.34442172,0.50592483,0.20749978,0.43950734,0.28465101,0.33379197,0.35899712,0.23039177,0.24257789,0.44394945,0.45336551,0.30364881,0.27187859,0.3477871,0.40763379,0.72376459,0.26155606,0.34785097,0.40020143,0.51751863,0.30960691,0.31008637,0.38573738,0.34202065,0.44842378,0.24119725,0.3085747,0.26322946,0.35572089,0.50931196,0.54920968,0.32535935,0.43523157,0.51847169,0.38351475,0.47369173,0.29285758,0.26298365,0.30641516,0.25765241,0.4005198,0.3660535,0.41894948,0.28595086,0.25345612,0.4308903,0.15922902,0.35411357,0.28984745,0.49555575
95,0,0.43056876,0.54126208,0.21948225,0.28109593,0.24473548,0.39175618,0.32939637,0.50728057,0.19896678,0.41490859,0.26774265,0.31344305,0.34085878,0.21780461,0.23690833,0.4138649,0.45034905,0.28111458,0.27269104,0.34073708,0.39389208,0.74118964,0.25425486,0.32931965,0.38453791,0.49964594,0.2985525,0.28581894,0.36635034,0.32815889,0.44124064,0.23310994,0.29254336,0.25752218,0.33846154,0.47957352,0.53190988,0.31055336,0.42391247,0.51977394,0.33223797,0.46103391,0.2826962,0.24515732,0.29384376,0.24610555,0.38901808,0.36311704,0.40441364,0.27647693,0.25079812,0.42493996,0.158327,0.34884745,0.22056365,0.49018668
95,1,0.42206408,0.50383329,0.22638341,0.25852233,0.23953147,0.35913894,0.30130051,0.50361747,0.19841454,0.37057763,0.2291831,0.29410138,0.31914916,0.20092663,0.22102307,0.37017911,0.45030596,0.26957878,0.28090749,0.33208292,0.38268611,0.75640803,0.24678919,0.29291577,0.34899686,0.47195545,0.26644604,0.26833745,0.33787431,0.31075863,0.425765,0.22101974,0.26229422,0.25390406,0.31883985,0.42375547,0.49318837,0.28312356,0.40818174,0.51730852,0.27607768,0.4521639,0.2758974,0.2173088,0.27543523,0.23363967,0.37516814,0.36674542,0.3792723,0.27060002,0.24208017,0.4149584,0.15601025,0.34111694,0.18887357,0.4837044
