,,pid1263-10,pid5667267b-07,pid9048-10,pid9049-10,pid9054-10,pid9055-10,pid9058-10,pid9059-10,pid9060-10,pid9061-10,pid9062-10,pid9063-10,pid9066-10,pid9067-10,pid9070-18,pid9072-10,pid9074f-10,pid9075-10,pid9077-08,pid9087-04,pid9088-05,pid9094-10,pid9099-10,pid9100b-14,pid9101-10,pid9103-05,pid9104-10,pid9105-10,pid9111-10,pid9114-29,pid9118-10,pid9137-06,pid9138-10,pid9139-10,pid9153-10,pid9166d-17,pid9167-10,pid9170-10,pid9173-15,pid9174-10,pid917803b-05,pid917807-05,pid9186c-10,pid918805-03,pid9192-10
98,2,0.63443437,0.47657554,0.62505932,0.52288083,0.69337875,0.78231047,0.36467036,0.60866004,0.62633663,0.59414055,0.47166681,0.59301976,0.56314949,0.58352558,0.51041125,0.36004913,0.50041667,0.83398314,0.3540985,0.38406834,0.48613625,0.6965782,0.70460297,0.43660131,0.55136619,0.4843122,0.42504727,0.31384808,0.51333109,0.26520753,0.57794443,0.65063603,0.69542512,0.43928358,0.31819295,0.49619266,0.35919637,0.57480051,0.3773467,0.59881048,0.46156017,0.58650382,0.56846905,0.49556743,0.499994
99,0,0.65974015,0.46362072,0.61945689,0.51837654,0.66812859,0.7746588,0.37123202,0.61827018,0.60668317,0.58820866,0.46743282,0.66434619,0.52928614,0.58851269,0.51041125,0.39571078,0.48497396,0.86022129,0.33225119,0.45151869,0.51533011,0.70656031,0.7160249,0.43338532,0.53262709,0.50493915,0.44362158,0.35012489,0.52386837,0.27036232,0.59064831,0.63234034,0.70886145,0.43342537,0.29418592,0.5053992,0.37157868,0.57731153,0.37715548,0.58108443,0.49288797,0.60484177,0.57620062,0.56423254,0.43667567
99,1,0.67629178,0.45038552,0.54379779,0.50237194,0.66651054,0.74406093,0.4265517,0.59206072,0.58623762,0.58508422,0.45517152,0.74355597,0.50435101,0.60518388,0.50964474,0.43197078,0.47038411,0.88624868,0.30130368,0.5171802,0.51854346,0.65313851,0.71547774,0.40279263,0.50203475,0.44772856,0.44294718,0.38045842,0.54278039,0.26145019,0.61679371,0.63297638,0.71114617,0.40019403,0.26342775,0.47473537,0.37659718,0.57714413,0.36575447,0.56774429,0.5213112,0.60847943,0.5630173,0.65255441,0.34924092
99,2,0.65095514,0.46315555,0.37001055,0.4897216,0.69520971,0.62935634,0.4948951,0.51584034,0.57792079,0.6100797,0.43408796,0.76663531,0.49776462,0.61991451,0.50964474,0.44284185,0.48408854,0.88435195,0.2937713,0.55558557,0.43059707,0.54755479,0.69933657,0.37496286,0.47872876,0.30922729,0.41324846,0.4036218,0.60302888,0.2181713,0.65402836,0.60341381,0.69994016,0.35166418,0.22023746,0.43399524,0.38499496,0.55086212,0.32075384,0.53657593,0.51754357,0.60875571,0.53813748,0.69352731,0.37713171
100,0,0.63682094,0.50284203,0.26096098,0.52288083,0.73153076,0.49422383,0.5674656,0.42383969,0.57648515,0.63842601,0.50976411,0.77842584,0.50474353,0.619141,0.50964474,0.46060969,0.52392578,0.88661749,0.39033742,0.57827833,0.34198414,0.482727,0.68302442,0.3834893,0.50145985,0.3321186,0.37676793,0.42606524,0.62938214,0.19453982,0.70864683,0.60121366,0.68851656,0.34553731,0.20791183,0.38193157,0.39216543,0.56732325,0.30274933,0.4955995,0.51586722,0.63707422,0.52069188,0.7518327,0.4610141
100,1,0.64418636,0.55603772,0.35246507,0.58105324,0.77998723,0.47667518,0.6351242,0.39156383,0.58237624,0.65454628,0.66821049,0.84038884,0.54190007,0.62827385,0.50881157,0.50184544,0.58059245,0.90590095,0.48311179,0.57421145,0.34744966,0.52776949,0.70624444,0.44575906,0.54616627,0.4021936,0.36452162,0.43016456,0.68132975,0.18894544,0.74375871,0.63102934,0.69150846,0.43185821,0.25,0.25668335,0.39382986,0.60058032,0.35072027,0.4855652,0.56548548,0.70096352,0.50954057,0.80508041,0.53406541
100,2,0.64021561,0.59039699,0.49818086,0.63855479,0.77968916,0.58489038,0.68430555,0.44539696,0.55940594,0.64105235,0.81192431,0.86723111,0.55388198,0.61907993,0.50881157,0.54590288,0.61796224,0.92070601,0.58251534,0.55115362,0.49303305,0.58850455,0.73476506,0.49037433,0.61142691,0.44065242,0.40765158,0.40884514,0.7161182,0.18212022,0.74779936,0.63974559,0.73062068,0.52368657,0.25051645,0.33699844,0.36184432,0.62697394,0.42935452,0.48099686,0.60939419,0.7433722,0.50646776,0.82798204,0.59447345
101,0,0.63597741,0.62597336,0.55516741,0.67339115,0.75537577,0.63803821,0.73392268,0.54414655,0.51767327,0.60229125,0.911691,0.86923801,0.56561107,0.61625729,0.50790509,0.58956982,0.65644531,0.94699684,0.70383436,0.561967,0.577731,0.63609662,0.74967512,0.53496732,0.68012402,0.46891452,0.47232447,0.3619233,0.70698455,0.19952339,0.73975084,0.63470924,0.79459283,0.56399254,0.25957832,0.44389103,0.29858776,0.66374644,0.4485191,0.49692768,0.65873859,0.76617666,0.51940328,0.81883276,0.64944494
101,1,0.60155744,0.66373542,0.55401397,0.65767406,0.73872685,0.71112089,0.78845795,0.61231844,0.47283663,0.54469299,0.94556295,0.86058325,0.62360455,0.65451215,0.50692528,0.65239025,0.69609375,0.99936776,0.75740457,0.58173919,0.65093664,0.70279559,0.76150742,0.54968063,0.72437181,0.50631899,0.52952225,0.36464149,0.63967092,0.25343112,0.68823867,0.60549714,0.86172007,0.57432836,0.31086146,0.53946008,0.26463517,0.72440154,0.44528959,0.53247464,0.70806639,0.75860203,0.53402389,0.73700063,0.69054905
101,2,0.48822664,0.64143249,0.42144081,0.58531794,0.68132851,0.66726248,0.76629521,0.57857377,0.41840099,0.47074805,0.82102307,0.73471308,0.65706207,0.67591261,0.49330801,0.62012345,0.6735026,0.93582719,0.72906442,0.55152599,0.59487126,0.66551364,0.67138363,0.47875074,0.6818035,0.51723748,0.47881003,0.32021011,0.5198321,0.31038823,0.58918941,0.47446781,0.81586248,0.50467164,0.30328506,0.55658489,0.26049933,0.70063055,0.35456593,0.54526746,0.66102905,0.65705833,0.52222828,0.57435927,0.64266427
