,measure_number,beat_number,pid1263-17,pid52932-10,pid5667229-07,pid9048-17,pid9050-17,pid9054-17,pid9055-17,pid9056-13,pid9058-17,pid9059-17,pid9060-17,pid9062-17,pid9063-17,pid9064-10,pid9065-12,pid9066-17,pid9067-17,pid9068-11,pid9072-17,pid9075-17,pid9078-09,pid9081-05,pid9088-12,pid9093-17,pid9094-17,pid9097-18,pid9099-17,pid9100b-13,pid9101-17,pid9103-09,pid9104-17,pid9105-17,pid9111-17,pid9116-07,pid9118-17,pid9126-05,pid9128-13,pid9130-02,pid9137-10,pid9138-17,pid9139-17,pid9153-17,pid9162-06,pid9166e-10,pid9170-17,pid9173-22,pid9174-17,pid917509-07,pid9186c-17,pid918722-06,pid918904-04,pid918919-19,pid9192-17,pid9193-02
246,83,2,0.93307664,0.95234162,0.97310409,0.81202492,0.85493274,0.94479456,0.84409674,0.77187263,0.94252377,0.96896359,0.9278784,0.89445538,0.83382988,0.83301731,0.77994453,0.82841792,0.93067062,0.82629905,0.96347866,0.84394148,0.86543049,0.93557789,0.87370286,1.0,0.83123227,0.95013831,0.90301139,0.80888187,0.85816746,0.89838183,0.91234756,0.74245647,0.86243862,0.80448028,0.86812403,0.90440039,0.93622486,0.97701708,0.96368208,0.88985876,0.98082491,0.98704322,0.90512002,0.96379886,0.81671247,0.89956449,0.93592026,0.8883886000000001,0.82109239,0.89610074,0.77567343,0.85487,0.84257447,0.79815361
247,84,0,0.8960004999999999,0.89427604,0.93241978,0.74021847,0.73428251,0.89103857,0.78118065,0.66432966,0.85479689,0.93227786,0.89320828,0.84236708,0.78252093,0.75331825,0.66146646,0.78877482,0.86647772,0.76832803,0.89859621,0.75940978,0.77969306,0.86597311,0.83510504,0.97077761,0.76213363,0.90616356,0.84115572,0.69168065,0.79370618,0.82682601,0.83232554,0.73880101,0.76443737,0.73266047,0.81887865,0.88317166,0.87537549,0.92611475,0.88790334,0.81057162,0.92217723,0.91822484,0.80826497,0.89607294,0.74597566,0.79906198,0.88994304,0.84851736,0.74224288,0.8671452,0.70903192,0.76445479,0.80372545,0.75514154
248,84,1,0.84616818,0.80062774,0.79114818,0.63457615,0.55306428,0.81862869,0.67691574,0.51188929,0.70791559,0.86832194,0.8343466999999999,0.7395585,0.71046276,0.62682733,0.53862888,0.70900892,0.73321706,0.68609403,0.76637754,0.64555458,0.65460867,0.69859473,0.74226778,0.89895988,0.66853924,0.84083978,0.72090342,0.56689036,0.66948989,0.66343527,0.70492039,0.69506846,0.55229269,0.59137178,0.71693911,0.78186203,0.73542976,0.79134094,0.7773432,0.68357883,0.77829061,0.80913958,0.66751747,0.78240498,0.6150831,0.65480737,0.80856177,0.7539435,0.65520046,0.79055904,0.60172037,0.62779718,0.70713923,0.68369946
249,84,2,0.79169047,0.63721814,0.58942038,0.48551052,0.36584454,0.69668515,0.54230236,0.33413821,0.53028666,0.77332961,0.71791721,0.59727433,0.60806523,0.46859747,0.41046109,0.61364291,0.49695648,0.54851891,0.57309975,0.48189321,0.52659886,0.50351635,0.5873281,0.71733531,0.56693193,0.71295837,0.5939433000000001,0.42204678,0.47627528,0.47833284,0.51680217,0.56497408,0.32824538,0.41990276,0.55100761,0.62415512,0.50536578,0.51772275,0.58603157,0.50270958,0.61210297,0.63980138,0.50916135,0.62666787,0.44047245,0.49955109,0.63365077,0.62355973,0.42567693,0.65344607,0.48588244,0.48138016,0.52846996,0.54146043
250,85,0,0.71019749,0.46427686,0.39992340000000004,0.34792814,0.257287,0.57995967,0.43241158,0.23310372,0.29863872,0.66055935,0.6273674,0.47053581,0.51286029,0.39397517,0.33374935,0.56080783,0.38575913,0.41186285,0.39131477,0.34454796,0.37700842,0.41126753,0.41800388,0.56421496,0.47694611,0.55972055,0.49639853,0.33802428,0.34884358,0.33086401,0.41764905,0.46073375,0.20349263,0.26436704,0.39726042,0.48942889,0.39851925,0.3713199,0.43877637,0.37525005,0.43548861,0.47310109,0.41103768,0.46809605,0.32674388,0.31376214,0.49421502,0.47905657,0.27061011,0.49680638,0.3796348,0.39047989,0.38546061,0.42084422
251,85,1,0.58230034,0.31101016,0.18952251,0.22444705,0.1517713,0.47471011,0.34607316,0.13406712,0.16986459,0.51772911,0.53045278,0.30948285,0.39731159,0.32933513,0.24563183,0.50415427,0.27132641,0.27637328,0.23715476,0.22609729,0.23819704,0.3043324,0.2667426,0.34221562,0.35668137,0.41368182,0.39410608,0.25674529,0.23652188,0.26432601,0.31408367,0.31383756,0.14168338,0.17121054,0.26788185,0.34806259,0.30576556,0.26713604,0.25727057,0.28477299,0.27256325,0.26612615,0.37531905,0.29793265,0.22807879,0.17102178,0.36460484,0.34420032,0.17369553,0.36340409999999995,0.28877990000000003,0.35591773,0.25370733,0.33202825
252,85,2,0.40880636,0.17376724,0.12685335,0.08857362099999999,0.067484305,0.31403453,0.22178398,0.10776359,0.077664938,0.36190543,0.40153299,0.13120531,0.24522697,0.26614472,0.19478246,0.48830471,0.20389814,0.17923648,0.14909267,0.1394648,0.14452721,0.22355133,0.11815574,0.21006274,0.19386228,0.28077169,0.24849429999999997,0.21184249,0.17394633,0.21900238,0.24040481,0.19021002,0.16091708,0.12105360000000001,0.15661218,0.24194054,0.23616121,0.18270616,0.12162313,0.19501728,0.17577519,0.10264567,0.38595412,0.18694592,0.15228373,0.088026801,0.23356177,0.27650144,0.085031958,0.28891659999999997,0.23421112,0.36169318,0.16842792,0.25048662
253,86,0,0.28511986,0.14114975,0.10177036,0.07489211900000001,0.048332586,0.21937862,0.16824723,0.13030422,0.1028378,0.28495606,0.24797542,0.11307908,0.12920229,0.24811915,0.22400763,0.47844191,0.19022412,0.17753977,0.16464848,0.14504189,0.17425402,0.22910146,0.13655615,0.19842331,0.15991963,0.20330520000000002,0.19536082,0.23201421,0.16976388,0.21542458,0.22363652,0.17687758,0.2078567,0.12819866,0.14376838,0.23308352,0.24470402,0.17252569,0.10609722,0.17055222,0.17993958,0.068813717,0.42677758,0.18036472,0.15645858,0.10361809,0.18448736,0.25365770000000004,0.096147589,0.2387554,0.19253754,0.39829259,0.17521199999999998,0.23920805
254,86,1,0.21778661,0.14009251,0.11442676,0.070993951,0.074264574,0.20191581,0.14382802,0.14638541,0.12605157,0.25004882,0.20890686,0.12353612,0.12834729,0.25633372,0.23540475,0.47782788,0.20811895,0.20220573,0.18192764,0.16704389,0.20012152,0.24864098,0.1624652,0.23310219999999998,0.16040813,0.17430314,0.18986706,0.25283726,0.19740511,0.23856888,0.22339939,0.18071913,0.24859257,0.14277186,0.15486075,0.24450356,0.27935544,0.16647244,0.12322252,0.17190398,0.21154492,0.069394057,0.45706472,0.18547441,0.16893077,0.14749079,0.18106088,0.26452803,0.11257408,0.23949145,0.18240398,0.42659423,0.23519606,0.23555976
255,86,2,0.18000248,0.14394152,0.14890629,0.084756703,0.091405082,0.21653643,0.18961512,0.16663398,0.15733218,0.23551402,0.17813066,0.14344492,0.15709123,0.29050706,0.26670133,0.48718219,0.24163251,0.25546129,0.20052499,0.21117294,0.23685809,0.28521104,0.22105796,0.28274723,0.17815947,0.18452373,0.1990369,0.27479522,0.26331695,0.26323486,0.25722392,0.22319553,0.29112663,0.18202966,0.19678689,0.26619732,0.34070732,0.18710852,0.16726498,0.20152149,0.23845089,0.07652184,0.48661501,0.19726459999999998,0.19068185,0.19554439,0.20023139999999998,0.31123836,0.13410227,0.25042278,0.17984607,0.45458544,0.28767123,0.2336355
256,87,0,0.17371755,0.15709920000000002,0.18724147,0.11051729,0.11085949,0.24571465,0.23493412,0.19591597,0.19125612,0.23918957,0.18098318,0.16400663,0.18454826,0.32913328,0.29283238,0.51617577,0.27470132,0.30572641,0.22529103,0.25259472,0.26967909999999995,0.30895751,0.2796929,0.32341093,0.20100851,0.20199305,0.21743082,0.30720418,0.31938915,0.28989757,0.30547087,0.25142895,0.33389584,0.21911502,0.23704809,0.28782619,0.41500184,0.21565105,0.20819248,0.27779596,0.25371334,0.09021646400000001,0.51378001,0.21321657,0.21412773,0.23658961,0.22733179,0.33945709,0.15026148,0.26242472,0.18203426,0.47881257,0.33950859,0.25601468
257,87,1,0.1826978,0.17619559,0.21096264,0.13735669,0.12609865,0.26158306,0.2635749,0.21150688,0.21940363,0.24872367,0.20734153,0.17486786,0.20840899,0.35963668,0.32217889,0.56473184,0.30446499,0.34366207,0.24636499,0.28001751,0.29895585,0.32678637,0.31108579999999997,0.34858016,0.22661519,0.21723526,0.23469208,0.33367216,0.36840197,0.31859412,0.33169885,0.27154726,0.36411923,0.25439719,0.27219555,0.30628643,0.45244503,0.23712875,0.24091354,0.32048857,0.26500021,0.10765769,0.53975995,0.23244561,0.24029577,0.264067,0.24911,0.35773809,0.16152237,0.2731918,0.18420735,0.50693959,0.38649706,0.27975085
258,87,2,0.19483294,0.20320476,0.23573070000000002,0.18250429,0.14467115,0.27811949,0.31386096,0.22773515,0.24626909,0.26127075,0.25493532,0.18136594,0.23635082,0.38864762,0.35453285,0.6064089,0.33638266,0.38024037,0.26600091,0.30780293,0.32881768,0.34375356,0.33462415,0.37093446,0.24264891,0.24388254,0.24944384,0.36549887,0.4077605,0.35288005,0.35814702,0.28139705,0.40203334,0.29906456,0.30827279,0.31809579,0.48652693,0.2488549,0.27874703,0.36147784,0.27371711,0.12724804,0.57041173,0.26833979999999996,0.27021987,0.28707538,0.29205233,0.36218048,0.16921557,0.2826571,0.18662944,0.53311991,0.44490831,0.30362049
259,88,0,0.20555211,0.22407698,0.24840412,0.21417351,0.16143498,0.28932443,0.33841886,0.23664599,0.25875108,0.26939601,0.28347348,0.18186341,0.25430586,0.39492324,0.38007454,0.61153219,0.36766373,0.39640156,0.28044396,0.31831312,0.34721409999999997,0.35133115,0.34697545,0.37455011,0.24889694,0.25903256,0.25804395,0.38789105,0.42076719,0.37629899,0.37715108,0.28738535,0.39990317,0.32168749,0.32579787,0.31768485,0.50404806,0.26206199,0.30220701,0.37940838,0.27955985,0.14309877,0.5769446999999999,0.30021667,0.29038084,0.29724623,0.31298505,0.34704826,0.17199884,0.28838737,0.18782917,0.54066744,0.47177647,0.32228463
260,88,1,0.21017265,0.23331131,0.25427696,0.22370678,0.16520927,0.29207209,0.34824896,0.23893805,0.2579516,0.27337843,0.29780724,0.1800912,0.26490965,0.38809713,0.3876235,0.60187086,0.37935816,0.39336161,0.28884387,0.32253345,0.34953193,0.35400484,0.34641019,0.37067855,0.24442168,0.26546564,0.26298155,0.3950755,0.42151664,0.38361787,0.38791497,0.29562009999999994,0.38422436,0.33267893,0.3381876,0.30950913,0.50852606,0.26168973,0.30805279999999996,0.38971328,0.27925565,0.14948406,0.56182012,0.31346935,0.3042272,0.29703853,0.32351371,0.32505691,0.16958164,0.28804672,0.18765563,0.52619325,0.47637168,0.33015961
261,88,2,0.21234629,0.23752375,0.24939995,0.21847071,0.15750374,0.28675321,0.35008669,0.23079940000000002,0.25122443,0.27652392,0.30724450000000003,0.17772826,0.2644513,0.36480519,0.37628705,0.57740574,0.37315776,0.3718982,0.29171422,0.32235838,0.33704262,0.35029208,0.31050367,0.35813109,0.22447999,0.2722108,0.26321215,0.38548308,0.40667258,0.39155285,0.39281843,0.30802207,0.3596376,0.33672226,0.34262022,0.2997437,0.50020659,0.256818,0.2937631,0.3992241,0.26203164,0.14153154,0.52493163,0.31651169,0.29939798,0.29005695,0.31786223,0.29937526,0.16086578,0.27432934,0.18591262,0.48919286,0.44461115,0.32380846
262,89,0,0.21225935,0.23986124,0.22841093,0.20775481,0.14306428,0.27706705,0.34408807,0.20630991,0.24338807,0.27906263,0.30900388,0.17732408,0.25613927,0.33972108,0.35274744,0.5167706,0.35151304,0.33740544,0.28880393,0.32046392,0.32017643,0.34196688,0.27960009999999996,0.34718508,0.20391585,0.28032485,0.25963104,0.36466002,0.38281086,0.39988866,0.38628049,0.32363419,0.32881942,0.33668533,0.34176613,0.28884275,0.48772181,0.25154164,0.27449364,0.40458265,0.24325515,0.12288773,0.47884382,0.31347838,0.27676351,0.27979229,0.30158419,0.27871762,0.14963974,0.24701016,0.18254735,0.44395938,0.39094006,0.29699127
263,89,1,0.21098000000000003,0.24574213,0.20062133,0.19331949,0.12020927,0.26029115,0.33424931,0.18793666,0.23414722,0.28205468,0.31079559999999995,0.17859882,0.24418687,0.31513242,0.30869301,0.43659215,0.32263888,0.29136797,0.27775051,0.31946355,0.30992619,0.3296248,0.22898844,0.34038303,0.1747006,0.2923186,0.25178378,0.32334945,0.3547667,0.4175772,0.36648035,0.3455337,0.29763469,0.33473445,0.33855518,0.27788772,0.47193157,0.24803755,0.24627741,0.41194157,0.22613603,0.09597331099999999,0.41810240000000004,0.31353254,0.24844916,0.26288777,0.28325917,0.26498932,0.13582220000000003,0.21252509,0.18710481,0.38501488,0.30658839,0.23434737
264,89,2,0.21347659,0.25929627,0.17844072,0.18206193,0.11029895,0.24586589,0.32343099999999997,0.18298483,0.22874532,0.28700656,0.31502587,0.18294124,0.23632437,0.31103431,0.27799445,0.38673127,0.31247929,0.22924708,0.26679411,0.32250844,0.31443809,0.31151716,0.19180798,0.34432062,0.16496218,0.30144691,0.24649349,0.29552946,0.333242,0.43631977,0.33952405,0.39694936,0.27970122,0.33126962,0.33604696,0.27517329999999995,0.45269071,0.25077284,0.22205615,0.42665939,0.22245416,0.085188921,0.38184442,0.32222623,0.2136435,0.24772529,0.25924706,0.25678643,0.12578152,0.18752357,0.20238437,0.33734316,0.25801986,0.20521662
265,90,0,0.22326419,0.27583216,0.16123925,0.19489934,0.13247384,0.24827956,0.32079577,0.18884367,0.22865889,0.29621286,0.32130013,0.19387501,0.23425297,0.34143984,0.28620211,0.39494387,0.35296939,0.21164369,0.2609507,0.32860448,0.32976282,0.31236616,0.21117017,0.35366518,0.19814844,0.33295978,0.24832474,0.30312839,0.33902812,0.48112381,0.32394140000000005,0.42742257,0.27712843,0.32477076,0.34013363,0.29766733,0.44857006,0.26529093,0.21635703,0.44562042,0.25039861,0.12651098,0.3090474,0.335831,0.21213846,0.24207705,0.24747241,0.25679646,0.12713539,0.18064359,0.21805629,0.28595266,0.26220918,0.24267838
266,90,1,0.23635573,0.29178987,0.16516299,0.21471518,0.14936472,0.25335896,0.32752254,0.19932341,0.22937194,0.30573302,0.32777490000000004,0.20531661,0.23211106,0.38183375,0.32457965,0.42274777,0.38732886,0.21782962,0.26023168,0.34029636,0.34041811,0.31659845,0.24444444,0.36414892,0.22260479,0.35436556,0.25544628,0.33851771,0.36070594,0.51615202,0.32453421,0.46775223,0.28757867,0.31552096,0.34971242,0.32135094,0.44880457,0.28247957,0.23573125,0.47143117,0.28816137,0.16163395,0.28388028,0.34286359,0.22297474,0.2398861,0.25655037,0.26228177,0.13171412,0.18960399,0.23057421,0.26717759999999996,0.31138653,0.27750403
267,90,2,0.24748478,0.31351284,0.17958124,0.2363185,0.16381913,0.25708974,0.35406553,0.21283063,0.23166235,0.31814758,0.34170763,0.22033371,0.2286558,0.41724264,0.35466285,0.45884102,0.41922909,0.23288795,0.25988929,0.35950982,0.35279491,0.32247805,0.27650384,0.37384844,0.2538607,0.37597702,0.26560635,0.36889371,0.39825933,0.54659293,0.33976118,0.50344942,0.32272633,0.30317558,0.36084804,0.35727649,0.45280238,0.30135955,0.25666294,0.51140207,0.32068979999999997,0.19334316,0.2760787,0.34671843,0.23787462,0.24294807,0.27678889,0.27138717,0.13864614,0.20069347,0.24152267,0.26225585,0.38845401,0.31372004
268,91,0,0.26056391,0.33139506,0.19126734,0.25738016,0.17562779999999997,0.25731031,0.38046117,0.22551663,0.23636559999999998,0.33257777,0.36298836,0.23591046,0.2242045,0.44481008,0.38049922,0.49744795,0.44421383,0.25112761,0.25924446,0.37962986,0.37231649,0.32754666,0.29665064,0.37999009,0.26599433,0.39116959,0.27851329,0.3920754,0.43304054,0.56794834,0.3547002,0.53617573,0.3521267,0.28969783,0.37376751,0.39218549,0.4581849,0.31693777,0.27484286,0.54973632,0.34648387,0.22236015,0.27984655,0.35484337,0.25329145,0.25240201,0.29036134,0.28204691,0.14737943,0.21862035,0.25143741,0.26705471,0.43783431,0.3435404
269,91,1,0.26945721,0.34614686,0.20168525,0.27699738,0.18472347,0.2547517,0.3998353,0.23553061,0.24169548,0.34493653,0.38012937,0.25009846,0.22201851,0.46001590000000003,0.39723522,0.55177012,0.4638964,0.26427006,0.25959256,0.3965362,0.39150052,0.33219712,0.30937315,0.38169886,0.2755988,0.39969501,0.28962968,0.40737195,0.46072206,0.57987678,0.36797087,0.5643161,0.37748115,0.27817096,0.38688159,0.4186376,0.46286391,0.32740147,0.28872049,0.57580166,0.36208199,0.24263325,0.28866606,0.36657037,0.26525324,0.26739698,0.3011659,0.28958795,0.15708889999999998,0.23357868,0.25966951,0.27528779999999997,0.47325506,0.36624214
270,91,2,0.28049932,0.36546626,0.21435016,0.29412296,0.19446188,0.25018906,0.43336512,0.24650063,0.24784644,0.35480541,0.40137775,0.26976889,0.22338475,0.47341122,0.41723002,0.58516742,0.48918636,0.27688936,0.26143004,0.41950106,0.41496017,0.33758252,0.31888973,0.37880964,0.27269934,0.40700759,0.30274688,0.42391197,0.48667902,0.58896229,0.37607554,0.58620231,0.38431427,0.26767186,0.40213631,0.44458143,0.46307608,0.33909525,0.29900126,0.61156574,0.37647379999999997,0.26317015,0.30208903,0.38160152,0.28267897,0.28717588,0.31277145,0.29226542,0.16701917,0.2506296,0.2704897,0.28907645,0.49999275,0.38562928
271,92,0,0.28853559,0.37494838,0.22008682,0.29893473,0.19812407,0.24772498,0.44594313,0.25287427,0.24868914,0.35422653,0.40908797,0.28027775,0.2259145,0.47494036,0.43208528,0.57711791,0.50270341,0.28359844,0.26123031,0.43040515,0.43502183,0.34232168,0.32001181,0.37113257,0.26293728,0.40578764,0.31475176,0.43729399,0.49192522,0.58363272,0.37948848,0.59556693,0.36670586,0.25711121,0.41022314,0.45349252,0.45315972,0.34488954,0.29857522,0.63229678,0.37615911,0.27292265,0.31803403,0.39360838,0.29383589,0.30199665,0.31481844,0.28948767,0.17309704,0.26849565,0.27961216,0.30450783,0.49907951,0.39146877
272,92,1,0.28664762,0.37559263,0.22045279999999998,0.29302158,0.19477578,0.2474666,0.44244105,0.25387934,0.24379141,0.34247454,0.40751617,0.28135558,0.22700749,0.46072543,0.43185127,0.54416195,0.48979681,0.28405797,0.25172906,0.43085532,0.44223412,0.34523613,0.30776175,0.35956744,0.24374409,0.39860274,0.31878052,0.43748149999999997,0.47140785,0.56184679,0.37822663,0.591413,0.33283768,0.24500585,0.41015828,0.45060507,0.43265698,0.34278547,0.28350328,0.63690368,0.3584211,0.27205369,0.32744607,0.38941049,0.30050386,0.31009715,0.30985226,0.28221739,0.1753283,0.27871525,0.28309817,0.31395033,0.47642966,0.38443913
273,92,2,0.2759533,0.36214587,0.21378841,0.27807168,0.18191329999999997,0.2461873,0.41630548,0.24852303,0.23190003,0.31537174,0.3988163,0.27253601,0.22394888,0.41987889,0.41159646,0.49428188,0.44475451,0.27838812,0.23522598,0.41392397,0.43046492,0.34537552,0.26734159999999996,0.34025095,0.21938229,0.38436769,0.31200488,0.41721109,0.42375695,0.52055374,0.37101965,0.57134787,0.25149734,0.22999569,0.38906547,0.43487006,0.40393528,0.33179574,0.25588071,0.62259805,0.32464440000000006,0.26011327,0.333622,0.37222172,0.30098809,0.30830151,0.28924884,0.27378386,0.17349797,0.28565606,0.27906889,0.31764972,0.42895557,0.36448473
274,93,0,0.25585642,0.33672256,0.19833177,0.25834612,0.14784753,0.24347114,0.37028433,0.23756527,0.21508211,0.27540103,0.38293661,0.24730024,0.21359189,0.3653618,0.36421390000000003,0.39803320000000003,0.38722421,0.27030046,0.20324698,0.37465925,0.39384086,0.34053499,0.23106387,0.32101701,0.19200284,0.36757926,0.28987385,0.36916017,0.34341204,0.44130048,0.35927337,0.53541805,0.20728266,0.2053111,0.34546359,0.40891542,0.36349931,0.30139192,0.21399637,0.58711281,0.28147946,0.23603848,0.33939532,0.3404893,0.29180736,0.29518258,0.26495194,0.26665396,0.16764091,0.28521808,0.26387988,0.31984219,0.35596144,0.33252878
275,93,1,0.23734940000000002,0.31084497,0.17198059,0.24199693,0.11658445,0.24389337,0.31828190000000006,0.20835683,0.19047105,0.23596736,0.36445019,0.21997098,0.19561040000000002,0.27654291,0.25983706,0.32315072,0.30422081,0.26149876,0.17987332,0.30762786,0.34716909,0.32738193,0.17711128,0.29110946,0.1534116,0.35232995,0.25668068,0.27972959999999997,0.26791845,0.3359709,0.3098916,0.46621693,0.13846739,0.16943812,0.30287796,0.37396317,0.3159946,0.26314639,0.17950133,0.52209493,0.22796123,0.19938707,0.34700699,0.30789925,0.26890459,0.27297822,0.23081168,0.26395644,0.1564846,0.2783016,0.24092658,0.32357392,0.23341306,0.28801513
276,93,2,0.20560179,0.2752705,0.1339348,0.2296741,0.092234679,0.25889211,0.25999479999999997,0.17453975,0.1718741,0.20451248,0.33663001,0.17846409,0.17167915,0.19352254,0.19972266,0.26146023,0.21447632,0.254924,0.16429468,0.20290734,0.30306269,0.29519622,0.13808319,0.25718177,0.12761582,0.32883892,0.22411829,0.22103029999999999,0.20402127,0.26122328,0.26472729999999994,0.3778147,0.14537658,0.11861038,0.24487545,0.33549622,0.27733420000000003,0.20232257,0.1546026,0.40266715,0.18226828,0.15651331,0.36100729,0.27165297,0.24272347,0.25463317,0.18098078,0.25995528,0.14778036,0.26896405,0.22531502,0.33152244,0.14448068,0.24212224
277,94,0,0.1951062,0.24930206,0.11510767,0.22672204,0.09544843,0.27685279,0.23387656,0.15968426,0.16897148,0.19453201,0.29081501,0.15662763,0.15749669,0.14765429,0.17847981,0.15910007,0.19646813,0.2626087,0.16067108,0.17205202,0.28668032,0.25784052,0.11926095,0.24180287,0.11449732,0.32066104,0.19150163,0.19867759,0.18800870000000003,0.22056859,0.2422002,0.29098099,0.17231482,0.10044310000000001,0.20871173,0.30303129,0.26580978,0.17616735,0.15293337,0.29502334,0.16398481,0.11967569,0.37083713,0.26180374,0.22665227,0.24597655,0.16114276,0.25823046,0.14130738,0.26512562,0.21348374,0.33906998,0.11658332,0.21234637
278,94,1,0.191529,0.22244982,0.11888671,0.23914417,0.11212257,0.30975548,0.23121533,0.15760057,0.17960962,0.19824941,0.25441785,0.11686185,0.14909652,0.13111505,0.21346854,0.17924782,0.20844162,0.28677978,0.17963935,0.15342003,0.28462127,0.23838969999999998,0.1296465,0.24998349,0.11166089,0.32479608,0.16902469,0.23015889,0.19754211,0.24360897,0.22053692,0.25799548,0.21118335,0.12257370000000001,0.19651661,0.29469336,0.28455929,0.15673707,0.17099455,0.23821301,0.17164226,0.11139732,0.39866302,0.25464476,0.20169479999999998,0.25020436,0.18341937,0.27685242,0.13409646,0.26946895,0.15651551,0.36529556,0.14348047,0.21076692
279,94,2,0.19513104,0.20668208,0.13843731,0.25692877,0.12637519,0.34633854,0.26016817,0.16288334,0.19860991,0.21028037,0.24548512,0.11786714,0.1649361,0.18637226,0.2349714,0.2641466,0.23987093,0.31985861,0.20138096,0.15978492,0.29808947,0.23738865,0.15553025,0.26559353,0.12503152,0.34141428,0.16776316,0.25047863,0.23366911,0.27607631,0.23628049,0.24346006,0.25078498,0.15647117,0.21192268,0.29615331,0.32382271,0.16180303,0.19678726,0.22227678,0.19319851,0.11278610000000001,0.44153753,0.25000451,0.21355189,0.26551424,0.21294055,0.30305552,0.13820453,0.28261451,0.14726477,0.40633165,0.17687178,0.2186419
280,95,0,0.20488138,0.20460889999999998,0.18230488,0.29539587,0.13821375,0.3591757,0.30331137,0.19454318,0.22924229,0.22699819,0.26442432,0.12984765,0.19438519,0.26153282,0.25643959,0.3901372,0.27824191,0.35472605,0.23646998,0.19142178,0.32675863,0.25208764,0.21430018,0.28218590000000005,0.15087457,0.35763529,0.17308058,0.27034442,0.31539205,0.32778355,0.31191565,0.24561345,0.30148005,0.21059758,0.26074641,0.30250138,0.39981463,0.18935826,0.22739209,0.30771655,0.21831075,0.11850415,0.49136281,0.2543649,0.23818872,0.28036181,0.2497686,0.33619799,0.15374201,0.29249954,0.1486305,0.45395809,0.20821918,0.24119904
281,95,1,0.21425909999999998,0.21127447,0.20106392,0.32938521,0.14789238,0.35466978,0.32988037,0.22161891,0.24763757,0.24041707,0.28331824,0.14219089999999998,0.20793301,0.31132791,0.27580170000000004,0.45663437,0.31410133,0.38439731,0.26265122,0.20867825,0.35560781,0.26819316,0.24724542,0.2945435,0.16583675,0.36917512,0.18079897,0.28825619,0.36295431,0.35392666,0.33994749,0.25546989,0.33367453,0.25377562,0.29232615,0.31085012,0.45225519,0.20903941,0.24781394,0.34917258,0.23439139,0.12558771,0.53292312,0.26644398,0.26663395,0.29106868,0.28413136,0.35557205,0.16590936,0.2966908,0.15381423,0.49400466,0.23070957,0.25985207
282,95,2,0.22394734,0.22641447,0.21465657,0.35929403,0.15910314,0.34432821,0.37290222,0.24549555,0.25977384,0.25499372,0.30780078,0.15148720000000002,0.22275892,0.34001468,0.30267811,0.52557805,0.34655969,0.40860375,0.28152248,0.22954233,0.38210541,0.28988684,0.29428837,0.30444114,0.17752915,0.38354493,0.19108789999999998,0.31265173,0.39987106,0.37619507,0.36880081,0.26508707,0.37749499,0.29851683,0.31248919,0.31524078,0.50251817,0.22316905,0.27319458,0.39432018,0.24489154,0.13325316,0.56368885,0.28737925,0.30562099,0.2960268,0.32305981,0.36310306,0.17882626,0.29503011,0.16415906,0.5223451,0.25348264,0.27234303
283,96,0,0.23014532,0.23844057,0.21780577,0.37399115,0.16317638,0.33566297,0.3910801,0.26198122,0.26457793,0.25714186,0.31717982,0.15466888,0.23130013,0.35707994,0.32713642,0.54066008,0.35890817,0.41030753,0.28891235,0.23308116,0.39562987,0.30193748,0.31030963,0.30600958,0.18168137,0.38833251,0.19534726,0.335113,0.40686598,0.39002375,0.38421409,0.27144756,0.37936925,0.33088190000000006,0.33494421,0.31279672,0.53138505,0.22734482,0.27950133,0.41011093,0.24960139,0.13856001,0.57278943,0.30047847,0.32531737,0.29781575,0.33972054,0.35879103,0.18259152,0.2907172,0.16943334,0.53505368,0.25834602,0.27301040000000004
284,96,1,0.23338716,0.24755100000000002,0.21353307,0.36885438,0.15978326,0.32012226,0.39532767,0.27279190000000003,0.25859262,0.24826336,0.32135834,0.15403669,0.23700309,0.36494587,0.33569943,0.54834501,0.35447807,0.39797808,0.28887240000000003,0.22986745,0.39250191,0.30824791,0.32202818,0.29745749,0.17596124,0.38949571,0.19470971,0.34630415,0.40078975,0.39659293,0.39205623,0.27240463,0.36455495,0.35128931,0.34260941,0.30700018,0.55222281,0.22762807,0.27746194,0.41623932,0.24561532,0.13942897,0.56281525,0.30034305,0.33834577,0.29801005,0.34260413,0.34622597,0.18268449,0.28060709,0.17092734,0.52665891,0.25029354,0.26689283
285,96,2,0.23512607,0.25562072,0.19605073,0.34626704,0.14343049,0.29301739,0.38641644,0.26842841,0.24713339,0.22391547,0.31276843,0.15176702,0.22733363,0.33811242,0.31180447,0.53047107,0.33630418,0.37471191,0.28184205,0.21463049,0.37635582,0.30508002,0.31830759999999997,0.27115734,0.15751655,0.38765161,0.19148806,0.32872792,0.37806431,0.40149941,0.39023543,0.25785591,0.32662701,0.36226845,0.34253373,0.30122528,0.5639929,0.22547544,0.26565163,0.41071104,0.22699618,0.1286213,0.53667578,0.28513135,0.32138464,0.29682412,0.3254895,0.33291884,0.17850087,0.26482146,0.17002188,0.50261286,0.22202653,0.25528057
