,,pid1263-15,pid52932-08,pid6100021-11,pid9048-15,pid9049-15,pid9050-15,pid9054-15,pid9055-15,pid9058-15,pid9059-15,pid9060-15,pid9061-15,pid9062-15,pid9063-15,pid9065-10,pid9066-15,pid9067-15,pid9068-10,pid9070-23,pid9072-15,pid9074f-15,pid9075-15,pid9078-07,pid9081-03,pid9088-10,pid9089-08,pid9091-22,pid9093-15,pid9094-15,pid9098-02,pid9099-15,pid9100b-11,pid9101-15,pid9104-15,pid9105-15,pid9111-15,pid9116-06,pid9118-15,pid9126-03,pid9128-11,pid9137-09,pid9138-15,pid9139-15,pid9153-15,pid915410b-22,pid9161-13,pid9166e-08,pid9170-15,pid9173-20,pid9174-15,pid917509-04,pid917813-03,pid9179-07,pid9186c-15,pid918904-03,pid9192-15
93,2,86.042381,88.242381,104.16238,107.10238,97.542381,116.12238,78.762381,105.34238,94.462381,103.06238,119.36238,97.362381,98.782381,98.962381,105.48238,101.87476,100.22238,98.342381,83.562381,91.502381,114.24238,93.102381,97.262381,106.44238,98.202381,122.94238,121.18238,103.00238,96.402381,105.56238,98.762381,108.82238,100.20238,93.202381,80.462381,123.70238,94.862381,95.022381,96.842381,98.602381,79.32746,101.86238,88.262381,90.142381,109.02238,105.33476,91.522381,100.91476,99.602381,99.662381,99.942381,94.462381,89.182381,108.62238,115.72238,102.28238
94,0,86.278367,88.467673,104.45946,107.43418,97.859456,116.37946,78.938367,105.58367,94.718367,103.29837,119.67837,97.638367,99.118367,99.204184,105.78418,102.27837,100.55837,98.578367,83.824184,91.668707,114.54418,93.327673,97.519456,106.73837,98.474184,123.35837,121.48418,103.26418,96.646122,105.87837,99.018367,109.15837,100.39837,93.442092,80.658367,124.03837,95.138367,95.298367,97.039456,98.918367,79.638367,102.15837,88.544184,90.358367,109.35837,105.64418,91.818367,101.25279,99.852789,99.903673,100.53837,94.699456,89.418367,108.93837,116.01837,102.48605
94,1,86.581224,88.740408,104.76122,107.70122,98.152806,116.68122,79.100408,105.82122,95.041224,103.52708,120.04122,97.900408,99.461224,99.467806,105.94122,102.59281,100.80025,98.857806,83.993741,91.972806,114.85374,93.633741,97.792806,107.08122,98.695612,123.78122,121.76122,103.54122,96.953903,106.08122,99.281224,109.48122,100.74122,93.701224,80.920245,124.38122,95.382806,95.615612,97.353741,99.141224,79.911871,102.38122,88.792806,90.547075,109.67374,105.96122,92.027806,101.52122,100.10122,100.14122,100.96122,95.013741,89.641224,109.30122,116.36122,102.80122
94,2,86.925714,89.105714,105.16571,108.06571,98.505714,117.22571,79.445714,106.20571,95.327857,103.94571,120.46571,98.265714,99.885714,99.845714,106.36571,102.96571,101.16571,99.245714,84.325714,92.247857,115.23393,93.945714,98.165714,107.50571,99.105714,124.22571,122.28571,103.96571,97.265714,106.50571,99.705714,109.96571,101.08571,94.005714,81.257959,124.90571,95.725714,95.997857,97.725714,99.545714,80.185714,102.80571,89.125714,90.945714,110.04571,106.38571,92.425714,101.92571,100.52571,100.50571,101.38571,95.385714,89.945714,109.72571,116.82571,103.21786
95,0,87.200386,89.400385,105.62039,108.40039,98.860386,117.72039,79.785193,106.76039,95.620385,104.24039,120.80039,98.580385,100.24039,100.17519,106.74039,103.30039,101.4668,99.600386,84.540385,92.506795,115.52039,94.240385,98.520386,107.88039,99.440385,124.60039,122.70039,104.32039,97.527596,106.82039,99.960386,110.34039,101.38039,94.340386,81.500386,125.45231,96.000386,96.300386,98.015193,99.840386,80.460386,103.26039,89.393462,91.200077,110.30039,106.80039,92.860385,102.30039,100.84039,100.7976,101.74039,95.740386,90.235193,110.12039,117.20039,103.50038
95,1,87.433288,89.679592,105.97959,108.71959,99.059592,118.05959,79.999592,107.09959,95.877959,104.57959,121.60918,98.899592,100.57959,100.43959,107.03959,103.63959,101.79959,99.919592,84.799592,92.779592,115.83959,94.499592,98.793197,108.19959,99.719592,124.97959,123.07959,104.65959,97.799592,107.11959,100.2748,110.77959,101.67959,94.679592,81.819592,125.86837,96.259592,96.639592,98.314796,100.19959,80.779592,103.80918,89.759592,91.559592,110.63959,107.15959,93.184796,102.59959,101.03959,101.01959,102.09959,96.119592,90.479592,110.46918,117.55959,103.81959
95,2,87.573469,89.788497,106.25347,108.93347,99.253469,118.35347,80.218694,107.37782,96.197823,104.87347,122.01347,99.133469,100.87347,100.65347,107.26174,103.93347,102.11347,100.16087,84.966694,93.057823,116.25347,94.593469,98.993469,108.43347,100.01694,125.41347,123.35174,104.93174,98.073469,107.35347,100.50087,111.05347,101.97347,94.933469,81.982694,126.63347,96.466694,96.913469,98.575867,100.59347,80.983912,104.13347,90.035867,91.771156,110.87347,107.45347,93.461735,102.89347,101.18269,101.29347,102.37347,96.393469,90.711156,110.75116,117.81347,104.09347
96,0,87.920816,90.140816,106.60082,109.30082,99.540816,118.70082,80.440816,107.70082,96.500816,105.16082,122.40082,99.400816,101.24082,100.92082,107.62082,104.40082,102.40082,100.46082,85.200816,93.340816,116.70082,94.960816,99.300816,108.68082,100.40082,125.84082,123.68082,105.18082,98.460816,107.72082,100.79541,111.42082,102.18082,95.235408,82.240816,127.08082,96.780816,97.260816,98.880816,100.90082,81.240816,104.46082,90.280816,92.040816,111.26082,107.88082,93.740816,103.22082,101.48082,101.66082,102.74082,96.700816,90.960816,111.08082,118.12082,104.34082
96,1,88.208163,90.369082,106.92816,109.60816,99.788163,119.02816,80.648163,108.04816,96.788163,105.42272,122.78633,99.668163,101.60816,101.18816,107.86633,104.76816,102.68816,100.76816,85.408163,93.569633,116.96816,95.228163,99.568163,108.94816,100.60816,126.20816,123.96816,105.40816,98.739082,108.06816,101.05908,111.80816,102.44816,95.508163,82.488163,127.44816,97.019082,97.588163,99.208163,101.17908,81.461514,104.78816,90.528163,92.259082,111.49908,108.17908,93.988163,103.52816,101.72816,101.92816,103.10816,96.988163,91.228163,111.42633,118.40816,104.64816
96,2,88.549932,90.749796,107.5698,109.98196,100.12495,119.5298,81.009796,108.6099,97.109796,105.8299,123.2698,100.0298,102.0898,101.5499,108.3099,105.1699,103.03663,101.16993,85.849796,93.903265,117.48993,95.589796,99.989796,109.4698,100.98495,126.7098,124.4298,105.8898,99.189796,108.6098,101.4898,112.2298,102.9099,95.818542,82.789932,127.9298,97.369796,98.109796,99.543265,101.7899,81.809796,105.3299,90.889796,92.709796,111.8698,108.7698,94.369959,104.0498,102.2698,102.4698,103.52495,97.409932,91.544949,111.8898,118.8898,105.1298
97,0,88.814286,90.994286,107.95429,110.31429,100.44476,119.91429,81.214286,108.99429,97.434286,106.13429,123.60214,100.35429,102.47429,101.81429,108.65429,105.53429,103.33429,101.53429,85.974286,94.192143,117.87429,95.842143,100.25429,109.89429,101.30214,127.07429,124.75429,106.21429,99.474286,109.01143,101.83429,112.57429,103.27429,96.114286,83.092143,128.29429,97.574286,98.494286,99.872143,102.17429,82.052143,105.71429,91.112143,93.014286,112.09429,109.27429,94.622143,104.39429,102.59429,102.73429,103.87429,97.722143,91.814286,112.25857,119.19429,105.32214
97,1,89.140907,91.300907,108.38272,110.68091,100.78091,120.32091,81.520907,109.34091,97.740907,106.50091,124.20272,100.74091,102.84091,102.18091,109.04091,105.94091,103.64091,101.92091,86.320907,94.460907,118.28091,96.180907,100.58091,110.24091,101.68091,127.51363,125.17181,106.54091,99.820907,109.48091,102.22272,112.98272,103.64091,96.480907,83.360907,128.66091,97.920907,98.860907,100.20091,102.76091,82.340907,106.12091,91.400907,93.300907,112.38091,109.74091,94.960907,104.78091,102.94091,103.09273,104.30091,98.060907,92.180907,112.66091,119.58272,105.70091
97,2,89.42585,91.54585,108.68585,110.96585,101.08585,120.65793,81.80585,109.57792,98.02585,106.78585,124.54585,101.04585,103.12585,102.45396,109.32585,106.24585,103.94585,102.20585,86.58585,94.713963,118.58585,96.457925,100.87793,110.52585,101.92793,127.90585,125.50585,106.86585,100.10585,109.84585,102.52585,113.28585,103.89793,96.74195,83.64585,128.96585,98.187925,99.14585,100.47793,103.06585,82.597925,106.40585,91.63717,93.60585,112.64585,110.08585,95.24585,105.14585,103.22585,103.32585,104.58585,98.34585,92.46585,112.94585,119.90585,105.99793
98,0,89.689388,91.889388,109.08939,111.30939,101.33969,120.98939,82.039694,109.88939,98.369388,107.12939,124.90939,101.38939,103.46939,102.74939,109.66939,106.58939,104.22939,102.50939,86.849388,94.989388,119.00939,96.749388,101.18939,110.81969,102.18939,128.30939,125.84939,107.12939,100.38939,110.24939,102.82939,113.60939,104.18939,97.029388,83.929388,129.32939,98.439694,99.449388,100.76939,103.32939,82.889388,106.72939,91.949388,93.929388,112.94939,110.50939,95.509388,105.46939,103.46939,103.59969,104.92939,98.689388,92.729388,113.30939,120.22939,106.28939
98,1,89.975918,92.215918,109.41592,111.63592,101.65592,121.33592,82.127566,110.13592,98.643184,107.47592,125.29592,101.71592,103.79592,103.07592,109.99592,106.91592,104.55592,102.79592,87.115918,95.292959,119.33592,97.075918,101.24892,110.88459,102.49592,128.81592,126.27592,107.45592,100.71592,110.59592,103.13592,113.93592,104.51592,97.375918,84.235918,129.65592,98.755918,99.755918,101.09296,103.63592,83.215918,107.03592,92.202959,94.255918,113.25592,110.81592,95.795918,105.83592,103.79592,103.83592,105.31592,99.015918,93.055918,113.65592,120.59592,106.57592
98,2,90.220816,92.440816,109.70082,111.96082,101.90082,121.60082,82.592704,110.38082,98.860816,107.74082,125.60082,101.95541,104.04082,103.32082,110.24082,107.16082,104.7927,103.03541,87.355408,95.500816,119.62082,97.300816,101.73541,111.32541,102.70082,129.14082,126.56082,107.72082,100.95541,110.86082,103.40082,114.16082,104.71541,97.620816,84.460816,129.96082,98.980816,100.02082,101.31541,103.90082,83.440272,107.32082,92.440816,94.520816,113.48082,111.14082,96.060816,106.09541,104.03541,104.08082,105.58082,99.260816,93.300816,113.96082,120.88082,106.82082
99,0,90.486531,92.706531,109.96653,112.20653,102.12653,121.86653,82.826531,110.70653,99.146531,108.02653,125.88653,102.22653,104.32653,103.60653,110.52653,107.38653,105.02653,103.28653,87.586531,95.766531,119.90653,97.586531,102.00653,111.60653,102.94653,129.42653,126.84653,108.04653,101.20653,111.12653,103.68653,114.44653,104.96653,97.866531,84.746531,130.30653,99.206531,100.30653,101.56653,104.18653,83.646531,107.60653,92.706531,94.746531,113.74653,111.42653,96.326531,106.36653,104.28653,104.30653,105.84653,99.546531,93.526531,114.22653,121.16653,107.06653
99,1,90.738231,92.958231,110.27823,112.55823,102.43823,122.23823,83.092744,111.03823,99.378231,108.35823,126.29823,102.53823,104.57823,103.87823,110.85823,107.73823,105.37823,103.55823,87.878231,96.018231,120.21823,97.832058,102.31823,111.91823,103.21823,129.95823,127.21823,108.29823,101.51823,111.43823,104.01823,114.69823,105.23823,98.198231,84.998231,130.65823,99.538231,100.57823,101.85823,104.71823,83.914116,107.85823,92.958231,95.112744,114.05274,111.75823,96.598231,106.77823,104.55274,104.55823,106.23823,99.858231,93.772744,114.59823,121.49823,107.31823
99,2,91.046122,93.286122,110.60612,112.96225,102.76612,122.56612,83.346122,111.36612,99.666122,108.70612,126.66612,102.86612,104.90612,104.20612,111.22225,108.08612,105.68612,103.86612,88.166122,96.306122,120.62612,98.086122,102.64612,112.16612,103.48612,130.43061,127.56612,108.60612,101.82806,111.78612,104.36225,115.02612,105.54612,98.526122,85.306122,131.02225,99.806122,100.90612,102.18612,105.14612,84.226122,108.16612,93.286122,95.406122,114.34612,112.14612,96.926122,107.10612,104.84612,104.82612,106.59837,100.18612,94.066122,114.97837,121.87061,107.64612
100,0,91.29102,93.49102,110.83102,113.21102,102.99102,122.81102,83.59102,111.55102,99.91102,108.97102,127.05102,103.11102,105.15102,104.45102,111.49102,108.43102,105.93102,104.11102,88.393503,96.55102,120.91102,98.33102,102.89102,112.35102,103.73102,130.69102,127.85102,108.85102,102.05026,112.09102,104.61102,115.23102,105.77102,98.77102,85.550255,131.29102,100.05102,101.15102,102.38051,105.37102,84.47102,108.41102,93.51102,95.69102,114.59102,112.41102,97.17102,107.41102,105.07102,105.05102,106.85102,100.41102,94.29102,115.25102,122.13102,107.87102
100,1,91.530204,93.850204,111.1702,113.5502,103.3502,123.1302,83.850204,111.9702,100.1502,109.2502,127.4102,103.4702,105.5102,104.7302,111.8502,108.7902,106.2102,104.3902,88.670204,96.830204,121.2702,98.610204,103.2102,112.6502,104.0902,131.0702,128.2302,109.0902,102.3502,112.4502,104.9502,115.5902,106.0702,99.070204,85.830204,131.6502,100.3302,101.5102,102.7702,105.6302,84.750204,108.6902,93.750204,95.970204,114.9302,112.7502,97.387526,107.7702,105.3702,105.3902,107.2102,100.7302,94.530204,115.6102,122.4902,108.2102
100,2,91.825714,94.117857,111.54571,113.92571,103.64571,123.50571,84.145714,112.34571,100.48571,109.62571,127.98571,103.80571,105.88571,105.10571,112.22571,109.32571,106.52571,104.72571,89.045714,97.125714,121.66571,98.885714,103.52571,113.02571,104.46571,131.60143,128.62571,109.42571,102.64571,113.02143,105.26571,115.96571,106.40571,99.355238,86.137857,132.06571,100.67524,102.04571,103.16571,105.90571,84.985714,108.98571,94.005714,96.285714,115.26571,113.12571,97.725714,108.10571,105.72571,105.68571,107.58571,101.06571,94.865714,115.98571,122.86571,108.54571
101,0,92.115918,94.355918,111.85592,114.23592,103.93592,123.81592,84.375918,112.65592,100.77592,109.93592,128.35592,104.11592,106.19592,105.39592,112.53592,109.61592,106.81592,105.01592,89.355918,97.395918,121.97592,99.175918,103.82296,113.37592,104.79592,132.03592,128.93592,109.69592,102.89592,113.39592,105.57592,116.35592,106.69592,99.635918,86.395918,132.41592,100.95592,102.39592,103.47592,106.15592,85.255918,109.25592,94.255918,96.592959,115.53592,113.45592,98.055918,108.41592,105.99592,105.95592,107.93592,101.37592,95.115918,116.39592,123.17592,108.81592
101,1,92.422449,94.682449,112.22245,114.60245,104.26245,124.16245,84.702449,113.00245,101.08245,110.28245,128.82245,104.48245,106.52245,105.76245,112.86245,109.94245,107.16245,105.36245,89.662449,97.682449,122.34245,99.482449,104.14245,113.66245,105.10245,132.46245,129.38245,110.02245,103.20245,113.86245,105.90245,116.74245,107.04245,100.00245,86.702449,132.76245,101.26245,102.74245,103.82245,106.48245,85.546225,109.56245,94.556224,96.902449,115.86245,113.82245,98.382449,108.74245,106.32245,106.22245,108.30245,101.70245,95.436225,116.78245,123.54245,109.14245
101,2,92.679184,94.919184,112.51918,114.89918,104.53918,124.47918,84.959184,113.25918,101.33918,110.55918,129.15918,104.73918,106.75918,106.01918,113.15918,110.21306,107.43918,105.61918,89.914592,97.919184,122.63918,99.759184,104.41918,113.91918,105.33918,132.85918,129.67918,110.29918,103.43918,114.17918,106.19918,117.01918,107.27918,100.23918,86.959184,133.05918,101.53918,102.99918,104.07918,106.75918,85.773061,109.77918,94.819184,97.179184,116.09918,114.10459,98.639184,109.05918,106.57918,106.45918,108.61918,101.97918,95.679184,117.09918,123.83918,109.39973
102,0,92.957551,95.237551,112.83755,115.19755,104.83755,124.79755,85.277551,113.57755,101.65755,110.87755,129.4851,105.07755,107.07755,106.31755,113.49755,110.49755,107.75755,105.91755,90.197551,98.197551,122.95755,100.03755,104.73755,114.17755,105.57755,133.23755,129.99755,110.61755,103.73755,114.53755,106.51755,117.33755,107.57755,100.55755,87.277551,133.47755,101.79755,103.31755,104.37755,107.05755,86.057551,110.07755,95.117551,97.497551,116.41755,114.41755,98.877551,109.37755,106.85755,106.73755,108.93755,102.29755,95.957551,117.45755,124.17755,109.7051
102,1,93.202449,95.482449,113.16245,115.52245,105.16245,125.12245,85.522449,113.82245,101.90245,111.18245,129.86245,105.34245,107.32245,106.60245,113.74245,110.82245,108.06245,106.18245,90.442449,98.442449,123.28245,100.30245,104.98245,114.42245,105.84245,133.64245,130.38245,110.88245,104.00245,114.86245,106.84245,117.64245,107.82245,100.86245,87.522449,133.76245,102.08245,103.60245,104.64245,107.36245,86.302449,110.32245,95.362449,97.782449,116.74245,114.70245,99.162449,109.74245,107.16245,106.98245,109.26245,102.56245,96.19415,117.74245,124.48245,109.96245
102,2,93.449569,95.66319,113.41391,115.78957,105.38957,125.36957,85.749785,114.06957,102.14957,111.44957,130.12957,105.58957,107.56957,106.83979,114.01979,111.10957,108.30957,106.41489,90.689569,98.657914,123.48986,100.52957,105.22957,114.64957,106.06957,133.98957,130.62957,111.12957,104.20986,115.12957,107.08957,117.90957,108.06957,101.10957,87.769569,134.06957,102.32957,103.88957,104.88957,107.62957,86.489856,110.52957,95.569785,98.029569,116.98957,114.94957,99.429569,109.98957,107.38957,107.16319,109.54957,102.78978,96.409569,118.00957,124.72957,110.14986
103,0,93.713878,95.973878,113.67388,116.05388,105.71388,125.69388,86.021939,114.41388,102.43388,111.77388,130.45388,105.89388,107.89388,107.13194,114.33388,111.39388,108.57388,106.65388,90.933878,98.913878,123.81388,100.77388,105.51388,114.87388,106.27388,134.39388,130.95388,111.43796,104.53388,115.39388,107.37388,118.23388,108.33388,101.39388,88.073878,134.57388,102.55388,104.21388,105.15388,107.97388,86.793878,110.75388,95.853878,98.293878,117.39388,115.27388,99.673878,110.29388,107.65388,107.45388,109.87388,103.07388,96.653878,118.33388,125.05388,110.43388
103,1,93.958776,96.218775,113.91878,116.35878,105.99878,125.95878,86.238775,114.79878,102.67878,112.01878,130.81877,106.13878,108.13878,107.35878,114.63878,111.63878,108.81878,106.89878,91.178775,99.158776,124.11878,101.01878,105.75878,115.11878,106.51878,134.77878,131.25439,111.65878,104.77878,115.65878,107.61878,118.51878,108.57877,101.65878,88.398776,134.85878,102.79878,104.47878,105.45878,108.33878,87.032194,110.99878,96.098775,98.518776,117.67878,115.57877,99.918775,110.53878,107.89878,107.69439,110.15878,103.31878,96.938776,118.63878,125.29439,110.67878
103,2,94.309796,96.469796,114.2698,116.7098,106.3498,126.2898,86.509796,115.2498,102.9898,112.4098,131.1898,106.4898,108.4898,107.6898,114.9698,111.9898,109.1698,107.2098,91.489796,99.449796,124.5298,101.3098,106.1098,115.3698,106.7898,135.34877,131.5698,111.9698,105.0499,116.0098,107.9698,118.8098,108.8898,101.9898,88.809796,135.26959,103.1098,104.8298,105.7698,108.6698,87.319898,111.3298,96.449796,98.869796,118.0298,115.9298,100.2698,110.8898,108.2298,107.9898,110.5098,103.6498,97.209796,118.9898,125.6298,111.0098
104,0,94.526531,96.686531,114.54653,116.98653,106.56653,126.54653,86.726531,115.48653,103.22653,112.66653,131.56653,106.72653,108.72653,107.92653,115.20653,112.22653,109.42653,107.44653,91.706531,99.706531,124.80653,101.50826,106.34653,115.56653,107.00653,135.64653,131.82653,112.20653,105.28653,116.30653,108.22653,119.10653,109.12653,102.22653,89.046531,135.66653,103.32653,105.08653,106.00653,108.94653,87.546531,111.50653,96.686531,99.126531,118.28653,116.16653,100.46653,111.18653,108.48653,108.22653,110.76653,103.86653,97.406531,119.30653,125.86653,111.24653
104,1,94.822041,96.962041,114.92204,117.32204,106.88204,126.88204,87.022041,115.86204,103.58204,112.98204,132.10204,107.10204,109.10204,108.0246,115.58204,112.46016,109.78204,107.78204,91.974309,100.00204,125.14204,101.82204,106.68204,115.86204,107.34204,136.06204,132.20204,112.50204,105.60204,116.73408,108.54204,119.58204,109.48204,102.54204,89.32602,136.06204,103.62204,105.46612,106.48612,109.26204,87.822041,111.76204,97.002041,99.442041,118.70204,116.54204,100.74204,111.56204,108.84204,108.60204,111.18204,104.18602,97.702041,119.66204,126.26204,111.64204
104,2,95.098231,97.254694,115.45469,117.63469,107.23469,127.31469,87.314694,116.41469,103.97469,113.33469,132.65469,107.47469,109.53469,108.25469,115.95469,112.77469,110.21939,108.19469,92.014694,100.37469,125.47469,102.13469,107.05469,116.27469,107.83469,136.51469,132.61469,112.93469,105.93469,117.27469,108.91469,120.01469,109.89469,102.87469,89.433528,136.59469,103.86235,105.91469,106.97469,109.55469,88.114694,112.17469,97.374694,99.774694,119.17469,116.97469,101.03469,111.87469,109.33469,109.01469,111.57469,104.51469,98.074694,119.93617,126.61469,112.07469
105,0,95.652245,97.572245,116.09225,118.05742,107.79224,128.04123,87.652245,117.47225,104.65224,113.77225,133.38122,108.01224,110.21225,108.93224,116.45225,113.81225,111.29224,108.77225,92.592245,100.97225,125.91225,102.61225,107.57225,116.95225,108.59225,137.13225,133.03224,113.73898,106.33225,118.21225,109.35225,120.93224,110.39225,103.37225,89.912245,137.82123,104.23225,106.55225,107.69225,110.27225,88.432245,112.61225,97.992245,100.33225,119.87225,117.77225,101.43224,112.55225,110.07225,109.69225,112.26123,104.87225,98.712245,120.45225,126.97225,112.7702
105,1,95.916735,97.856735,116.47674,118.41674,108.09674,128.53673,87.876735,117.89674,104.97674,114.07674,133.87674,108.33674,110.63674,109.31673,116.73674,114.23674,111.71674,109.19674,92.936735,101.37674,126.23674,102.83674,107.93674,117.37674,108.99674,137.55674,133.35673,114.23674,106.69674,118.52337,109.71674,121.35674,110.81673,103.77674,90.265578,138.37674,104.57674,106.89674,108.07674,110.57674,88.716735,112.87674,98.336735,100.75674,120.29674,118.15891,101.67673,112.97674,110.59674,110.01674,112.75674,105.29674,99.056735,120.85337,127.39674,113.37674
105,2,96.167755,98.142959,116.76775,118.76775,108.36955,128.86775,88.109679,118.11944,105.26775,114.42776,134.19592,108.64155,110.98776,109.60776,117.04776,114.48682,112.00776,109.46776,93.227755,101.72776,126.56776,103.10776,108.22776,117.56155,109.19944,137.92775,133.72551,114.43944,106.96776,118.76888,110.04776,121.66776,111.02776,104.02776,90.455918,138.64259,104.82776,107.10753,108.36776,110.84776,88.942585,113.10776,98.595918,100.95944,120.62775,118.48776,101.90775,113.32776,110.94776,110.36776,113.14551,105.46776,99.327755,121.07592,127.62775,113.74776
106,0,96.494286,98.458095,117.05429,119.09429,108.68214,129.21429,88.422143,118.47429,105.51429,114.73429,134.63429,109.00214,111.31429,109.89429,117.37429,114.81429,112.37429,109.79429,93.494286,101.9981,126.89429,103.41429,108.53429,117.85429,109.49214,138.43429,134.05429,114.79429,107.29429,119.07429,110.35429,121.96214,111.33429,104.35429,90.754286,138.99429,105.11429,107.43429,108.69429,111.15429,89.242143,113.37429,98.894286,101.29429,120.99429,118.73429,102.21429,113.69429,111.27429,110.46607,113.49429,105.79429,99.614286,121.43429,127.99429,114.11429
106,1,96.796327,98.736326,117.29633,119.39633,108.97211,129.51633,88.716326,118.72105,105.75633,115.09633,134.93633,109.27878,111.61633,110.19633,117.67633,114.99633,112.61633,110.03948,93.796326,102.25526,127.21633,103.67633,108.83633,118.02263,109.68519,138.73633,134.35633,115.05633,107.57633,119.30727,110.67633,122.20316,111.55633,104.65633,91.011582,139.25633,105.37633,107.62805,108.99633,111.37633,89.477721,113.58316,99.141582,101.49633,121.29633,119.03633,102.47633,113.96158,111.55633,110.75633,113.83633,106.07633,99.896327,121.69633,128.25633,114.41633
106,2,97.13102,99.05102,117.59102,119.75102,109.33102,129.87102,88.963673,119.07102,106.03102,115.43102,135.37102,109.71102,111.95102,110.53102,118.01102,115.33102,112.97102,110.41102,94.05051,102.63102,127.59102,103.99102,109.17102,118.29102,109.99102,139.33102,134.73102,115.39102,107.87102,119.63102,111.01102,122.53102,111.89102,104.99102,91.31102,139.59051,105.69102,107.95102,109.33102,111.71102,89.77102,113.91102,99.45102,101.93102,121.75102,119.29051,102.77102,114.41102,111.89102,111.09102,114.19102,106.41102,100.17102,122.19102,128.59102,114.77102
107,0,97.405442,99.325442,117.88544,120.12544,109.60544,130.22544,89.245442,119.36544,106.32544,115.72544,135.66544,110.00544,112.24544,110.82544,118.30544,115.52649,113.26544,110.70544,94.325442,102.92544,127.90544,104.26544,109.44544,118.46693,110.20886,139.74544,135.02544,115.66544,108.14544,119.86544,111.30544,122.78544,112.14544,105.28544,91.565442,139.84544,105.92544,108.18772,109.62544,112.00544,90.025442,114.20544,99.685442,102.22544,122.04544,119.54544,103.06544,114.72544,112.16544,111.28283,114.52544,106.68544,100.46544,122.48544,128.88544,115.08544
107,1,97.747755,99.647755,118.18776,120.46776,109.92776,130.58775,89.527755,119.72776,106.62775,116.06776,136.10776,110.38776,112.58776,111.16776,118.64776,115.84776,113.60776,111.04776,94.627755,103.30776,128.28776,104.58776,109.78776,118.78776,110.54776,140.26775,135.40776,115.96776,108.48776,120.18888,111.60776,123.08776,112.48776,105.62775,91.887755,140.18776,106.20776,108.50776,109.96776,112.28776,90.327755,114.46776,99.967755,102.56776,122.48776,119.86776,103.38776,115.16776,112.50776,111.50776,114.88776,107.00776,100.72776,122.82776,129.22776,115.48776
107,2,98.115102,99.931701,118.46255,120.8951,110.2751,130.9551,89.836275,120.06255,106.9551,116.4351,136.4551,110.6951,112.9551,111.4951,119.0151,116.0551,113.95628,111.3751,94.936275,103.6751,128.6551,104.8151,110.0951,119.0151,110.7951,140.6351,135.6751,116.3751,108.7951,120.4551,111.9751,123.44255,112.6951,105.97837,92.106276,140.4351,106.55837,108.7151,110.2951,112.5951,90.575102,114.78255,100.1951,102.8951,122.8951,120.0751,103.6351,115.5351,112.7751,111.8151,115.2551,107.27255,100.99837,123.1551,129.4951,115.8751
108,0,98.518776,100.27878,118.87388,121.27878,110.65878,131.41878,90.098775,120.51878,107.33878,116.81878,136.91878,111.09878,113.33878,111.87878,119.41878,116.43878,114.29878,111.7851,95.296326,104.09878,129.03878,105.19878,110.47878,119.41878,111.27878,141.17878,136.15878,116.75878,109.19878,120.83878,112.35878,123.83878,113.11878,106.33878,92.478776,140.97878,106.75878,109.09878,110.71878,112.97878,90.958776,115.13878,100.57877,103.27878,123.47878,120.51878,104.07878,115.97878,113.23878,112.11878,115.80755,107.63878,101.35878,123.75878,129.89878,116.43878
108,1,98.886122,100.80612,119.38612,121.64612,111.06612,132.23837,90.486122,121.16225,107.70612,117.20612,137.58612,111.46612,113.70612,112.24612,119.92612,117.00612,114.66612,112.32612,95.686122,104.46612,129.60286,105.56612,110.94612,119.78612,111.97959,142.59571,136.60225,117.12612,109.62612,121.20612,112.76612,124.38612,113.48612,107.00735,92.846122,141.34612,107.12612,109.46612,111.10225,113.34612,91.346122,115.61837,100.94612,103.71061,123.94612,120.88612,104.44612,116.64612,113.87449,112.48612,116.46612,108.00612,101.72612,124.32612,130.34224,117.17837
108,2,99.038865,101.04031,119.67017,121.93184,111.35184,132.60286,90.565845,121.47184,107.99184,117.49184,137.87184,111.75184,113.99184,112.53184,120.21184,117.19184,114.95184,112.61037,95.800696,104.75184,129.91184,105.85184,111.18031,120.05184,112.31184,142.93184,137.01184,117.41184,110.11184,121.49184,113.05184,124.71184,113.77184,107.33184,93.131837,141.63184,107.41184,109.75184,111.39184,113.67184,91.631837,115.91184,101.23184,104.03184,124.57184,121.17184,104.73184,116.93184,114.17184,112.75156,116.83184,108.29184,102.01184,124.57523,130.63184,117.47184
109,0,99.173878,101.28194,119.75388,122.19388,111.65388,133.01388,90.813878,121.79388,108.14097,117.85388,138.17388,112.05388,114.29388,112.77388,120.51388,117.48194,115.23388,112.83388,95.953878,105.05388,130.21388,106.09388,111.45388,120.34194,112.61388,143.23388,137.31776,117.73776,110.49388,121.67129,113.35388,125.28194,114.07388,107.63388,93.233878,141.93388,107.71388,109.99388,111.71388,113.97194,91.933878,116.21388,101.51388,104.33388,124.97388,121.47388,105.03388,117.23388,114.47388,112.81388,117.21388,108.47388,102.23388,124.77388,130.93388,118.01388
